axis	order	selected_contexts	available_contexts	total_bits	bits_per_symbol	gap_vs_full_currier_bits	gap_vs_source_winner_bits	key_bits	side_channel_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
CURRIER	1	14	24	630511.8534177202	3.2446422130962733	42625.958332095644	38471.58754763147	51.463081998719886	136.41642634605432	480529.3610048156	149794.61290455973	5fa4a367cc4b5127ed2f8ed0cb482f4875b704456f2227ad79cc4d58728fa2fe	True
CURRIER	2	34	321	582482.2676141555	2.9974798152269178	-5403.6274714689935	-9557.99825593317	187.249277886449	136.41642634605432	432363.98900536326	149794.61290455973	0497b0d96431933b9aa2599a78afe62c98e62f5d122f71f707d73e426b76725d	True
CURRIER	3	36	2070	600973.3867692357	3.0926359418766376	13087.49168361118	8933.120899147005	292.5787359358483	136.41642634605432	450749.77870239405	149794.61290455973	e352920ef49fbd1e917ccb368c0c35193ad0d243700f294765c2f475f28417cb	True
SECTION	1	11	24	631719.6299360672	3.250857485107692	43833.73485044262	39679.36406597844	51.8110053021402	136.41642634605432	481736.7895998592	149794.61290455973	931ce1794c63765e28e1c491bbd25c450dafebd506f9268ad34e27ccf3fbfa80	True
SECTION	2	20	321	585322.8898791634	3.012097784520509	-2563.005206461181	-6717.375990925357	137.13917351091226	136.41642634605432	435254.7213747467	149794.61290455973	2e09377f45d66e3e55448aa79c4ed7090bcd202a08e75f96dbe375b3aa11c120	True
SECTION	3	14	2070	603712.0795074783	3.106729377264148	15826.184421853744	11671.813637389569	148.36873527583418	136.41642634605432	453632.68144129665	149794.61290455973	da5d502da718f23259c5e402922a855cb7a1f7a787c287f38e5f8d0182c1dd1b	True
HAND	1	13	24	629841.022674357	3.241190088071247	41955.12758873252	37800.75680426834	51.8110053021402	136.41642634605432	479858.18233814917	149794.61290455973	82842c91ded80ff44bec11623bdf61760aaf5676f2ea6554e507aa8e916de65b	True
HAND	2	20	321	583245.7058858848	3.001408502737103	-4640.189199739718	-8794.559984203894	137.13917351091226	136.41642634605432	433177.53738146817	149794.61290455973	e32cef3a88cb5f3294a6cf1f4fa077ee57df48610521bf836938d9fb6ec2647c	True
HAND	3	22	2070	602151.670380583	3.0986994420688285	14265.775294958497	10111.404510494322	204.8081770494667	136.41642634605432	452015.83287262777	149794.61290455973	9b5564efd6afd0d24dc3b6cf7dd46cc713ca7f120b0bc46271625487ac56713c	True
KIND	1	10	24	640563.5060596175	3.296368467402984	52677.61097399297	48523.24018952879	51.463081998719886	136.41642634605432	490581.013646713	149794.61290455973	3b488c4356ed3b574aae2c4c99d33b2269a6b8a9ae66555e6311eec9f35752a6	True
KIND	2	19	321	590299.8827138316	3.037709612368167	2413.9876282070763	-1740.3831562570995	133.22269686647454	136.41642634605432	440235.63068605936	149794.61290455973	985c83250da9a7c9e3bff270cde417ef195e3faa35daa29757844c835aec9534	True
KIND	3	7	2070	605368.7455544561	3.11525465487771	17482.850468831602	13328.479684367427	95.35378153680543	136.41642634605432	455342.3624420135	149794.61290455973	00c1091cc3607d0e1d090e470b949e611e9235e420db46b5fd929ef11a1486ca	True
CODE	1	4	24	642205.2168799413	3.304816784750938	54319.321794316755	50164.95100985258	41.93504656608357	136.41642634605432	492232.25250246946	149794.61290455973	1f9210f280d025f3c1a1b6174437112a604e250136f537be77817022226c0a24	True
CODE	2	2	321	591099.6324391254	3.041825160243333	3213.73735350091	-940.6334309632657	42.208093150620165	136.41642634605432	441126.39501506905	149794.61290455973	cd1e1a724c5159d3db39ca3dfce7bc8564712b46d7b9174d16a50cc1cfc51cbc	True
CODE	3	1	2070	605625.9448492617	3.1165782139584493	17740.04976363713	13585.678979172953	37.575150620997185	136.41642634605432	455657.34036773484	149794.61290455973	8099784b0e5e7468fa21c72c107e2c2bd61be01cc577dea4cc16c04edcd38ab5	True
GRAMMAR_SCOPE	1	14	24	640768.2631451637	3.2974221565280852	52882.36805953912	48727.997275074944	51.463081998719886	136.41642634605432	490785.7707322591	149794.61290455973	9a851e2fff1f5ac99b7e1984c42280c3cb2676f83a24ef4179f79a4bc5b51502	True
GRAMMAR_SCOPE	2	28	321	590048.3711376599	3.0364153225420427	2162.4760520353448	-1991.894732428831	166.00598621801228	136.41642634605432	439951.3358205361	149794.61290455973	876b10c006b68651e88e9ee60d3153003bbc5ee56777995b49df697db78d1f12	True
GRAMMAR_SCOPE	3	14	2070	605134.9667308752	3.114051618589959	17249.07164525066	13094.700860786485	148.36873527583418	136.41642634605432	455055.56866469356	149794.61290455973	8ef515d98dea5b12d48a8ac2342f30dcbf14c8740e85222a20ae6200deeccb16	True
PAGE	1	0	24	643729.1826324883	3.3126591807110204	55843.28754686378	51688.9167623996	24.5597355686105	136.41642634605432	493773.5935660139	149794.61290455973	1bea670b99b315191c029ee4a72c696d515814b8df74092024d37b9479ac0f02	True
PAGE	2	0	321	592042.6581875115	3.046678012944935	4156.763101886958	2.392317422782071	24.5597355686105	136.41642634605432	442087.0691210371	149794.61290455973	86842fecea12d22614f6b53305a2efaf3f7a264bd8e2edc70e2111d38bc5fcb4	True
PAGE	3	0	2070	606425.9147622774	3.120694894929486	18540.019676652853	14385.648892188678	24.5597355686105	136.41642634605432	456470.325695803	149794.61290455973	4c2390131697c2e75e69af57ef674148990e23419117ae72f39cfd625e12c660	True
