unit_id	edition	page	physical_folio	star_ordinal	open_locus	body1_locus	tail_loci	open_groups	body1_groups	tail_groups	open_compiler_sha256	body1_compiler_sha256	tail_compiler_sha256
6db80f0ee8c008a15cee	ZL3b	f104r	f104	1	f104r.1	f104r.2	f104r.3|f104r.4	10	14	21	7cdf1199120f5c5e3d877496f8875466064a0b7b540f415d36331aef5caacecd	7ef62ed42f03e1793b34dcd7b7c5fed04215f98acebd2bb6a76551a548acf01b	c1d123111fc7339fc95d9bf2504ee9d42ce17c0e1131d14f94858af0fe97878a
3dadd253fb35b8d6ec30	ZL3b	f104r	f104	2	f104r.5	f104r.6	f104r.7|f104r.8|f104r.9	12	12	28	49b40cecb2f2d4d1cf2972dda46f0418c6a96b133d8c74b29fd04e749c1239eb	2dfead57fe1b5234d0b974580dacbb299f036fcb055b66c6749e5d71b6602f91	02b7725569487e49c6a60f6235cc1a3e4cb7b22e8314b5a0f81b620e64c055be
c2c04818678da6b158be	ZL3b	f104r	f104	4	f104r.12	f104r.13	f104r.14|f104r.15	11	10	18	f0b4ea3b3f1dd09093d234844a52fd61b5d3b13e71ad2c246b3ab54e43915eb5	be87c4f1fd0028d6c14a1594d976a8f7d162303e8ddca68daa371dbf247d2cdc	02bbbd2a7446d4f13e2cb5bbb2d07b6d3f87c49065a98cfb3cc9af7f6d2abebc
e4e3da7e471a6aabadd3	ZL3b	f104r	f104	5	f104r.16	f104r.17	f104r.18	10	10	6	78fd6ff619d58c387b92566840084f9d87190917b54df636a9326cafa764accc	c3a3cd033d30084c4f1402125ae9018ff7de4182361086f1830fdaf120d10e3b	1718867750e45745d45bb9c8b54f7d965ef10ea1c4c860ac621ea889710768ff
53baeee0bf0048479ea7	ZL3b	f104r	f104	6	f104r.19	f104r.20	f104r.21	12	12	5	9cf06e8ec08565ac817479331b8b3764c730db015cc9da10af201d89ac96e097	9a64507074303a0e20c174ee048082c9d55de19d42ecdb60a4e8a77290039a16	fbaaf23c34eaabae10a55d204c116a468ca5f21b686346a637dd14889e3579a5
c2e6982ccbbbf727afaa	ZL3b	f104r	f104	7	f104r.22	f104r.23	f104r.24|f104r.25|f104r.26	12	13	25	35c2f5ced8f4459e22c199f5794a628e15aa91cc0f99f913960221c5a1d59834	ebd6af6ae62e480278bead74f449034a2fc0d787d767f7a8d2472370557cbf61	a97197950f9a292d4fc9e3bff1a64c50973cbde216ff398237bcc5561cf5973d
d2b9774893da031bc9a8	ZL3b	f104r	f104	8	f104r.27	f104r.28	f104r.29	11	15	8	023b9cf954f9eb9be5227b3358d519949999589d8bd00fd783664f1d2eb04a70	c6eaea2419f4366caffe4b75d9fb7a55b27a0ddaa43a4b1a0e29e3bf794276b6	1a8bc5238b2240ac05804d0307cace347b3618cadfa2eda56ed850311a559372
208fe32ac45f8b2be542	ZL3b	f104r	f104	9	f104r.30	f104r.31	f104r.32|f104r.33	11	10	21	1040f42441876f3d50478eeb8daf3a5d19643882308f1366146510acff30fadc	7e0c7d5386f1b90c79449cc7217e6c4cc0d7862f2a41fb135be1529f5f3cdf46	b75b80066f68a06663b4cdc95e4b3da336b3906f66b89e9a7309dcd3c00cb504
2718be2e4ac01f6a0cd9	ZL3b	f104r	f104	11	f104r.36	f104r.37	f104r.38	10	10	5	c013615dfa922e72987c34452b98bf07171204be103eba68318cd65304de00be	2c0613bf81cdfdfea12e1036117087807050c6e8c28cedc2b4a93205ec003ac3	f27db796dea3c1fda4da1714abab8804e3c8084af95b1d058495784aa5d4b3d9
dec7621062ddc0ea76ab	ZL3b	f104r	f104	12	f104r.39	f104r.40	f104r.41|f104r.42	11	11	13	8b763338695f308625e84999d85854407b4d7f4a8f435f762ba2df7ef0eb512e	b3a15da16089a069f294788dcd6021d64e30271610c4088fc4582de3206329a9	cd0f8305aff8a11965368c000101fdd27eeb5644d788a34117dac568be2e9ee6
9af3e52fedd781165858	ZL3b	f104r	f104	13	f104r.43	f104r.44	f104r.45	11	10	11	84c9825fffa48d9f9ac4ea4d8b958ac4f74fc0e75b02694e743904871bc6ccf6	c07a9f3bb79f882ad38ecd05ce312075c70e4ac3405cd4393b6f52394212fd5f	6fb0a4710ffc7a45d15dfb36ea7a17b3f41ce549bef72cbed2247f6e448ff1fb
c19fc6a6cac58136174d	ZL3b	f104v	f104	1	f104v.1	f104v.2	f104v.3|f104v.4|f104v.5	12	10	29	3c92afb5845c59ab402c0d22267580742a0d633f8d06f7204aad8a9005b7d7c3	ea8aa9dcedf08770d8aacb295e839ca096757f5182bcd23f3ac352c33605a456	1f14573af9b70fc78ae3392c573a3307a35ece94363a900ea51a9068ce86c95d
515bdb73d46919d19d88	ZL3b	f104v	f104	3	f104v.8	f104v.9	f104v.10|f104v.11	12	12	20	c1730fd4d01bb38655fc67e65be0a4a74b0f68d2bc4b3076aaff3343f12cd613	26a9df24bcc5fa784b8701bac7918f49ab54378e714ff852f1a3db2678cd39c5	c020ec4e73a8302ab5cb3c3b284927f5489769cada6f236cea5468e4da4d4f29
10795b2c68591dbd69a8	ZL3b	f104v	f104	4	f104v.12	f104v.13	f104v.14	13	11	7	243f77aaaa7514e4e354debd9c6cc207f649997e63431c4c441af42cd0bee90b	6f8b700c94606d301c084dc9c987f181b7696188213efe72f3aa52f4f3efc43d	bf8ea892d2c22b43cd42c8bef8cd6498c93c86fdb217b4ffc31289555dd20368
3b68cf14da5e100ff54a	ZL3b	f104v	f104	5	f104v.15	f104v.16	f104v.17|f104v.18	11	12	19	2cb54d6bdb680c61d7740090827347f840d0e29d6180f7791ff751b72eaa0734	b2973810d1bf7ff8e66fe84da731c91d7cd28ecd05c64d3c6bece19b8e4cbb47	78534f8782929352f78f265d5ce036634a254ed68010cec5197500569889b54a
52f88783264e5c664dfe	ZL3b	f104v	f104	6	f104v.19	f104v.20	f104v.21	13	12	6	6e7ba85ca5df8443d041e98edafe7aa7bd42dc39d8a3fece53d20d4afa9ad1bf	e0cecfab8415900b05f795edcad9a2be9d707b4d573b5b4ba3c3dce30c0e4a97	66248e60067e6be9d49ec558d8dbcae8187118e87d1889635c2f0f4eabe41da7
fa269fff9590a81b4d47	ZL3b	f104v	f104	7	f104v.22	f104v.23	f104v.24|f104v.25|f104v.26	12	11	28	6d53073289083c88990ab9b2d662930dc57aa6351ccbf0fd883ed1a48907bdeb	3fc7aa9da3ccebeb8f7462310e428be775712928d77ffb4fbfc82e9759d973a1	d6409916c8dc6f73534094e6aafbef2c73be7ba9ff001f3e1cc74279df96a276
678953e80bb04ec3510d	ZL3b	f104v	f104	9	f104v.29	f104v.30	f104v.31	13	13	9	f353c1e198755182e458086e19f8deb23756954d2155b735d008b6f4959dbd37	89f76a7e8b93d6c34ad5526ad6d2121d592c9ea5424173caefeafd42f70a0392	51b8c459afb6bc3833f15301387ef7572703452d91a92617f4271d385f21b413
89586021de90748fde0e	ZL3b	f104v	f104	10	f104v.32	f104v.33	f104v.34	14	15	8	4d39ef84b0cd96bed0a6851b8fed88ef1871574353b7aa7ae635372aa231623c	352d211b274e3ee3529b059ffd38c9988cff4a362de873e0005136ec1cc4fbc2	f9d9a68d142a10aee0a0107721b80ac3b7d59b11f5c4f5df88434a39cca2058c
cfad99921fb8b55360c1	ZL3b	f104v	f104	12	f104v.37	f104v.38	f104v.39|f104v.40	13	13	24	bae9900128371744be8af3e20072c7c5b949d9af1b14cfc68cda527faeffeb1f	5b0ae98ea0cdc036ca7f65ca9ca8ccdd9b1c8ef2489dc9861f6be356f0a55df7	7ca669b77b192b84efd888a3203aacb7d77f32d34a2d001ec7e4efcb46485333
9ef3f65a27e1b7875ddb	ZL3b	f104v	f104	13	f104v.41	f104v.42	f104v.43|f104v.44	11	11	19	2f6053b8cc0a0df4260d5c749c8a5e7583b5a6ceb3a4255b51b12c952fb25105	e1a964c06b551801ab2a9d64b026158f16a83f3c3af17bc897acb0335998f20b	8353872dd5bd155adda522da3d7fcafc2a9fcd077a7a7caf765f61d8a40502d4
d28645a7736065f3a169	ZL3b	f105r	f105	1	f105r.1	f105r.2	f105r.3|f105r.4|f105r.5	11	13	32	a2db9cedeacbda269b782dc392cd8cff52181bf74989e09df770a9f7df1f4a7a	26445dce811ba894ed1aab9b1b13e532c409bbf91591131f093d61254b4927d8	3ab66a5f1e59eaf2c07e7bb174dcd04424ccab93c28636fb58f72a20eafde71f
5bd9bcc3ac34a6530b75	ZL3b	f105r	f105	2	f105r.6	f105r.7	f105r.8|f105r.9|f105r.10	10	10	19	d4610e72c98920bac9c33a41023b39980dd047fe051bec4c19f7692d1ed08a61	c79085b2dc51aedfdbac73f75fed8828cd99f115d9bbc47529e331bc80cced5e	0385310cad7d755eb4741b3f682a494c0e6726f83e419b3cd968b285fe0bd70b
1281633a13409752d3f2	ZL3b	f105r	f105	3	f105r.11	f105r.12	f105r.13	12	12	10	76fa3c287cf0ad99f481cbeff8026e2599c875cbbdb784a08fa4bcd1e55dde64	6813ef359339ced741505d862366e6e3f2fd0b8e8a46b2e57437e16c59da20d3	1b52ee85bbb67b6a3e1c84726d6c4deb9e3eba8328e6bb6697fcdcea6bb9b985
ecc3fa016482e84f71e8	ZL3b	f105r	f105	4	f105r.14	f105r.15	f105r.16	12	12	7	f7087d657b1f1986249884f3ec2ac825ec8b7eeaeee9072b1219ae05f707698b	5e5197a579af793f55202003b2a5cf00f280ce6ae4e806e8e553d4a7ac898aef	4be24e2991baa3396fa412927c56f3a590aa51f6339fe4625e30f9f9b661ce6c
208855dba9de0bfbdb62	ZL3b	f105r	f105	5	f105r.17	f105r.18	f105r.19|f105r.20|f105r.21|f105r.22|f105r.23	11	12	52	187add16ec170e0c5a13878c22931e10595db2af53276ff676b1eabe26fc2029	74b29ed3ce56057615aad1972542c5fd078aa86abca7a6746c76bc8885e76dcb	993e9a6f8770043a16c316a6573c711e87431dd3fce1b0f422454073b08893fe
