representation	language	seed	physical_lines	events	active_source_signs	payload_bits	key_bits	language_selector_bits	common_overhead_bits	paid_total_bits	gap_vs_matched_kt_bits	bits_per_event	passes	all_pair_swaps_locally_optimal	active_mapping	mapping_hash
RAW_VISIBLE	latin	18901	2430	91924	20	446287.601795175986	78.890100230687	2.584962500721	6.000000000000	446375.076857907407	276587.549076891039	4.855914416887	17	1	a>ac>hd>le>uf>vg>qh>ki>nk>bl>mm>cn>oo>ep>pq>dr>ss>rt>tx>fy>i	6cbb4ef0524eaa11c4b5a5a52ee65ef7d36d9c01c03ae3341c10a994b51cf5fe
RAW_VISIBLE	latin	18902	2430	91924	20	483060.027187842759	78.890100230687	2.584962500721	6.000000000000	483147.502250574180	313359.974469557754	5.255945153067	24	1	a>mc>ad>te>cf>rg>gh>ni>zk>fl>em>xn>lo>dp>sq>qr>os>ut>hx>vy>i	e2388662abdd5645c286a9461d96589f995e71daf16a376e5782ceb071f74cf5
RAW_VISIBLE	latin	18903	2430	91924	20	423693.950764823239	78.890100230687	2.584962500721	6.000000000000	423781.425827554660	253993.898046538263	4.610128212736	20	1	a>ec>qd>le>hf>pg>bh>ui>rk>dl>sm>xn>ao>ip>mq>vr>ts>ct>nx>gy>o	1278c801b5c96b840b1fbc8d074a65ef925b3c244b79524dddafa05a2771a908
RAW_VISIBLE	middle_high_german	18901	2430	91924	20	364377.721649612417	78.890100230687	2.584962500721	6.000000000000	364465.196712343837	194677.668931327440	3.964853538927	23	1	a>ac>ld>ne>uf>fg>oh>ii>ck>sl>rm>zn>ho>ep>vq>gr>ms>dt>bx>ky>t	b7fb049a924fce29ebf24f5768f0433534d8c9834be1d5fff51fbb19e1b973ed
RAW_VISIBLE	middle_high_german	18902	2430	91924	20	393556.127614031429	78.890100230687	2.584962500721	6.000000000000	393643.602676762850	223856.074895746453	4.282272341029	21	1	a>ic>vd>te>sf>fg>zh>ri>uk>ll>nm>cn>mo>ap>dq>hr>gs>ot>bx>wy>e	5d497b81baef18022a9930658d5f851a538b6938dd04b19c07c3fb86b6eee73b
RAW_VISIBLE	middle_high_german	18903	2430	91924	20	402764.395878534007	78.890100230687	2.584962500721	6.000000000000	402851.870941265428	233064.343160249031	4.382444964767	22	1	a>lc>hd>ae>uf>pg>bh>ei>ok>rl>nm>mn>zo>ip>vq>dr>ts>gt>cx>wy>s	ff4e61dffc9cd12d7b1a002152a24afe00c6efa297bfc822b4a6f89676b30db3
RAW_VISIBLE	middle_french	18901	2430	91924	20	427700.354727708618	78.890100230687	2.584962500721	6.000000000000	427787.829790440039	258000.302009423642	4.653712085967	16	1	a>vc>dd>ae>sf>fg>xh>ii>ok>ul>rm>cn>yo>ep>gq>lr>zs>mt>nx>qy>t	7d971cab84161f60d7b2ea60a2c891ba658358c6f38ed3c89e0332f1cae8f97e
RAW_VISIBLE	middle_french	18902	2430	91924	20	455290.511942533427	78.890100230687	2.584962500721	6.000000000000	455377.987005264848	285590.459224248421	4.953853041700	18	1	a>gc>od>me>sf>cg>vh>ui>yk>hl>xm>fn>zo>lp>nq>ir>ts>at>jx>dy>e	1543042246bd54c4f4d5568a781193a2f3e9c91ed9e26cf982071e5f0608941a
RAW_VISIBLE	middle_french	18903	2430	91924	20	402578.232101951318	78.890100230687	2.584962500721	6.000000000000	402665.707164682739	232878.179383666342	4.380419772472	20	1	a>oc>pd>ne>uf>dg>gh>li>sk>tl>rm>zn>io>ap>mq>cr>ys>ft>vx>by>e	c3451c621f4ffe15be1a9770ce5d8ad3c037722ee5f0fff28720feccf512d592
RAW_VISIBLE	old_italian_tuscan	18901	2430	91924	20	385279.232798974845	78.890100230687	2.584962500721	6.000000000000	385366.707861706265	215579.180080689868	4.192231711650	29	1	a>ec>gd>te>sf>bg>qh>ui>mk>cl>nm>zn>io>ap>vq>fr>ls>dt>rx>py>o	25d2b5cdb143250212bb073606caf1636c138f98ca94cf262042a2980f1f73a6
