edition	model	adjacent_pairs	within_pairs	cross_pairs	pages	physical_folios	permutation_capacity	residual_similarity_effect	positive_pages	minimum_leave_folio_effect	null_median_effect	local_p	max_four_p
ZL3b	COMPILER12	564	408	156	13	8	494	0.009798898188	8	0.000594753494	-0.006369691194	0.166463265804	0.339272638516
ZL3b	EDGE29	564	408	156	13	8	494	0.000399792164	9	0.000005829795	0.000548719368	0.577251647547	0.844276299732
ZL3b	RAW_CHAR3_HASH32	564	408	156	13	8	494	0.002104422695	8	-0.002815744698	-0.004054430964	0.267268733219	0.624603368318
ZL3b	HOST_CHAR3_HASH32	564	408	156	13	8	494	0.007424166012	6	0.002645975775	-0.000264963912	0.247986331462	0.424701000732
IT2a	COMPILER12	564	408	156	13	8	524	0.004469393953	5	-0.004447485787	-0.003002034330	0.319257993654	0.523797900903
IT2a	EDGE29	564	408	156	13	8	524	0.000046639347	5	-0.000416614260	0.000061007749	0.508176714669	0.813522089334
IT2a	RAW_CHAR3_HASH32	564	408	156	13	8	524	0.001939093638	7	-0.001932262451	-0.002530674499	0.318281669514	0.618013180376
IT2a	HOST_CHAR3_HASH32	564	408	156	13	8	524	0.010779413280	9	0.003211075035	-0.003974714871	0.103734439834	0.305101293629
RF1b	COMPILER12	564	408	156	13	8	526	0.020163501648	9	0.012127252760	-0.004908472548	0.060532096656	0.093727117403
RF1b	EDGE29	564	408	156	13	8	526	0.000509899222	9	0.000194810956	0.000312919893	0.392482304125	0.782035635831
RF1b	RAW_CHAR3_HASH32	564	408	156	13	8	526	0.004239951871	8	0.000676939796	-0.003855099584	0.201366853795	0.554063949231
RF1b	HOST_CHAR3_HASH32	564	408	156	13	8	526	0.010119555525	9	0.003698706745	-0.000271466169	0.181840371003	0.336587747132
