scope	endpoint_panel	representation	worlds	seed	observed_gain_bits	local_inclusive_p	max_three_inclusive_p	preserves
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-33.3214710278	0.226577342266	0.001199880012	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	10000	136001	-24.5902955801	0.144785521448	0.001199880012	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE1	ALL_19	RAW_CHAR3	10000	136001	3.4167290842	0.001199880012	0.001199880012	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-23.7259188763	0.035096490351	9.99900009999e-05	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	10000	136001	-18.6658666887	0.024497550245	9.99900009999e-05	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	10000	136001	1.75013626739	9.99900009999e-05	9.99900009999e-05	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-32.472502484	0.394460553945	0.020597940206	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	ALL_19	PAGE_HOST_CHAR3	10000	136001	-29.3397289666	0.273472652735	0.020597940206	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	ALL_19	RAW_CHAR3	10000	136001	-2.40603253172	0.020597940206	0.020597940206	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-22.9044747446	0.0689931006899	0.001299870013	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	10000	136001	-22.1503028495	0.0544945505449	0.001299870013	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	RAW_CHAR3	10000	136001	-2.87517387369	0.001299870013	0.001299870013	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-23.376833998	0.587941205879	0.033696630337	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	ALL_19	PAGE_HOST_CHAR3	10000	136001	-15.3731007588	0.157484251575	0.033696630337	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	ALL_19	RAW_CHAR3	10000	136001	-6.30612759768	0.026497350265	0.033696630337	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-22.8278912963	0.602439756024	0.001899810019	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	10000	136001	-14.1351451534	0.0723927607239	0.001899810019	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	10000	136001	-4.74788327571	0.001399860014	0.001899810019	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
ZL3b_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10000	136001	-23.6222209263	0.0911908809119	0.0741925807419	TARGET_PHYSICAL_FOLIO;COMPLETE_19_TOKEN_VECTOR;FORMAL_PREDICTIONS
