model	block_size	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_global_null_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_BLOCK_NULL	2	_	0	730820.7510735508	3.7608362892568636	0.0	137437.4574167329	3364.394630098802	577661.7435388922	149794.61290455973	245469217d919c2a57b0f12450a8e774996a23ec6d0747a04f41d1b498cfb811	True
BLOCK_LANGUAGE	2	latin	16101	900481.3914094066	4.633917536739705	169660.64033585577	307098.0977525887	4703.102980707457	745983.6755241394	149794.61290455973	74a5898233767386e537d6cde7dac764261415b1b78f032c58bebf0116ab2b86	True
BLOCK_LANGUAGE	2	middle_high_german	16101	918600.1324223594	4.7271573888061145	187779.38134880865	325216.83876554156	4703.102980707457	764102.4165370923	149794.61290455973	e42bd22a006ea188052f5921d6c7f3a22a3ad88fc5d741007424bb1743c4ad17	True
BLOCK_LANGUAGE	2	middle_french	16101	892581.1811877592	4.59326270140466	161760.43011420837	299197.8875309413	4703.102980707457	738083.465302492	149794.61290455973	85ba3944e252e20410ef6ccb677a913a6c6ebe965a337facfbe288990616230b	True
BLOCK_LANGUAGE	2	old_italian_tuscan	16101	866934.4553249425	4.461283502423491	136113.7042513917	273551.1616681246	4703.102980707457	712436.7394396754	149794.61290455973	6c3d2bfe03d842e1af563a821958eefa71977af13c29136395af1a49b26a8931	True
BLOCK_LANGUAGE	2	medieval_czech	16101	927229.0449461621	4.771562158797483	196408.29387261136	333845.7512893443	4703.102980707457	772731.329060895	149794.61290455973	63e9ae1648d194a747e9d55d65977587a1fad1a3541377631d8bdc7dbb931434	True
BLOCK_LANGUAGE	2	old_hungarian	16101	924465.0758086051	4.7573386499279815	193644.32473505428	331081.7821517872	4703.102980707457	769967.3599233379	149794.61290455973	6ec22fb1d4b0754236b7ceb837f587ce146f570b33768ded0be8cb66fe7effbc	True
MATCHED_BLOCK_NULL	3	_	0	861814.4589280627	4.434935771845282	0.0	268431.1652712448	22475.12803559802	689544.717987905	149794.61290455973	2d618018acca6718267130c3b38c348296c3705720b42b9b77415593d7e1db6e	True
BLOCK_LANGUAGE	3	latin	16101	832204.527323502	4.282561738763621	-29609.931604560697	238821.23366668413	28421.322375803076	653988.5920431393	149794.61290455973	5f446500b3a8bceef3995706384663514ed9976a373be21f6c1ef27743893902	True
BLOCK_LANGUAGE	3	middle_high_german	16101	864347.977118166	4.4479733698265065	2533.51819010335	270964.6834613482	28421.322375803076	686132.0418378033	149794.61290455973	4f2525bce6d9d518ac39ac05bff171b30e4c9b6f63d7f683d7f8a5e93068d190	True
