side	page	physical_folio	locus	selected_group_index	selected_group_count	family_surface	family_1_key	family_2_key	source_view	claim_state
LABEL_FINAL	f100r	f100	f100r.1	1	1	KACACALAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.10	1	1	BAQAU	U	AU	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.16	1	1	AQKAC	C	AC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.17	1	1	LAUJA	A	JA	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.18	1	1	ACAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.19	1	1	ABKJAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.2	1	1	CAKACTA	A	TA	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.20	1	1	AQJAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.3	1	1	AQJAC	C	AC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.8	1	1	CAEQA	A	QA	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100r	f100	f100r.9	1	1	CACAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.1	1	1	QABKB	B	KB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.10	1	1	AQKJAC	C	AC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.11	1	1	AQKAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.12	1	1	BAQKAB	B	AB	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.13	1	2	KAC	C	AC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.2	1	1	KABC	C	BC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.3	1	1	APKAC	C	AC	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
LABEL_FINAL	f100v	f100	f100v.6	1	1	AQKAKBA	A	BA	GDT012_ANNOTATED_SOURCE_NATIVE_FAMILY	SOURCE_NATIVE_TERMINAL_KEY_CANDIDATE_NOT_MEANING
