family_motif	ablation	remaining_occurrences	conditional_effect	observed_informative	expected_informative	informative_strata	exact_p	claim_state
QJB	ALL	449	0.099106676292	177	149.223735891843	154	0.000627196639	REPETITION_SENSITIVITY_NOT_MEANING
QJB	EXCLUDE_EXACT_TOKEN_REPEAT	431	0.063387065449	160	142.465123719702	155	0.028612991540	REPETITION_SENSITIVITY_NOT_MEANING
QJB	EXCLUDE_EXACT_FAMILY_REPEAT	424	0.049501101151	153	139.450693705272	154	0.089156176870	REPETITION_SENSITIVITY_NOT_MEANING
QKB	ALL	551	0.087110653313	189	160.859139320133	168	0.000958323535	REPETITION_SENSITIVITY_NOT_MEANING
QKB	EXCLUDE_EXACT_TOKEN_REPEAT	535	0.055997119434	173	155.114134774455	168	0.037761414078	REPETITION_SENSITIVITY_NOT_MEANING
QKB	EXCLUDE_EXACT_FAMILY_REPEAT	532	0.050736462824	170	153.784811466184	168	0.057822707105	REPETITION_SENSITIVITY_NOT_MEANING
LJB	ALL	361	-0.155263025964	64	100.258606029259	131	0.000000334265	REPETITION_SENSITIVITY_NOT_MEANING
LJB	EXCLUDE_EXACT_TOKEN_REPEAT	353	-0.177447537087	56	97.135423071865	131	0.000000005121	REPETITION_SENSITIVITY_NOT_MEANING
LJB	EXCLUDE_EXACT_FAMILY_REPEAT	353	-0.177447537087	56	97.135423071865	131	0.000000005121	REPETITION_SENSITIVITY_NOT_MEANING
LKB	ALL	62	-0.229556103128	7	17.876532688532	43	0.001037020707	REPETITION_SENSITIVITY_NOT_MEANING
LKB	EXCLUDE_EXACT_TOKEN_REPEAT	62	-0.229556103128	7	17.876532688532	43	0.001037020707	REPETITION_SENSITIVITY_NOT_MEANING
LKB	EXCLUDE_EXACT_FAMILY_REPEAT	62	-0.229556103128	7	17.876532688532	43	0.001037020707	REPETITION_SENSITIVITY_NOT_MEANING
