language	seed	initial_gdt189_seed	physical_lines	source_events_including_space	active_source_signs	payload_reverse_and_length_bits	mapping_key_bits	language_selector_bits	common_overhead_bits	paid_total_bits	matched_null_total_bits	gap_vs_matched_kt_bits	descent_passes	all_coordinate_alternatives_locally_optimal	one_letter_genes	two_letter_genes	mapping	mapping_hash
latin	19001	18901	2430	60023	20	295726.892210129707	189.106544406091	2.584962500721	6.000000000000	295924.583717036527	128743.344900293756	167181.238816742785	3	1	20	0	a=e|c=r|d=n|e=i|f=f|g=d|h=u|i=g|k=t|l=a|m=l|n=o|o=e|p=t|q=p|r=t|s=m|t=c|x=b|y=s	484577ab61452975e593a559e28793f176da5df1d40b290828bd5dd65f8c2799
latin	19002	18902	2430	60023	20	302443.550160757848	189.106544406091	2.584962500721	6.000000000000	302641.241667664668	128743.344900293756	173897.896767370927	3	1	20	0	a=t|c=i|d=a|e=e|f=l|g=r|h=n|i=u|k=o|l=a|m=v|n=m|o=c|p=u|q=g|r=a|s=i|t=o|x=p|y=s	0ffc1ccc3e6d5bfdc53bb71280b5ce08bb56ec7cd3a05155a63722d6f2f032b4
latin	19003	18903	2430	60023	20	285569.257240010716	189.106544406091	2.584962500721	6.000000000000	285766.948746917536	128743.344900293756	157023.603846623795	3	1	20	0	a=u|c=o|d=n|e=i|f=m|g=d|h=r|i=h|k=t|l=s|m=l|n=b|o=e|p=p|q=g|r=t|s=a|t=c|x=z|y=a	d32a7ce4020c2467431a89010bc59718643192d02d8838f8c05c3bc5f0aea5b7
middle_high_german	19001	18901	2430	60023	20	262553.291725234652	189.106544406091	2.584962500721	6.000000000000	262750.983232141472	128743.344900293756	134007.638331847731	3	1	20	0	a=v|c=o|d=z|e=i|f=d|g=m|h=l|i=u|k=r|l=s|m=f|n=a|o=e|p=w|q=b|r=n|s=c|t=r|x=h|y=t	c356e5d50808b3ccb28025501735fa1a163462736bc05849ac6c85f8e0b7748b
middle_high_german	19002	18902	2430	60023	20	259647.069809145934	189.106544406091	2.584962500721	6.000000000000	259844.761316052754	128743.344900293756	131101.416415759013	2	1	20	0	a=d|c=o|d=e|e=t|f=l|g=z|h=s|i=u|k=r|l=n|m=y|n=a|o=i|p=m|q=w|r=c|s=v|t=h|x=g|y=e	1382987f57c7585f16a29abbd63a15701341df9d20d0bd3e8293f069ae716724
middle_high_german	19003	18903	2430	60023	20	255416.596751353791	189.106544406091	2.584962500721	6.000000000000	255614.288258260611	128743.344900293756	126870.943357966855	4	1	20	0	a=v|c=a|d=h|e=t|f=l|g=o|h=m|i=z|k=i|l=n|m=b|n=e|o=e|p=s|q=w|r=r|s=u|t=r|x=d|y=e	20602242bbebad73771b785a3600e71b1aa0585eb107418cd5950bcc91ef9999
middle_french	19001	18901	2430	60023	20	280419.760463907907	189.106544406091	2.584962500721	6.000000000000	280617.451970814727	128743.344900293756	151874.107070520986	2	1	20	0	a=p|c=a|d=y|e=c|f=v|g=r|h=i|i=o|k=n|l=l|m=r|n=z|o=e|p=m|q=x|r=u|s=d|t=t|x=g|y=s	2ed8a540b38ee9f11b662f0c57cca8237c42fcc8688ad5f72b29887df2db2e18
middle_french	19002	18902	2430	60023	20	271278.081868963141	189.106544406091	2.584962500721	6.000000000000	271475.773375869961	128743.344900293756	142732.428475576220	4	1	20	0	a=d|c=o|d=y|e=c|f=b|g=t|h=n|i=u|k=a|l=a|m=z|n=r|o=l|p=i|q=f|r=e|s=i|t=e|x=g|y=s	12337e95d80c635f977769347df0e61c403324948b804fed1e3f810b5c6d11e8
middle_french	19003	18903	2430	60023	20	272537.843587492942	189.106544406091	2.584962500721	6.000000000000	272735.535094399762	128743.344900293756	143992.190194106020	3	1	20	0	a=m|c=r|d=a|e=n|f=i|g=l|h=e|i=o|k=e|l=a|m=x|n=t|o=d|p=i|q=g|r=y|s=c|t=u|x=p|y=s	f494979bbb95bce3935557f089c9cb9b0d14cc5967aeb9b9fe2b8f47b85f1f45
old_italian_tuscan	19001	18901	2430	60023	20	263782.062902423611	189.106544406091	2.584962500721	6.000000000000	263979.754409330431	128743.344900293756	135236.409509036690	4	1	20	0	a=e|c=t|d=m|e=i|f=p|g=v|h=r|i=s|k=n|l=l|m=b|n=e|o=a|p=s|q=v|r=d|s=o|t=u|x=c|y=o	4513f96a3d53c0af6a41b448f7a3207f448f5d33fdaeb99c746f40af52bf4662
old_italian_tuscan	19002	18902	2430	60023	20	261682.779721060710	189.106544406091	2.584962500721	6.000000000000	261880.471227967530	128743.344900293756	133137.126327673788	4	1	20	0	a=t|c=p|d=e|e=n|f=m|g=c|h=u|i=r|k=i|l=e|m=h|n=a|o=d|p=s|q=g|r=a|s=l|t=i|x=v|y=o	7fca9d182b98d2892855c4f0add9e69d96e597f329196f04c70537dbaf717e61
old_italian_tuscan	19003	18903	2430	60023	20	257744.449481203337	189.106544406091	2.584962500721	6.000000000000	257942.140988110157	128743.344900293756	129198.796087816401	4	1	20	0	a=e|c=c|d=i|e=t|f=u|g=g|h=i|i=s|k=l|l=n|m=b|n=e|o=a|p=s|q=v|r=m|s=d|t=r|x=p|y=o	9791942f49853359165fcb45fb0a600836f088efcc34996b11c3a42b17a3c518
medieval_czech	19001	18901	2430	60023	20	282005.867001470528	189.106544406091	2.584962500721	6.000000000000	282203.558508377348	128743.344900293756	153460.213608083606	1	1	20	0	a=s|c=r|d=u|e=k|f=b|g=c|h=i|i=z|k=t|l=v|m=m|n=e|o=o|p=p|q=h|r=n|s=l|t=d|x=g|y=a	cf1b2fc1232d917c17839e1723eac01084f4a8ce9029e28bcfdecc2beeb492fa
medieval_czech	19002	18902	2430	60023	20	275793.884622083220	189.106544406091	2.584962500721	6.000000000000	275991.576128990040	128743.344900293756	147248.231228696299	3	1	20	0	a=n|c=r|d=i|e=s|f=k|g=l|h=i|i=a|k=u|l=o|m=b|n=m|o=t|p=v|q=w|r=a|s=c|t=y|x=z|y=e	42f1a5a6bd2438a9948d9091a1d923b7b6c5523dcede1fbe86aaf447e62f47ae
medieval_czech	19003	18903	2430	60023	20	283140.480130447890	189.106544406091	2.584962500721	6.000000000000	283338.171637354710	128743.344900293756	154594.826737060968	3	1	20	0	a=n|c=o|d=z|e=u|f=b|g=c|h=r|i=a|k=t|l=i|m=y|n=m|o=s|p=p|q=l|r=e|s=d|t=k|x=v|y=e	336744d078204c09b6bd6c43f35ba96330bae257ff248112507bb4748218946e
old_hungarian	19001	18901	2430	60023	20	249757.461527415173	189.106544406091	2.584962500721	6.000000000000	249955.153034321993	128743.344900293756	121211.808134028237	2	1	20	0	a=i|c=o|d=h|e=t|f=r|g=c|h=l|i=m|k=w|l=s|m=d|n=y|o=e|p=z|q=k|r=g|s=e|t=n|x=u|y=a	032fa14ad3ecb03a3c751833fdc28c4203ec57097bea3e161ab83990b24aad5c
old_hungarian	19002	18902	2430	60023	20	258442.628624194534	189.106544406091	2.584962500721	6.000000000000	258640.320131101354	128743.344900293756	129896.975230807599	3	1	20	0	a=m|c=g|d=e|e=t|f=w|g=l|h=y|i=e|k=a|l=o|m=v|n=s|o=h|p=u|q=c|r=i|s=n|t=a|x=k|y=a	8950bae872d16218b928920244c05178a1aebdf2ea488c96e648ce220d73b3f8
old_hungarian	19003	18903	2430	60023	20	259912.734808623994	189.106544406091	2.584962500721	6.000000000000	260110.426315530814	128743.344900293756	131367.081415237044	2	1	20	0	a=y|c=i|d=t|e=e|f=r|g=b|h=u|i=o|k=z|l=l|m=w|n=k|o=a|p=h|q=g|r=n|s=m|t=t|x=d|y=s	09db33b09ad3c918225de60a5d58ceb8fb27595aa86ab0fc4541afb33055ea0a
