reference_id	source_file	sha256	schema	metric_or_use	f84_policy	comparability
VREF_GDT003_FP	gdt003_structural_fingerprints.tsv	fdcfbae090fe79211e7c90c9a0395905dc90d24f038cc2ef314387dc8e02fae0	GDT003_STRUCTURAL_FINGERPRINT	VOYNICH_MATCHED full numerical fingerprint	f84r routed out before surface retention	DIRECT_SAME_DIAGNOSTIC
VREF_GDT003_RESULT	gdt003_structural_fingerprint_result.json	c4f04b6aff77e0a0adaab8a563ea71983d9883b6d0f79bb508e4b66c444312cb	GDT003_STRUCTURAL_FINGERPRINT_RESULT	claim ceiling and matched design	f84r routed out before surface retention	METHOD_CONTEXT
VREF_LINE_RESET	archive_pre_reset_2026-08-06/semantic_assumptions/results/writing_order_line_reset_results.json	2f6ff63ad2163a24b0558b51e44df67a100f04599fd785a4b50a11d53dd4362a	WRITING_ORDER_LINE_RESET_RESULTS	ZL rise-reset contrast +0.1002; IT +0.1411; RF +0.0773	f84r explicitly excluded from source pages	CONTEXT_ONLY_DIFFERENT_FEATURE
VREF_B3	gdt045_result.json	8d6a55b8e722af5deabdbd943785ec453a08b92f491a9804f46c901050ab248e	GDT045_TERMINAL_B3_RECORD_CLOSER_RESULT_V1	B3 endpoint effect +0.567367	f84r opened=false retained=false scored=false	CONTEXT_ONLY_DIFFERENT_FEATURE
VREF_Q2_B3	gdt046_result.json	8536c42d2bb07d0b90046a11e0d9d9efe9f900c32c6703329a24be665a16d9c6	GDT046_Q2_B3_RECORD_FRAME_RESULT_V1	31 observed opener-closer pairs vs 23.933 expected	f84r opened=false retained=false scored=false	CONTEXT_ONLY_DIFFERENT_FEATURE
VREF_HPR2	gdt051_result.json	2b3ddb04d3a176fb88fcdacc0998b33b968b42493242c19c756451cd5ca853e9	GDT051_REVISED_HPR2_COMPILER_RESULT_V1	layer architecture status only	f84r opened=false retained=false scored=false	QUALITATIVE_CONTEXT
VREF_O_OT	gdt055_result.json	9c40c9bf757691502762c5bccbc686cad89e4405c5542989d36a56ead554de99	GDT055_O_OT_FIELD_DECOMPOSITION_RESULT_V1	field-placement contrasts	f84r opened=false retained=false scored=false	QUALITATIVE_CONTEXT
VREF_EXTERNAL_INFO	gdt059_result.json	2908b4e9415131d59eeb20618b3330455362fdfb9aada53e68e8e48707cb6efd	GDT059_HPR2_EXTERNAL_INFORMATION_LOCALIZATION_RESULT_V1	PAGE_HOST-specific external information not supported	f84r opened=false retained=false scored=false	QUALITATIVE_CONTEXT
VREF_DY	gdt060_result.json	afed6d8afa0104b55945eb1d295ac72a43ba7d021a45d121c77b00a7baac6f65	GDT060_DY_PAGE_HOST_TRANSITION_RESULT_V1	formal boundary distribution; suffix interaction negative	f84r opened=false retained=false scored=false	QUALITATIVE_CONTEXT
VREF_RIGHT	gdt062_result.json	52828ee0e450cbfb72b7037164610da0c882469ff2ba42b118991f3967dd436a	GDT062_RIGHT_FAMILY_REGISTER_RENDERER_RESULT_V1	register gain given host 350.054 bits / 0.022451 per group	f84r opened=false retained=false scored=false	QUALITATIVE_CONTEXT
