control_id	k	breakdown	value	scored_events	gain_bits	gain_bits_per_event
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	0	517	-37.079839744618	-0.071721160048
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	1	146	-0.854626016693	-0.005853602854
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	2	600	-20.793123519060	-0.034655205865
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	3	242	-10.554082359113	-0.043611910575
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	4	200	-11.640318989188	-0.058201594946
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	5	1487	-40.964635102222	-0.027548510492
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	6	364	-68.277943485059	-0.187576767816
AUGSBURG_ACCOUNTS_1402_1424	4	BUCKET	7	408	-30.795267409271	-0.075478596591
AUGSBURG_ACCOUNTS_1402_1424	4	CLASS	0	3337	-178.756957201603	-0.053568162182
AUGSBURG_ACCOUNTS_1402_1424	4	CLASS	1	584	-31.881995339854	-0.054592457774
AUGSBURG_ACCOUNTS_1402_1424	4	CLASS	2	9	-1.839569543104	-0.204396615900
AUGSBURG_ACCOUNTS_1402_1424	4	CLASS	3	34	-8.481314540662	-0.249450427667
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F00	320	-11.562716630888	-0.036133489472
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F01	287	-21.495527709038	-0.074897309091
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F02	305	-17.875479282595	-0.058608128795
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F03	258	-14.753956022079	-0.057185876055
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F04	354	-22.876417733845	-0.064622648966
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F05	344	-21.014824619769	-0.061089606453
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F06	287	-14.391582344599	-0.050144886218
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F07	375	-22.242279643278	-0.059312745715
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F08	438	-21.326460800926	-0.048690549774
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F09	396	-18.940226751514	-0.047828855433
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F10	328	-17.335308760617	-0.052851551099
AUGSBURG_ACCOUNTS_1402_1424	4	FOLD	F:AUGSBURG_ACCOUNTS_1402_1424:F11	272	-17.145056326077	-0.063033295316
AUGSBURG_ACCOUNTS_1402_1424	4	POSITION	FIRST	178	-22.578649523115	-0.126846345635
AUGSBURG_ACCOUNTS_1402_1424	4	POSITION	LAST	519	-34.984233334831	-0.067407000645
AUGSBURG_ACCOUNTS_1402_1424	4	POSITION	MIDDLE	3267	-163.396953767278	-0.050014372136
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	0	226	-10.887042592482	-0.048172754834
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	1	349	-17.054472716029	-0.048866684000
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	2	385	6.112986567629	0.015877887189
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	3	333	-15.025160470057	-0.045120602012
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	4	541	-1.056959656877	-0.001953714708
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	5	412	0.198459323061	0.000481697386
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	6	244	1.324568137161	0.005428557939
ARBITRARY_LOCAL_CODEBOOK	4	BUCKET	7	486	-26.833323944838	-0.055212600710
ARBITRARY_LOCAL_CODEBOOK	4	CLASS	0	1915	-32.277713641161	-0.016855202946
ARBITRARY_LOCAL_CODEBOOK	4	CLASS	1	77	-12.602870265306	-0.163673639809
ARBITRARY_LOCAL_CODEBOOK	4	CLASS	2	804	-27.610382530345	-0.034341271804
ARBITRARY_LOCAL_CODEBOOK	4	CLASS	3	180	9.270021084379	0.051500117135
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0009	30	-3.804156538363	-0.126805217945
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0010	22	-3.928320392954	-0.178560017862
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0011	12	0.270038247301	0.022503187275
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0012	9	0.103193571899	0.011465952433
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0013	8	3.071568429176	0.383946053647
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0014	15	-3.822950335285	-0.254863355686
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0015	16	1.196115003618	0.074757187726
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0016	12	-6.097230846359	-0.508102570530
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0017	5	-3.284652081654	-0.656930416331
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0018	18	-0.790617402591	-0.043923189033
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0019	7	-0.377010764569	-0.053858680653
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0029	17	-2.363568664113	-0.139033450830
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0030	12	-2.793035057564	-0.232752921464
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0031	18	3.832969101610	0.212942727867
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0032	10	-0.783727695327	-0.078372769533
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0033	1	-0.011220008145	-0.011220008145
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0034	16	4.435830451047	0.277239403190
ARBITRARY_LOCAL_CODEBOOK	4	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0035	20	0.730043863565	0.036502193178
