edition	model	records	pseudo_gain_bits	selector_paid_bits	positive_folios	swappable_records	null_mean_bits	local_p	max_four_p	architecture_seen	top1_hits	top3_hits
ZL3b	LAST_COMPILER12	170	-3.139023227970	-5.139023227970	5	99	-1.112943192417	0.820112277276	0.976568220649	150	31	59
ZL3b	LAST_ORDERED_CELL_HASH32	170	-23.843129838184	-25.843129838184	0	99	-17.854765096197	0.934586282646	1.000000000000	150	31	60
ZL3b	LAST_HOST_CHAR3_HASH32	170	7.158324435153	5.158324435153	6	99	1.895821916740	0.082743470832	0.082743470832	150	31	61
ZL3b	LAST_RAW_CHAR3_HASH32	170	-14.583298642602	-16.583298642602	1	99	-13.123111596486	0.636319257994	1.000000000000	150	31	58
IT2a	LAST_COMPILER12	170	-3.466755241884	-5.466755241884	4	99	-3.479505614286	0.489382474982	0.977056382719	151	27	57
IT2a	LAST_ORDERED_CELL_HASH32	170	-17.351622949502	-19.351622949502	2	99	-16.101027584874	0.562850866488	1.000000000000	151	27	56
IT2a	LAST_HOST_CHAR3_HASH32	170	12.829230763979	10.829230763979	6	99	1.023489857667	0.005613863803	0.006590187942	151	27	57
IT2a	LAST_RAW_CHAR3_HASH32	170	4.085533984241	2.085533984241	5	99	1.196348745896	0.239443495240	0.429582621430	151	27	56
RF1b	LAST_COMPILER12	170	-2.709158673932	-4.709158673932	3	99	-0.343742470698	0.804491091042	0.919209177447	151	26	57
RF1b	LAST_ORDERED_CELL_HASH32	170	-22.327681052280	-24.327681052280	2	99	-15.966336381905	0.948742982670	1.000000000000	151	26	57
RF1b	LAST_HOST_CHAR3_HASH32	170	3.879259878584	1.879259878584	4	99	0.389263285475	0.221381498658	0.268000976324	151	26	58
RF1b	LAST_RAW_CHAR3_HASH32	170	-5.444143209311	-7.444143209311	3	99	-5.036055263477	0.530144007811	0.998047351721	151	26	57
