template_id	field_group_count	occurrences	physical_folios	distinct_host_fills	compiler_skeleton	top_host_fills	example_fields
4dee4dd0c9a3feb1	1	113	8	82	"[[""NONE"",""NONE"",""NONE"",0,1,0]]"	ytee:4;lkche:4;l:4;pche:3;ychee:3;kche:3;opch:3;olkee:3	f104r.1:F2|f104r.3:F3|f104r.8:F2|f104r.8:F3|f104r.13:F2
89bec59705b5c549	1	86	8	25	"[[""q"",""NONE"",""NONE"",0,1,0]]"	okee:22;oke:14;okche:13;opche:7;okch:4;opch:3;okeeo:3;o:2	f104r.1:F3|f104r.4:F2|f104r.6:F3|f104r.34:F2|f104r.43:F4
3937916de52a61f8	1	15	7	9	"[[""NONE"",""OT"",""NONE"",0,1,0]]"	ee:6;e:2;eo:1;che:1;eeo:1;sheo:1;ch:1;she:1	f104r.3:F5|f105r.8:F3|f105v.6:F3|f105v.6:F4|f106r.8:F2
2d85fdf9ef13640c	2	6	4	6	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	y|eo:1;ycheol|o:1;okeol|o:1;polchor|o:1;ykhy|e:1;pcheo|eo:1	f104r.6:F1|f104v.13:F1|f107v.29:F2|f113r.13:F1|f115r.22:F4
8730f9349ee0259c	2	24	6	24	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	o|lshee:1;otodchy|lkeo:1;pchol|ksheo:1;y|lshe:1;pchdoiin|opchee:1;cpheo|apche:1;aiin|yteo:1;oeeolchy|okeey:1	f104r.8:F1|f104r.11:F1|f104r.34:F1|f104r.42:F1|f104v.1:F1
8ec313de609c0aff	2	7	5	7	"[[""NONE"",""NONE"",""ar"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	ok|otolkeech:1;ok|o:1;p|aro:1;oleed|aiil:1;opche|opche:1;yched|ackh:1;ok|lkeche:1	f104r.15:F2|f104r.17:F5|f105r.6:F1|f105r.30:F1|f113r.37:F4
e351e6e596dd3f1c	1	9	5	5	"[[""sh"",""NONE"",""NONE"",0,1,0]]"	o:3;e:2;ee:2;olfch:1;eolkee:1	f104r.16:F3|f106r.4:F4|f106r.40:F2|f112v.3:F2|f112v.4:F1
ab361f25ccd5eeab	1	14	6	9	"[[""d"",""NONE"",""NONE"",0,1,0]]"	she:3;che:3;chee:2;cheeokeo:1;shee:1;eee:1;alke:1;aii:1	f104r.18:F1|f104r.21:F1|f104v.16:F1|f105r.25:F1|f105v.3:F1
aff7ec37b59548e5	1	9	7	4	"[[""q"",""NONE"",""NONE"",0,0,1]]"	oka:6;opaira:1;?ta:1;opcha:1	f104r.24:F2|f106r.4:F6|f107v.32:F3|f112v.37:F3|f113r.27:F3
6f29675a40f14012	1	25	6	9	"[[""q"",""OT"",""NONE"",0,1,0]]"	ch:5;che:5;ee:4;e:4;eo:3;a:1;eee:1;chee:1	f104r.38:F2|f104v.4:F1|f104v.6:F4|f104v.8:F4|f104v.15:F2
1e48f7c38c5f8860	2	9	6	9	"[[""q"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	okeeo|lcheolshe:1;okeeey|okche:1;okor|olpshe:1;okaiir|olpche:1;o|oeeeo:1;okcheey|rche:1;o|?eechee:1;okchey|kee:1	f104v.14:F2|f104v.40:F1|f105r.6:F6|f105v.14:F2|f112v.4:F2
375f77bc349eff0c	1	10	6	8	"[[""NONE"",""NONE"",""NONE"",0,0,1]]"	ra:2;yta:2;oteda:1;rara:1;otcha:1;okcheda:1;pchda:1;ralo:1	f104v.15:F3|f105r.10:F2|f105r.29:F5|f107v.8:F3|f112v.36:F4
5d4ffcae6297a567	2	4	4	3	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""sh"",""NONE"",""NONE"",0,1,0]]"	polor|ee:2;yshor|ee:1;okeeddl|eoke:1	f104v.21:F1|f105r.17:F2|f112v.30:F1|f115v.29:F1
d06079efb9833ad5	1	9	6	9	"[[""q"",""NONE"",""NONE"",0,0,0]]"	oky:1;eky:1;otoky:1;opchcfhy:1;okeey:1;okchy:1;ekor:1;otolchd:1	f104v.40:F3|f105r.17:F6|f106r.10:F6|f107v.11:F4|f112v.25:F5
b7601eb19ac3da94	1	15	6	6	"[[""t"",""NONE"",""NONE"",0,1,0]]"	che:6;she:4;e:2;olkeee:1;eodaro:1;ee:1	f104v.41:F1|f107v.11:F1|f107v.29:F1|f112v.39:F1|f113r.37:F1
747e9abc47b19413	2	8	5	8	"[[""d"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	aiin|ytee:1;aiin|oke:1;cheo|fcheeo:1;shes|lche:1;aiir|opche:1;ar|okee:1;aiin|octh:1;ar|olte:1	f105r.5:F1|f105r.17:F5|f105v.6:F1|f106r.3:F1|f106r.22:F3
f188d152ac8b601a	1	19	7	17	"[[""NONE"",""NONE"",""NONE"",0,0,0]]"	lol:2;ro:2;otey:1;ry:1;ot:1;lchedr:1;rary:1;oror:1	f105r.5:F4|f105r.12:F6|f105r.13:F5|f105v.7:F2|f106r.46:F4
2d529da8d2a5c1bd	2	5	4	5	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0]]"	okeey|okchey:1;ycheeo|lkeey:1;opdaildo|ary:1;otechy|ykedckhy:1;llsan|arorochees:1	f105r.9:F2|f106r.26:F1|f114r.14:F4|f114v.22:F2|f115r.28:F2
f2140b4adc300151	1	5	2	2	"[[""q"",""O"",""NONE"",0,1,0]]"	ee:4;e:1	f105r.12:F2|f105v.29:F3|f114r.6:F1|f114r.15:F1|f114r.38:F1
12be5d6fa9e9145d	2	4	3	4	"[[""d"",""NONE"",""NONE"",0,0,0],[""q"",""NONE"",""NONE"",0,1,0]]"	yteey|ok:1;aiin|okeeo:1;sheol|okche:1;ain|okche:1	f105r.13:F1|f113v.19:F1|f115v.3:F1|f115v.19:F5
a82a5aded53eef2c	1	5	2	4	"[[""che"",""NONE"",""NONE"",0,1,0]]"	o:2;e:1;odke:1;octhe:1	f105r.13:F4|f105r.14:F4|f105r.25:F2|f105v.38:F1|f114v.4:F2
1e781bbf14272c46	2	4	3	4	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,1]]"	kairodl|lpai:1;fchocthor|opa:1;airoy|ola:1;aiin|a:1	f105v.20:F3|f113v.18:F5|f114r.26:F2|f114v.24:F4
f98b658166b75904	3	4	4	4	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	ofoiir|opchey|fche:1;opchor|aror|pcheeo:1;lcheo|l|kche:1;ykees|aiin|olkeeo:1	f105v.25:F3|f106r.22:F2|f113r.14:F2|f115v.25:F1
77e930b39034b4d8	2	4	3	4	"[[""NONE"",""NONE"",""air"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	pcheod|okche:1;psho|lkeeshe:1;ok|olkee:1;pchd|opche:1	f106r.4:F1|f106r.10:F1|f114r.30:F4|f115v.31:F1
34fd8acb541c6797	2	5	4	5	"[[""che"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	eky|lche:1;o|lkee:1;ky|lke:1;eky|lke:1;o|ckh:1	f106r.4:F5|f106r.21:F3|f112v.36:F2|f113r.44:F1|f115r.6:F1
eafca3669a54fec6	1	9	5	6	"[[""ch"",""NONE"",""NONE"",0,1,0]]"	o:3;cphe:2;olche:1;ckho:1;oypshe:1;d:1	f106r.33:F2|f106r.41:F2|f107v.48:F3|f113r.4:F4|f114r.9:F3
