page	locus	kind	grammar_scope	code	coverage_state	consensus_group_count	family_expression	first_family	last_family	line_left_boundary	line_right_boundary	gdt229_field_count	gdt229_semantic_scaffold_coverage	gdt239_label_dossier_coverage	label_prefix	label_residual	semantic_value
f82r	f82r.1	P	CONFIRMED_PROSE	@P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.2	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	BKJBA|DABKJBA|DAQAF|BA|DAQKBA|DAQAB|BKJUA|BKJB	BKJBA	BKJB	LINE_START	LINE_END	4	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.3	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	6	DAQKA|BKJUJBA|DAQABA|CABQAG|KUA|DAQAG	DAQKA	DAQAG	LINE_START	LINE_END	2	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.4	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	DAQAG|AUJAB|KQKA|BBA|AQKA|DAQAB|LJUA|DAQA	DAQAG	DAQA	LINE_START	LINE_END	2	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.5	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	CAB|BQKJBA|DAQKBA|DAQAB|UAB|KJBA|DAQKBA|DAQAB	CAB	DAQAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.6	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	CAC|LJBA|DAB|LJBAG|LJUA|AQAB|LJQA|DAQAG|KJBAB	CAC	KJBAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.7	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	BLJBA|CAQAG|DAQAC|LJBA|CABLJBA|DAQKA|DAQA|BC|KKA	BLJBA	KKA	LINE_START	LINE_END	4	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.8	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.9	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	6	CLABLJUA|DAQAG|KQJBA|CKJA|BAFKJA|DAQAG	CLABLJUA	DAQAG	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.10	L	DIAGNOSTIC_NONPROSE	@Lt	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	1	ACAB	EMPTY	UNASSIGNED
