model	held_folio	pairs	gain_bits	positive
COMPILER12	f75	7	1.126575354373	1
COMPILER12	f76	6	0.198163306922	1
COMPILER12	f77	10	0.388196640452	1
COMPILER12	f78	9	-0.649070795410	0
COMPILER12	f79	9	-0.255893649120	0
COMPILER12	f80	6	0.241914783210	1
COMPILER12	f81	5	0.220955398968	1
COMPILER12	f82	5	-0.309147722898	0
COMPILER12	f83	12	-1.102402666927	0
HOST_CHAR3	f75	7	-2.107406472431	0
HOST_CHAR3	f76	6	0.061222970084	1
HOST_CHAR3	f77	10	-1.479003864400	0
HOST_CHAR3	f78	9	-0.385471971748	0
HOST_CHAR3	f79	9	1.803589207963	1
HOST_CHAR3	f80	6	0.560985107912	1
HOST_CHAR3	f81	5	0.823795487965	1
HOST_CHAR3	f82	5	-0.039406220730	0
HOST_CHAR3	f83	12	-1.496127047658	0
RAW_CHAR3	f75	7	-0.452580980112	0
RAW_CHAR3	f76	6	0.124559802927	1
RAW_CHAR3	f77	10	1.130937662466	1
RAW_CHAR3	f78	9	0.219527112234	1
RAW_CHAR3	f79	9	2.170452716488	1
RAW_CHAR3	f80	6	0.177903129485	1
RAW_CHAR3	f81	5	-0.247536916868	0
RAW_CHAR3	f82	5	-0.430317514219	0
RAW_CHAR3	f83	12	0.483147075865	1
