formal_feature	herbal_b_groups	stars_recipe_b_groups	herbal_b_folios	stars_recipe_b_folios	context_cosine	semantic_role	herbal_b_wrapper_q	herbal_b_wrapper_d	herbal_b_wrapper_ch_family	herbal_b_wrapper_none	herbal_b_right_present	herbal_b_right_aiin	herbal_b_right_ar_al	herbal_b_dy	herbal_b_b3	herbal_b_line_entry	herbal_b_line_final	herbal_b_position_quartile	herbal_b_prev_dy	herbal_b_next_q	herbal_b_next_dy	stars_recipe_b_wrapper_q	stars_recipe_b_wrapper_d	stars_recipe_b_wrapper_ch_family	stars_recipe_b_wrapper_none	stars_recipe_b_right_present	stars_recipe_b_right_aiin	stars_recipe_b_right_ar_al	stars_recipe_b_dy	stars_recipe_b_b3	stars_recipe_b_line_entry	stars_recipe_b_line_final	stars_recipe_b_position_quartile	stars_recipe_b_prev_dy	stars_recipe_b_next_q	stars_recipe_b_next_dy	rank_by_context_cosine
^a$	17	37	8	12	0.980424753789	UNASSIGNED	-0.0450129080529	0.680420604322	-0.560785425172	0.262077663674	-0.462117588416	-0.194360086903	-0.334105451931	-0.516409411289	5.88427841244	-0.13665549325	1.47680351233	1.06768193061	-0.205128443032	-0.0633669329245	-0.360105636389	0.0800104270114	0.405412135102	-1.01026176003	0.493999171399	-0.720769058373	-0.407025701137	-0.387731304083	-0.452072554278	5.95221495076	-0.082965811241	2.45735692135	1.57915822371	-0.060489908412	-0.58238813462	-0.291783943211	1
^sh	12	55	7	11	0.971642611624	UNASSIGNED	-0.313471187016	0.954371476263	-0.570518706376	-0.607783857083	-0.0504006457872	-0.122896484343	0.108160450502	0.317802207204	-0.221112363544	1.82167679238	-0.337200805592	-1.1777482847	-0.483419995406	0.356827724867	0.286307401156	-0.482506193292	1.14058139004	-0.384455819281	-0.653725361264	0.134330207183	-0.0640224108732	0.165838926292	0.319907413306	-0.168747292131	1.72341397508	-0.242604593093	-0.770077239867	-0.238170611151	0.476508113914	0.34705077338	2
^ky	12	14	8	10	0.960963105645	UNASSIGNED	-0.3659902792	-0.338827546166	1.86043127524	-0.995594225272	-1.095889229	-0.432981352403	-0.772247463189	-0.311361477503	-0.102071156306	-0.31633252516	-0.199827802392	-0.2693487418	-0.31141066534	-0.0346781947353	0.1194049262	-0.592657330817	-0.140242338371	1.70660175985	-0.798783228754	-1.41970207314	-0.760754986735	-0.662704621829	-0.240056845198	-0.0325458020898	-0.219991142858	-0.261975043943	-0.502273357769	-0.242705532746	0.298995179338	0.0376550173443	3
oka	12	32	6	12	0.960199588476	UNASSIGNED	0.565957392002	-0.314152090933	-0.208872674194	0.0276729716157	-0.208496654246	-0.131368373875	-0.0418827831426	-0.558047191029	2.89735363225	-0.403412430189	1.87228515715	0.980910815233	-0.0883486105821	-0.229807367548	-0.234015775149	0.695201417969	-0.221134526668	-0.331931339936	-0.113244097756	-0.0168904263385	-0.122080459716	0.0467475052164	-0.330936773872	2.48093809039	-0.424899653555	0.889267266899	0.850086071639	0.178243801472	-0.309344288852	0.0748444699976	4
^y$	108	241	15	12	0.956112585071	UNASSIGNED	-0.0274647104051	0.160898441024	0.562707642901	-0.442837873144	-0.557331650223	-0.288781032276	-0.348426075911	-0.501907814268	-0.362327421712	-0.0779284471975	-0.00037427459467	0.0701254987282	-0.163547235192	0.0853219137212	0.13833991873	-0.127236886691	-0.00766880870487	0.623768511475	-0.386001281146	-0.720930502898	-0.376281635009	-0.395712050774	-0.435712353412	-0.274628188446	-0.0892668324894	-0.00292946547209	0.0767002091574	-0.0245865367643	0.228611400045	0.0251931449634	5
^ck	38	59	15	12	0.95262057647	UNASSIGNED	-0.280071619387	-0.551919554535	1.33669571391	-0.471012641121	-0.094518803445	0.0138342735153	-0.116374538971	-0.131669217167	0.0461386950789	-0.473546254091	-0.0905450702955	-0.0199701971492	-0.0784466520495	-0.0548989253812	-0.000455770485306	-0.519520160675	-0.255545468842	1.88665529053	-0.902919933783	-0.0357101180266	0.0862006554153	-0.0491655189697	-0.484009582554	-0.000153047526585	-0.500653299018	-0.132138215926	-0.0586967629849	-0.056853772483	-0.0485772715674	-0.0408877604523	6
ke$	45	85	15	12	0.951073622216	UNASSIGNED	0.704636352183	-0.396416713726	-0.348199953054	0.0354598568379	-0.296827411016	-0.231702648905	-0.122890153503	1.45847575498	-0.228231544721	-0.18817646891	-0.253829548971	-0.136541916358	0.1632671611	-0.0094161278043	0.431528126389	0.909514145688	-0.330427549187	-0.355290579827	-0.0741025387128	-0.132608053697	-0.146402796404	0.0360282852371	1.62782247582	-0.377110323934	-0.399014590724	-0.347024358184	0.127910742076	0.468882061436	0.253449978998	0.310505308253	7
hy$	68	178	14	12	0.951010710715	UNASSIGNED	-0.123066771346	-0.389138613824	0.864076448721	-0.409109281048	-0.131614113116	-0.0711750578984	-0.0788528448732	-0.459644314452	-0.0980784854329	-0.275151169699	0.0939398330955	0.046879150281	-0.0679360378511	0.00451421968449	-0.0417492026528	-0.184449823831	-0.122194710456	1.13594745034	-0.665089920709	-0.193901500907	-0.0658986645933	-0.131631442349	-0.6636360581	-0.124668413323	-0.393781477078	-0.0366316827681	0.0858264340641	0.0105245460636	0.112658031541	0.0851247123915	8
she	24	121	9	12	0.949101132382	UNASSIGNED	-0.131006992466	0.431879192662	-0.345003677931	0.0363644983115	0.145187003381	-0.0508339195539	0.116117566977	0.568319752339	-0.165183942177	1.21932687991	-0.277406476693	-0.608684278966	-0.185188862281	0.18382539265	0.288058333221	-0.384300507085	0.42639866708	-0.300405133225	0.13777493068	-0.0521435146932	-0.0440248185211	-0.0276354705635	0.576971406524	-0.113418190265	0.959233668971	-0.144334960788	-0.537299393783	-0.268353380738	0.35424813145	0.144898092208	9
ed$	19	154	12	12	0.945832022089	UNASSIGNED	0.00883147560461	-0.292154490467	0.310455978733	-0.346611856705	1.43013560882	0.325306355107	1.03650363852	-0.55500832048	-0.0739580697409	0.509942550458	-0.182191203528	-0.169154345145	0.118369477616	-0.016461938887	-0.109270711948	-0.138063079751	-0.138895345985	0.13077892589	0.0167852007847	1.26149308033	0.334999787995	0.881738477061	-0.513271151029	-0.124783820343	0.16419269551	-0.19388252679	-0.151576338554	0.200807018988	0.0280901568335	0.19127894145	10
