scheme	order	total_bits	bits_per_symbol	gap_vs_global_null_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
ODD_EVEN	0	1100947.562243206	5.665525422712614	507564.2685863881	5.584962500721156	951147.3643761454	149794.61290455973	67e6b6e6e35e544249d44a2ddc7611753fe0bfd54be98f93c81953e70d40dedd	True
ODD_EVEN	1	847112.5413404146	4.359279046028358	253729.24768359668	7.584962500721156	697310.3434733541	149794.61290455973	0409236ef7310c04069b1aa3ce1619a76427bcf85b03497cb06af17ef7a93603	True
ODD_EVEN	2	815552.4800472298	4.196869558300723	222169.18639041192	7.584962500721156	665750.2821801694	149794.61290455973	6c5c0cf3c22701357d6920e1850866daa471cec25893d798529a6d27ae9db733	True
ODD_EVEN	3	860096.8146112202	4.426096697326219	266713.5209544023	9.584962500721156	710292.6167441597	149794.61290455973	956303ed762ff33266dc0a87ff08a288184f06ed932548ec0f2078d8abe9ce08	True
EDGE_CORE	0	1021871.5445491063	5.258596697006578	428488.2508922884	5.584962500721156	872071.3466820458	149794.61290455973	88e562759ce20252f281c9aabd48f862defb238cebd6f31b0efac530c4aa4a1e	True
EDGE_CORE	1	749185.1243212541	3.8553401757953423	155801.83066443622	7.584962500721156	599382.9264541937	149794.61290455973	c96c74dd7a0ab932b215e966306a92e8dd143393fde306cc3b636ce9ad1353e0	True
EDGE_CORE	2	703721.5807024318	3.621382745839072	110338.28704561398	7.584962500721156	553919.3828353714	149794.61290455973	95f35c4210299ded5540e8444928e04a21067badd9839056ad9892729daa295d	True
EDGE_CORE	3	728123.7013235982	3.7469571505506174	134740.4076667803	9.584962500721156	578319.5034565377	149794.61290455973	48f9cfc431c7fb67f5e296190d70533ed7589cbbe65eac87ba06eff5a70890a9	True
INITIAL_INTERNAL_FINAL	0	1020543.721121116	5.251763658226035	427160.4274642981	5.584962500721156	870743.5232540555	149794.61290455973	d2b9cf421061605bafdaa0c6dd861584b65909f625d387f2d0a83e8d7792b529	True
INITIAL_INTERNAL_FINAL	1	730442.4528882289	3.758889549866352	137059.15923141106	7.584962500721156	580640.2550211685	149794.61290455973	c9a706beb87ffd38bda3a60f8214f2249a4e649565353ff788ee5163acc9d13e	True
INITIAL_INTERNAL_FINAL	2	707481.3780441679	3.640730831210596	114098.08438735001	7.584962500721156	557679.1801771075	149794.61290455973	c31eb406650a965ce5cb5781a9d10f82957da939579ca7ab5eb0dc78fbaaf0f8	True
INITIAL_INTERNAL_FINAL	3	736137.2568155779	3.7881952657189943	142753.96315876	9.584962500721156	586333.0589485174	149794.61290455973	2d125ab9f6287ef01e5c737be73ed2651a661d0e0e48f3e7459f63afa357da5b	True
