page_host	events	folios	classification	host_top1	position_top1	entropy_bits	counterexample
chey	34	23	VARIABLE_RENDERER	0.088235294118	0.029411764706	2.936891797757	LOW_HELD_RENDERER_STABILITY
os	23	20	VARIABLE_RENDERER	0.260869565217	0.086956521739	2.805745651521	LOW_HELD_RENDERER_STABILITY
ch	39	31	VARIABLE_RENDERER	0.153846153846	0.102564102564	4.284900936589	LOW_HELD_RENDERER_STABILITY
k	76	33	VARIABLE_RENDERER	0.105263157895	0.105263157895	3.865402270097	LOW_HELD_RENDERER_STABILITY
d	189	61	VARIABLE_RENDERER	0.105820105820	0.105820105820	5.127402139552	LOW_HELD_RENDERER_STABILITY
okor	22	17	VARIABLE_RENDERER	0.136363636364	0.136363636364	1.774947526548	LOW_HELD_RENDERER_STABILITY
ok	437	58	VARIABLE_RENDERER	0.137299771167	0.139588100686	3.354874093147	LOW_HELD_RENDERER_STABILITY
ed	37	17	VARIABLE_RENDERER	0.162162162162	0.162162162162	4.100816878909	LOW_HELD_RENDERER_STABILITY
l	489	82	VARIABLE_RENDERER	0.253578732106	0.165644171779	3.479505971863	LOW_HELD_RENDERER_STABILITY
chor	32	19	VARIABLE_RENDERER	0.281250000000	0.187500000000	2.557656940049	LOW_HELD_RENDERER_STABILITY
chol	37	25	VARIABLE_RENDERER	0.324324324324	0.189189189189	2.328829775954	LOW_HELD_RENDERER_STABILITY
ot	253	57	VARIABLE_RENDERER	0.173913043478	0.197628458498	3.457259948786	LOW_HELD_RENDERER_STABILITY
cthy	100	50	VARIABLE_RENDERER	0.410000000000	0.200000000000	1.833687872733	LOW_HELD_RENDERER_STABILITY
lk	30	11	VARIABLE_RENDERER	0.200000000000	0.200000000000	1.517915957436	LOW_HELD_RENDERER_STABILITY
o	207	67	VARIABLE_RENDERER	0.164251207729	0.246376811594	4.334472874588	LOW_HELD_RENDERER_STABILITY
