edition	model	held_folio	records	pseudo_gain_bits	positive_gain	architecture_seen	top1_hits	top3_hits
ZL3b	LAST_COMPILER12	f104	26	0.107367197745	1	25	5	7
ZL3b	LAST_ORDERED_CELL_HASH32	f104	26	-2.135876303553	0	25	5	8
ZL3b	LAST_HOST_CHAR3_HASH32	f104	26	0.453169131150	1	25	5	8
ZL3b	LAST_RAW_CHAR3_HASH32	f104	26	-5.173087826008	0	25	5	7
ZL3b	LAST_COMPILER12	f105	20	-0.390623832820	0	19	6	9
ZL3b	LAST_ORDERED_CELL_HASH32	f105	20	-0.900500113522	0	19	6	9
ZL3b	LAST_HOST_CHAR3_HASH32	f105	20	3.404740438459	1	19	6	9
ZL3b	LAST_RAW_CHAR3_HASH32	f105	20	-0.706200569077	0	19	6	8
ZL3b	LAST_COMPILER12	f106	14	0.007366982722	1	11	3	4
ZL3b	LAST_ORDERED_CELL_HASH32	f106	14	-0.626203411487	0	11	3	4
ZL3b	LAST_HOST_CHAR3_HASH32	f106	14	0.230706401785	1	11	3	4
ZL3b	LAST_RAW_CHAR3_HASH32	f106	14	-2.020699750905	0	11	3	4
ZL3b	LAST_COMPILER12	f107	15	0.235316251341	1	13	1	6
ZL3b	LAST_ORDERED_CELL_HASH32	f107	15	-1.080193387156	0	13	1	6
ZL3b	LAST_HOST_CHAR3_HASH32	f107	15	1.327349656580	1	13	1	6
ZL3b	LAST_RAW_CHAR3_HASH32	f107	15	-1.485129121491	0	13	1	6
ZL3b	LAST_COMPILER12	f112	13	0.097071388812	1	12	2	3
ZL3b	LAST_ORDERED_CELL_HASH32	f112	13	-1.539578547254	0	12	2	3
ZL3b	LAST_HOST_CHAR3_HASH32	f112	13	0.157770610035	1	12	2	3
ZL3b	LAST_RAW_CHAR3_HASH32	f112	13	-0.916736650304	0	12	2	3
ZL3b	LAST_COMPILER12	f113	31	-1.505485932018	0	27	7	13
ZL3b	LAST_ORDERED_CELL_HASH32	f113	31	-3.712136134695	0	27	7	13
ZL3b	LAST_HOST_CHAR3_HASH32	f113	31	-4.655345487572	0	27	7	13
ZL3b	LAST_RAW_CHAR3_HASH32	f113	31	-4.616787223391	0	27	7	13
ZL3b	LAST_COMPILER12	f114	25	-2.828964745431	0	18	2	5
ZL3b	LAST_ORDERED_CELL_HASH32	f114	25	-3.098926251666	0	18	2	5
ZL3b	LAST_HOST_CHAR3_HASH32	f114	25	6.548956272310	1	18	2	5
ZL3b	LAST_RAW_CHAR3_HASH32	f114	25	2.881191779730	1	18	2	5
ZL3b	LAST_COMPILER12	f115	26	1.138929461679	1	25	5	12
ZL3b	LAST_ORDERED_CELL_HASH32	f115	26	-10.749715688851	0	25	5	12
ZL3b	LAST_HOST_CHAR3_HASH32	f115	26	-0.309022587594	0	25	5	13
ZL3b	LAST_RAW_CHAR3_HASH32	f115	26	-2.545849281156	0	25	5	12
IT2a	LAST_COMPILER12	f104	26	-0.850047432761	0	25	4	6
IT2a	LAST_ORDERED_CELL_HASH32	f104	26	-1.812854899103	0	25	4	7
IT2a	LAST_HOST_CHAR3_HASH32	f104	26	0.468499109691	1	25	4	6
IT2a	LAST_RAW_CHAR3_HASH32	f104	26	-3.772357497466	0	25	4	6
IT2a	LAST_COMPILER12	f105	20	-1.414546335784	0	19	5	8
IT2a	LAST_ORDERED_CELL_HASH32	f105	20	0.767872927732	1	19	5	7
IT2a	LAST_HOST_CHAR3_HASH32	f105	20	0.978985622429	1	19	5	8
IT2a	LAST_RAW_CHAR3_HASH32	f105	20	4.236335882186	1	19	5	7
IT2a	LAST_COMPILER12	f106	14	0.411883701224	1	11	3	4
IT2a	LAST_ORDERED_CELL_HASH32	f106	14	-1.631379147750	0	11	3	4
IT2a	LAST_HOST_CHAR3_HASH32	f106	14	-0.837539042423	0	11	3	4
IT2a	LAST_RAW_CHAR3_HASH32	f106	14	0.051693462321	1	11	3	4
IT2a	LAST_COMPILER12	f107	15	0.362990675919	1	13	1	6
IT2a	LAST_ORDERED_CELL_HASH32	f107	15	1.336223611282	1	13	1	6
IT2a	LAST_HOST_CHAR3_HASH32	f107	15	4.408946070608	1	13	1	6
IT2a	LAST_RAW_CHAR3_HASH32	f107	15	0.459224088344	1	13	1	6
IT2a	LAST_COMPILER12	f112	13	0.333407915561	1	12	2	3
IT2a	LAST_ORDERED_CELL_HASH32	f112	13	-0.510681021815	0	12	2	3
IT2a	LAST_HOST_CHAR3_HASH32	f112	13	1.772627182365	1	12	2	3
IT2a	LAST_RAW_CHAR3_HASH32	f112	13	-1.003935945969	0	12	2	3
IT2a	LAST_COMPILER12	f113	31	-1.222340674279	0	27	7	13
IT2a	LAST_ORDERED_CELL_HASH32	f113	31	-2.570648673714	0	27	7	13
IT2a	LAST_HOST_CHAR3_HASH32	f113	31	-0.481392709297	0	27	7	13
IT2a	LAST_RAW_CHAR3_HASH32	f113	31	-0.308685037260	0	27	7	13
IT2a	LAST_COMPILER12	f114	25	-2.448175005839	0	19	1	5
IT2a	LAST_ORDERED_CELL_HASH32	f114	25	-4.857059054440	0	19	1	5
IT2a	LAST_HOST_CHAR3_HASH32	f114	25	5.393341696345	1	19	1	5
IT2a	LAST_RAW_CHAR3_HASH32	f114	25	3.394186979188	1	19	1	5
IT2a	LAST_COMPILER12	f115	26	1.360071914075	1	25	4	12
IT2a	LAST_ORDERED_CELL_HASH32	f115	26	-8.073096691694	0	25	4	11
IT2a	LAST_HOST_CHAR3_HASH32	f115	26	1.125762834261	1	25	4	12
IT2a	LAST_RAW_CHAR3_HASH32	f115	26	1.029072052898	1	25	4	12
RF1b	LAST_COMPILER12	f104	26	-0.381322265200	0	25	4	6
RF1b	LAST_ORDERED_CELL_HASH32	f104	26	-1.569534359984	0	25	4	7
RF1b	LAST_HOST_CHAR3_HASH32	f104	26	1.027963388981	1	25	4	6
RF1b	LAST_RAW_CHAR3_HASH32	f104	26	-3.387473185619	0	25	4	6
RF1b	LAST_COMPILER12	f105	20	-1.707082425234	0	20	5	9
RF1b	LAST_ORDERED_CELL_HASH32	f105	20	0.344949337669	1	20	5	9
RF1b	LAST_HOST_CHAR3_HASH32	f105	20	0.901919444207	1	20	5	9
RF1b	LAST_RAW_CHAR3_HASH32	f105	20	0.147564135551	1	20	5	9
RF1b	LAST_COMPILER12	f106	14	0.229793981918	1	11	3	4
