feature	diagnostic	removed_tokens	remaining_token_types	remaining_occurrences	observed_postdy	expected_postdy	conditional_effect	exact_p	informative_strata	claim_state
QJB	DROP_TOP_0_POSTDY_TOKENS		83	522	202	164.277582045689	0.123728304706	0.000010270314	187	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	DROP_TOP_1_POSTDY_TOKENS	qokedy	82	351	123	106.163306563316	0.078439228682	0.021827585332	159	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	DROP_TOP_2_POSTDY_TOKENS	otedy|qokedy	81	281	98	80.780065202629	0.101967949186	0.007913318417	140	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	DROP_TOP_4_POSTDY_TOKENS	okedy|otedy|qokedy|qotedy	79	190	62	50.192226701411	0.107062075791	0.027947737585	111	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	DROP_TOP_8_POSTDY_TOKENS	kedy|lkedy|okedy|olkedy|otedy|qokedy|qotedy|tedy	75	121	40	27.327437492512	0.209928487879	0.001410931807	71	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	DROP_TOP_16_POSTDY_TOKENS	chekedy|kedy|lkedy|okedy|olkedy|otedam|otedy|qokedaiin|qokedain|qokedal|qokedar|qokedy|qotedar|qotedy|tedy|ykedy	67	97	27	21.355507667950	0.110275456633	0.123356622794	59	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
QJB	RARE_TOKEN_TYPES_TOTAL_LE_5		73	103	36	22.751774636276	0.274685910688	0.000242841652	59	POSTHOC_RARE_FORM_TAIL_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_0_POSTDY_TOKENS		57	250	49	32.077240896359	0.269378318711	0.000020283610	63	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_1_POSTDY_TOKENS	qokal	56	155	22	17.994701213819	0.093246076072	0.220005181314	49	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_2_POSTDY_TOKENS	qokal|qokaly	55	144	16	15.328034547152	0.017201133517	0.869933420689	44	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_4_POSTDY_TOKENS	okal|okaly|qokal|qokaly	53	91	11	9.482399626517	0.058614128463	0.540556685251	29	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_8_POSTDY_TOKENS	chekal|chokal|dlkal|okal|okaly|qokal|qokaldy|qokaly	49	78	8	8.132399626517	-0.006110834287	1.000000000000	25	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	DROP_TOP_16_POSTDY_TOKENS	chekal|chokal|dlkal|dykaly|okal|okalody|okaly|okalys|olkal|pcholkal|qokal|qokalchdy|qokaldy|qokalor|qokaly|shekal	41	61	0	5.201190476190	-0.360285325527	0.003116276386	16	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
KAL	RARE_TOKEN_TYPES_TOTAL_LE_5		51	74	10	8.254621848739	0.075768008354	0.513144913964	26	POSTHOC_RARE_FORM_TAIL_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_0_POSTDY_TOKENS		8	155	32	22.411507936508	0.205082285840	0.004873338567	49	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_1_POSTDY_TOKENS	qokal	7	60	4	7.328968253968	-0.170096717289	0.168548792366	25	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_2_POSTDY_TOKENS	okal|qokal	6	13	2	2.650000000000	-0.121306376361	0.706995884774	7	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_4_POSTDY_TOKENS	chokal|okal|qokal|qokaldy	4	5	0	1.500000000000	-0.818181818182	0.222222222222	3	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_8_POSTDY_TOKENS	chokal|okal|qokal|qokaldy	4	5	0	1.500000000000	-0.818181818182	0.222222222222	3	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	DROP_TOP_16_POSTDY_TOKENS	chokal|okal|qokal|qokaldy	4	5	0	1.500000000000	-0.818181818182	0.222222222222	3	POSTHOC_DOMINANT_FORM_ROBUSTNESS_NOT_MEANING
OKAL	RARE_TOKEN_TYPES_TOTAL_LE_5		6	13	2	2.650000000000	-0.121306376361	0.706995884774	7	POSTHOC_RARE_FORM_TAIL_ROBUSTNESS_NOT_MEANING
