scope	identity_level	identity	occurrences	fields	pages	folios	instruction	argument	closer	unresolved	dominant_role	dominant_purity	cross_folio
Q13	RAW_TOKEN	aiiin	3	3	3	3	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	aiin	10	10	6	6	10	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	aiiny	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	air	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	al	6	6	6	5	4	2	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666666667	1
Q13	RAW_TOKEN	ar	3	3	3	3	2	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.666666666667	1
Q13	RAW_TOKEN	aror	2	2	2	1	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	ary	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chal	6	6	5	5	5	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.833333333333	1
Q13	RAW_TOKEN	cham	1	1	1	1	0	1	0	0	SHORT_ARGUMENT_LIKE	1	0
Q13	RAW_TOKEN	char	4	4	4	4	4	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	chary	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chckh	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chckhal	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chckhd	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chckhdy	2	2	2	2	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	chckhedy	3	3	3	3	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666666667	1
Q13	RAW_TOKEN	chckhey	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chckhy	10	10	6	5	9	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.9	1
Q13	RAW_TOKEN	chcphey	2	2	2	2	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.5	1
Q13	RAW_TOKEN	chcthhy	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chcthy	11	11	8	7	10	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.909090909091	1
Q13	RAW_TOKEN	chdal	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chdy	5	5	4	4	5	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	cheal	3	3	2	2	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
Q13	RAW_TOKEN	chealror	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	chear	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	checkhdy	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	checkhy	5	5	4	4	4	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.8	1
Q13	RAW_TOKEN	checthedy	1	1	1	1	0	1	0	0	SHORT_ARGUMENT_LIKE	1	0
Q13	RAW_TOKEN	checthey	1	1	1	1	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	0
Q13	RAW_TOKEN	checthy	7	7	5	4	7	0	0	0	INSTRUCTION_CLAUSE_LIKE	1	1
