edition	axis	model	held_folio	gain_bits	counterexample
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f114	-4.861020854568	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f105	-4.569917580254	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f114	-12.701029800300	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f112	-4.277936945048	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f115	-7.344107031666	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f114	-4.802379461551	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f114	-4.619988211532	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f107	-1.723258008785	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f112	-6.309562991805	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f115	-6.088754889536	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	f105	-4.607461107238	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	f114	-2.609505425572	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	f114	-6.436139689510	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	f105	-2.923565258725	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	f105	-7.863638813803	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	f114	-1.508154952521	WEAKEST_HELD_FOLIO
