edition	open_wrapper	body_wrapper	held_folio	pseudo_gain_bits	positive_gain
ZL3b	q	q	f104	0.379475373860	1
ZL3b	q	q	f105	0.359998809639	1
ZL3b	q	q	f106	0.158296297765	1
ZL3b	q	q	f107	0.217352978819	1
ZL3b	q	q	f112	0.237160480478	1
ZL3b	q	q	f113	0.324452145642	1
ZL3b	q	q	f114	0.288702414680	1
ZL3b	q	q	f115	0.054509024447	1
ZL3b	q	d	f104	0.024976986412	1
ZL3b	q	d	f105	0.377663766065	1
ZL3b	q	d	f106	0.096761476132	1
ZL3b	q	d	f107	0.113532266338	1
ZL3b	q	d	f112	-0.021016298990	0
ZL3b	q	d	f113	-0.065892416706	0
ZL3b	q	d	f114	0.149687303733	1
ZL3b	q	d	f115	-0.076100275734	0
ZL3b	q	s	f104	0.354358312980	1
ZL3b	q	s	f105	0.261407971983	1
ZL3b	q	s	f106	0.024476170652	1
ZL3b	q	s	f107	0.146346583137	1
ZL3b	q	s	f112	-0.033485043089	0
ZL3b	q	s	f113	0.130129348196	1
ZL3b	q	s	f114	0.255098281500	1
ZL3b	q	s	f115	0.089767495931	1
ZL3b	q	ch	f104	-0.115147167358	0
ZL3b	q	ch	f105	0.222729030754	1
ZL3b	q	ch	f106	0.131272369884	1
ZL3b	q	ch	f107	-0.033248765380	0
ZL3b	q	ch	f112	0.012847258177	1
ZL3b	q	ch	f113	0.088841515080	1
ZL3b	q	ch	f114	0.188217161026	1
ZL3b	q	ch	f115	-0.016377938843	0
ZL3b	q	che	f104	0.033493587646	1
ZL3b	q	che	f105	-0.010363012757	0
ZL3b	q	che	f106	-0.012034373657	0
ZL3b	q	che	f107	-0.002495375174	0
ZL3b	q	che	f112	0.011733493037	1
ZL3b	q	che	f113	0.021256596511	1
ZL3b	q	che	f114	0.021908724837	1
ZL3b	q	che	f115	0.007128675600	1
ZL3b	q	sh	f104	-0.083683125253	0
ZL3b	q	sh	f105	0.022148253678	1
ZL3b	q	sh	f106	-0.063130492547	0
ZL3b	q	sh	f107	-0.002180870183	0
ZL3b	q	sh	f112	0.012452332619	1
ZL3b	q	sh	f113	0.003882486654	1
ZL3b	q	sh	f114	0.014656439624	1
ZL3b	q	sh	f115	-0.087399168331	0
ZL3b	q	t	f104	-0.014039727258	0
ZL3b	q	t	f105	0.003714525160	1
ZL3b	q	t	f106	-0.015202349749	0
ZL3b	q	t	f107	0.011624487494	1
ZL3b	q	t	f112	-0.018290446989	0
ZL3b	q	t	f113	-0.004612365520	0
ZL3b	q	t	f114	0.013630997514	1
