observation_id	page	physical_folio	locus	group_index	group_count	register	section	currier	hand	record_ordinal	field_ordinal	within_field_position	wrapper	q_flag	local_frame	inner_d	right_family	dy_closure	b3	line_close	paragraph_close	known_label_renderer	page_host	previous_page_host	nl_bucket	compiler_bucket	hybrid_bucket	host_length	control_id	ground_truth_architecture	source_observation_id	source_folio_hash	source_line_hash	source_surface_sha256
GDT276:f100r.25:G001	f100r	f100	f100r.25	1	10	Band2	P	A	1	1	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	fqc	<LINE_BOS>	38	200	20	3	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000013_L0004:G002	b2df06898c836c533536	3b4bf8525a414c0e7f5a	27756f050e14a1cb1c1ee867f0eace9ea4d9fcb81b8bee089469f1ebd5fd7b17
GDT276:f100r.25:G002	f100r	f100	f100r.25	2	10	Band2	P	A	1	1	1	LAST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	faec	fqc	67	207	234	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000002_L0002:G003	f51d7ebaa31f34a224ed	63fafe20f2c407ec0733	f0abec8675ebc5503c13051760a3052b3f50baf79c5825b6767ec69e82ce501d
GDT276:f100r.25:G005	f100r	f100	f100r.25	5	10	Band2	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	s?mmac	faec	237	148	142	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000016_L0013:G009	d2abd22e4e5a8716ff03	9d1327614afe19be8b2b	8f525ce51d83f22d589a0ca421e00db85e4a7e3087a941388af2421931addd35
GDT276:f100r.25:G006	f100r	f100	f100r.25	6	10	Band2	P	A	1	1	2	MIDDLE	vn	0	NONE	0	en	0	0	0	0	NONE	o?imenl	s?mmac	231	46	207	7	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000017_L0005:G009	ed41103b4589ef3fd54c	5afb300abd9de3d7525e	8e903809b09bbb77e67c8a2d775e903b6cedbd1230e4de2f58df573b9b13610b
GDT276:f100r.25:G007	f100r	f100	f100r.25	7	10	Band2	P	A	1	1	2	MIDDLE	c	0	NONE	0	NONE	0	0	0	0	NONE	xq	o?imenl	189	64	2	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000001_L0072:G005	87085dc6f7d6d0c65a3c	37a3b787d9475918421a	79e8f457608fc346fd96cda243d7b7dde7bbb02e9765e3a6acaab7b9cc03ba84
GDT276:f100r.25:G009	f100r	f100	f100r.25	9	10	Band2	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	mepde	xq	5	148	73	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000001_L0002:G003	130c0197fe6043f0319c	fb2619f4cebabf02a582	6b8fd5ddbf8bc487b96e3eed22738f86ce1b0a3876787407057ec5d67dc7eb03
GDT276:f100r.25:G010	f100r	f100	f100r.25	10	10	Band2	P	A	1	1	2	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	?aiad	mepde	66	220	69	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000009_L0007:G006	3611a6195913877a0d23	4bbb94d44c815a766bcd	026ad9b14a7453b7488daa0c6acbc258b1506f52c441c7c465474c1a564394ff
GDT276:f100r.27:G004	f100r	f100	f100r.27	4	5	Band2	P	A	1	1	1	LAST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	sehad	<LINE_BOS>	35	207	63	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0017:G002	2638fa538fe7d3f8ed74	05d23463ee51642ed2b3	c7148011a9acf8fd977eeece47ef5f39a8690cf374b0eeb42843c74f7be67a5e
GDT276:f100r.27:G005	f100r	f100	f100r.27	5	5	Band2	P	A	1	1	2	ONLY	NONE	0	NONE	0	NONE	0	0	1	1	NONE	lgchmqco	sehad	225	41	5	8	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000157_L0003:G010	abdc1d4563bfed85618d	9a699553b96a6212f585	a4ed8db67bb3908f186401c9dc6d17e0b38cd95ccb839ac3ae26ccce1235f67b
GDT276:f100v.21:G001	f100v	f100	f100v.21	1	10	Band2	P	A	1	1	1	FIRST	NONE	0	NONE	0	t	0	1	0	0	NONE	oa	<LINE_BOS>	38	12	155	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000008_L0002:G008	3611a6195913877a0d23	ae0027250e8346403a75	9513c1f03b55a47588021b7f49df09947d18553f7d02633580b4fa888485b879
GDT276:f100v.21:G005	f100v	f100	f100v.21	5	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	r	0	0	0	0	NONE	as	oa	117	199	19	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0003:G001	2638fa538fe7d3f8ed74	5d62f3088694555ae826	4a6ebebdf5616413e13fecc2d4a285d863f270e06147d1a70f8ef008d7308cf9
GDT276:f100v.21:G006	f100v	f100	f100v.21	6	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	semmac	as	134	16	192	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000018_L0005:G011	ed41103b4589ef3fd54c	7a44b47b8c67cfe0d2e1	eb6cefc8995747257647c38643607e60ab849640d3b1458045642761c7916452
GDT276:f100v.21:G007	f100v	f100	f100v.21	7	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	n	0	1	0	0	NONE	as	semmac	64	207	254	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0008:G006	2638fa538fe7d3f8ed74	6c8db14a244090b96b76	ff0bdaa73818b1d6b17447e824bd4eab6dfc0d7df53b455365c36d85db1a8220
GDT276:f100v.21:G008	f100v	f100	f100v.21	8	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	r	0	0	0	0	NONE	as	as	134	199	180	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0018:G001	2638fa538fe7d3f8ed74	3978605affbad7d77814	4a6ebebdf5616413e13fecc2d4a285d863f270e06147d1a70f8ef008d7308cf9
GDT276:f100v.21:G009	f100v	f100	f100v.21	9	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	pdeay	as	134	16	192	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0017:G004	2638fa538fe7d3f8ed74	05d23463ee51642ed2b3	29a8825bd242f14386ee528d76e0e8f1e38f3c8c4047d7b2d6df7493368a17d0
GDT276:f100v.21:G010	f100v	f100	f100v.21	10	10	Band2	P	A	1	1	1	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	celi	pdeay	101	234	213	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000009_L0014:G011	3611a6195913877a0d23	4cd304092ff00ed10ad1	8e90b284c5cc8f1d7c574d7d826652414c737ea84663cfade5ce86cfb29d4103
GDT276:f100v.22:G001	f100v	f100	f100v.22	1	3	Band2	P	A	1	1	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	gqnl	<LINE_BOS>	38	200	20	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000010_L0013:G003	2638fa538fe7d3f8ed74	e17170d27edc6bf12a38	f1b7384743db3616cedb2810f40be29bbc3157001a2a7d77f58175bd9f9c02c6
GDT276:f100v.22:G002	f100v	f100	f100v.22	2	3	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	?d	gqnl	59	16	79	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000011_L0007:G006	2638fa538fe7d3f8ed74	22fdd666c7946f516dde	f04a21f9e1c244d59df2255328fb2684c83f51c09e3c53108ed766681b5f4c84
GDT276:f102r1.3:G001	f102r1	f102	f102r1.3	1	7	Band2	P	A	1	1	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	fea	<LINE_BOS>	38	200	20	3	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000046_L0026:G011	3f492bd92f0359711952	aaecdd9239d3823ebfa5	70f0b8e6e13410a6852579add968e46ea8d34d48390f56e70629391bb3534f14
GDT276:f102r1.3:G002	f102r1	f102	f102r1.3	2	7	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	fgnla	fea	232	16	28	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000015_L0017:G001	d2abd22e4e5a8716ff03	3aecb977f9e7c064be69	ee006906f2077dd3275188d40f0c2f3da183cd31eedda49e6704fd4da09f8080
GDT276:f102r1.3:G004	f102r1	f102	f102r1.3	4	7	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	y?dpgx	fgnla	104	16	241	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000045_L0014:G011	da023c3e3b2892ea60f8	0d87208508e7f8bcee08	4190346ec29796712d759e856c5a0fe0bf3ee6d1ada2cbdbe47f4be6a91b571e
GDT276:f102r1.3:G005	f102r1	f102	f102r1.3	5	7	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	oadc	y?dpgx	82	16	252	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000021_L0083:G009	fb7c9a8ee1b6cfb3f4b2	c1db44cca73147a2541f	bfa14a61e77ecedfe37f4361982d7de5b0c644b9872589044776d68bb2e1f0e9
GDT276:f102r1.3:G006	f102r1	f102	f102r1.3	6	7	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	ogcoac	oadc	104	16	15	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000047_L0012:G001	87f0b3c760bfb0adf1f9	c9a2b55b39d4fc30501a	449d0586679271236466c1ba24b42eccfcbd92cf3e44ec39528571d51efb2400
GDT276:f102r1.5:G005	f102r1	f102	f102r1.5	5	10	Band2	P	A	1	1	1	MIDDLE	ge	0	NONE	0	ten	0	0	0	0	NONE	pa	<LINE_BOS>	141	46	106	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000012_L0016:G011	b2df06898c836c533536	fc066d408cdaa61cc7fe	fb512924a97f86b61f0d7b3abc8fb4f0b30dbce17f63711031fde30ee0945dc5
GDT276:f102r1.5:G006	f102r1	f102	f102r1.5	6	10	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	en	0	0	0	0	NONE	ladfnl?yyi	pa	166	231	177	10	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000173_L0005:G008	efbc1b546011d4af4098	07ea3c41f821a1699b49	c711e21d7d014f298245bfdc6f3b9f2b912b21084ee29d7d5eba6899f7408568
GDT276:f102r1.8:G001	f102r1	f102	f102r1.8	1	8	Band2	P	A	1	2	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	fgnla	<LINE_BOS>	0	109	132	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000015_L0018:G004	d2abd22e4e5a8716ff03	81d72756c5e6a58e681a	ee006906f2077dd3275188d40f0c2f3da183cd31eedda49e6704fd4da09f8080
GDT276:f102r1.8:G002	f102r1	f102	f102r1.8	2	8	Band2	P	A	1	2	1	MIDDLE	NONE	0	NONE	0	r	0	0	0	0	NONE	as	fgnla	86	146	248	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000014_L0016:G004	a66f8583e46384663a64	2913609ff68a0cfec32d	4a6ebebdf5616413e13fecc2d4a285d863f270e06147d1a70f8ef008d7308cf9
GDT276:f102r1.8:G007	f102r1	f102	f102r1.8	7	8	Band2	P	A	1	2	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	kch	as	248	50	176	3	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000049_L0024:G006	2e0aabe1310a787a3ff8	377c1a5ad785af62235d	38425dbf0636359f2169562d1a9226332866dddd69b133a712ecf120c06b5bbb
