model	k	order	language	total_bits	bits_per_symbol	gap_vs_old_null_bits	gap_vs_matched_null_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
SOURCE_WORD_NULL	1	0	_	695074.4570348358	3.5768842604867945	101691.16337801795	0.0	545279.8441302761	0.0	149794.61290455973	587513df4e3d328414b2a3352b36ed67a9091612e9dbabc3cafc16e26b8bd0e6	True
SOURCE_WORD_NULL	1	1	_	695076.4570348358	3.5768945525762943	101693.16337801795	0.0	545281.8441302761	0.0	149794.61290455973	efe45d4b17bfb5b3dcfecc8b64099ce1ac2371e68841c8cff7e82b35127e85aa	True
SOURCE_WORD_NULL	1	2	_	695076.4570348358	3.5768945525762943	101693.16337801795	0.0	545281.8441302761	0.0	149794.61290455973	15ae190fd7e27e606af8591ffb890f8061399b9acd5ec61023bd99d1f28a4135	True
SOURCE_WORD_NULL	1	3	_	695078.4570348358	3.5769048446657945	101695.16337801795	0.0	545283.8441302761	0.0	149794.61290455973	1fd77085ff395de6707670e4a71a2397c075671d5b335e1188c630d2ce7db3b9	True
SOURCE_WORD_NULL	2	0	_	694344.20854902	3.5731263691001627	100960.91489220213	0.0	543211.1860248442	1338.4096196161668	149794.61290455973	91dd0b0d74278f3399f88c0626820ca8ccc04495003f5933907b546715f45bca	True
SOURCE_WORD_NULL	2	1	_	694350.9446447565	3.573161033350263	100967.65098793863	0.0	543213.1860248442	1343.1457153525666	149794.61290455973	d1c7ab61bd31b5eb19a2fab2bc23db1835f58eead0530ff47e8e7b9cbf2b91af	True
SOURCE_WORD_NULL	2	2	_	694351.6857264591	3.5731648469898682	100968.39206964127	0.0	543213.1860248442	1343.886797055205	149794.61290455973	a46ecb4964ad0fd4a32c7885334b00b7c5dfde0c270dd4a4f6146e72f1cadace	True
SOURCE_WORD_NULL	2	3	_	694353.6857264591	3.573175139079368	100970.39206964127	0.0	543215.1860248442	1343.886797055205	149794.61290455973	3c3bcd49d9b422fb3d287306b427393ce3b56cd42b644de3c3005a437109aae7	True
SOURCE_WORD_NULL	3	0	_	694192.3947691894	3.572345128595487	100809.10111237154	0.0	541488.5513843949	2909.230480234878	149794.61290455973	c41f7099fe4948d9027c8167997811fb347e5b966c0a44fa9a001bd699da8f53	True
SOURCE_WORD_NULL	3	1	_	694195.564827978	3.5723614418598735	100812.27117116016	0.0	541490.5513843949	2910.4005390234192	149794.61290455973	609623a8bfa82dd6938deba0474c0a2dde40df48cf300bd8b08c9fd81cbb59d8	True
SOURCE_WORD_NULL	3	2	_	694198.5493543398	3.5723768003660887	100815.25569752196	0.0	541490.5513843949	2913.385065385301	149794.61290455973	3ef5715e9fbf4883ace1ee53ef130f9bffe0a4bdecffb57451e9d0dfd1e1167e	True
SOURCE_WORD_NULL	3	3	_	694200.5493543398	3.572387092455589	100817.25569752196	0.0	541492.5513843949	2913.385065385301	149794.61290455973	06e2db0d910d7eb890f3523fd412dc3faaaf75a60a88df860d4c9494381b6742	True
SOURCE_WORD_NULL	4	0	_	693399.7426911927	3.568266105530931	100016.44903437479	0.0	539014.8103447023	4590.319441930627	149794.61290455973	358140cc9cf0537ef56210c1f79aebaecc7cb522975be0eb072eae4dc9e7328c	True
SOURCE_WORD_NULL	4	1	_	693392.6055444459	3.568229377454385	100009.31188762805	0.0	539016.8103447023	4581.182295183935	149794.61290455973	f4dc34bab9950e116fb224e979f47f9678785967bf1d5d0ed6a4d7ddba366f62	True
SOURCE_WORD_NULL	4	2	_	693394.869272882	3.568241026702219	100011.57561606413	0.0	539016.8103447023	4583.446023620016	149794.61290455973	8d5d4dadab9bff0c5ce223486ba492352570f6a7be04066d472229b517de8644	True
