section	model	events	gain_bits	gain_bits_per_event
B	CELL_BOTH	1387	107.038686349943	0.077172809192
B	CELL_LINE_START	1387	46.339771894375	0.033410073464
B	CELL_PREV_DY	1387	60.698914455569	0.043762735729
C	CELL_BOTH	77	3.482947592037	0.045233085611
C	CELL_LINE_START	77	0.999263214540	0.012977444345
C	CELL_PREV_DY	77	2.483684377497	0.032255641266
H	CELL_BOTH	2111	25.224115214156	0.011948893991
H	CELL_LINE_START	2111	34.054561204988	0.016131956990
H	CELL_PREV_DY	2111	-8.830445990832	-0.004183062999
P	CELL_BOTH	156	5.855589091882	0.037535827512
P	CELL_LINE_START	156	2.029718930734	0.013011018787
P	CELL_PREV_DY	156	3.825870161149	0.024524808725
S	CELL_BOTH	1622	49.627839167544	0.030596694925
S	CELL_LINE_START	1622	26.779266240083	0.016510028508
S	CELL_PREV_DY	1622	22.848572927461	0.014086666416
T	CELL_BOTH	254	2.756935170984	0.010854075476
T	CELL_LINE_START	254	2.412873544905	0.009499502145
T	CELL_PREV_DY	254	0.344061626079	0.001354573331
