candidate_id	evidence_panel	source_page	target_page	source_physical_folio	target_physical_folio	relation_class	component	assertion_strength	primary_provenance	primary_source_url	human_statement_sha256	cross_source_corroborated	corroboration_id	corroboration_independence	local_query_locus	local_ownership_tier	scoring_status_prior	selected_from_voynich_text	semantic_role	relation_class_distinct_pair_replications	evidence_priority_score	evidence_priority_rank
GDT151_HP004	HERBAL_TO_PHARMA	f18v	f102r2	f18	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q03/index.html#f18v	c26859af02e11dafef71e8f7b719840399fa0cf17670d0d3f663832a8ba109c0	1	JSP2025_02	POTENTIALLY_DERIVED_UNKNOWN	f102r2.21	PUBLISHED_SINGULAR_OR_PROVISIONAL	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	13	1
GDT151_HP005	HERBAL_TO_PHARMA	f19r	f102v1	f19	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q03/index.html#f19r	09b183f30e075ede31642e089cf2ab7d3d13a4a68b1b27cad1e8c2f1150a55eb	1	JSP2025_03	POTENTIALLY_DERIVED_UNKNOWN	f102v1.17	PUBLISHED_SINGULAR_OR_PROVISIONAL	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	13	2
GDT151_HP007	HERBAL_TO_PHARMA	f23r	f102r2	f23	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q03/index.html#f23r	a671a9371a916738d7359c89ab5a7ca4c6e440223555761834357290c20b7581	1	JSP2025_04	POTENTIALLY_DERIVED_UNKNOWN	f102r2.22	PUBLISHED_SINGULAR_OR_PROVISIONAL	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	13	3
GDT151_HP017	HERBAL_TO_PHARMA	f37v	f102r1	f37	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q05/index.html#f37v	a28b465673d5fed47fdbd69df64d30dffb7fa94483d723be152519bc4219bec1	1	JSP2025_05	POTENTIALLY_DERIVED_UNKNOWN	f102r1.2	PUBLISHED_SINGULAR_OR_PROVISIONAL	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	13	4
GDT151_HP021	HERBAL_TO_PHARMA	f48v	f89v2	f48	f89	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q06/index.html#f48v	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	1	JSP2025_09	POTENTIALLY_DERIVED_UNKNOWN	f89v2.6	PUBLISHED_SINGULAR_OR_PROVISIONAL	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	13	5
GDT151_HP006	HERBAL_TO_PHARMA	f1v	f102r1	f1	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q01/index.html#f1v	d9400834f5c4d721eaabf190f420c9e411b85a65840a1187e124df2f055af39b	1	JSP2025_01	POTENTIALLY_DERIVED_UNKNOWN	NONE	WHOLE_PAGE_ONLY	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	10	6
GDT151_HP011	HERBAL_TO_PHARMA	f32v	f102r2	f32	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q04/index.html#f32v	7924c5453eb84c5e7410246ff9cb611e9a86e42bf6fef93d6eba57910f8ddd58	1	JSP2025_06	POTENTIALLY_DERIVED_UNKNOWN	NONE	WHOLE_PAGE_ONLY	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	10	7
GDT151_HP019	HERBAL_TO_PHARMA	f47v	f102r2	f47	f102	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q06/index.html#f47v	2749997f58fb5b1206c9730ca800d4fca5dd4301810ba8c2c8feb5213bb53cfc	1	JSP2025_07	POTENTIALLY_DERIVED_UNKNOWN	NONE	WHOLE_PAGE_ONLY	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	10	8
GDT151_HP020	HERBAL_TO_PHARMA	f48r	f89v2	f48	f89	SAME_PLANT_FRAGMENT_ASSERTION	WHOLE_PLANT_OR_FRAGMENT	ASSERTED_SAME	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q06/index.html#f48r	0c5cc0d0763853553f3a9b98448185394352abc883a92cb666a50bfe4bc49dcc	1	JSP2025_08	POTENTIALLY_DERIVED_UNKNOWN	NONE	WHOLE_PAGE_ONLY	SCORED_COMPLETE_PHARMA_PAGE_BAG	0	UNASSIGNED	8	10	9
MHI001	INTERNAL_HERBAL	f39r	f95r2	f39	f95	SAME_PLANT_ASSERTION	WHOLE_PLANT	STRONG	EXISTING_HUMAN_ANNOTATION_VOYNICH_NU	https://www.voynich.nu/q05/index.html#f39r	e7e0a9e1f75803cf840b2ff4e7ba3119a0cf7d56f07559e05cceccab75aa9191	1	JSP2025_10	POTENTIALLY_DERIVED_UNKNOWN	NONE	WHOLE_PAGE_ONLY	PRIOR_S102_UNSCORED_STOP	0	UNASSIGNED	1	8	10
