target_id	inherited_from_target_id	page	physical_folio	locus	array_id	ordinal_in_complete_unit	canvas_id	width	height	official_image_url	panel_role	call_source
CGR7773B5920773		f100r	f100	f100r.6	F100R_L2	1	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	NEW_CALL
CGRDD32931CC783	CG8B5118853586	f100r	f100	f100r.7	F100R_L2	2	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	INHERITED_FROZEN_CALL
CGR0689DE5A20C1	CG8D116F0B9695	f100r	f100	f100r.8	F100R_L2	3	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	INHERITED_FROZEN_CALL
CGR80D4FC7F4A99	CGF255D39AC5D6	f100r	f100	f100r.9	F100R_L2	4	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	INHERITED_FROZEN_CALL
CGR64B9D99A7A82	CG5A486DC157BB	f100r	f100	f100r.10	F100R_L2	5	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	INHERITED_FROZEN_CALL
CGR9F4CCB633A73	CG1BA8C54B160A	f100r	f100	f100r.11	F100R_L2	6	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY	INHERITED_FROZEN_CALL
CGR4F7FD51A99BE		f100v	f100	f100v.1	F100V_L1	1	1006249	7486	3715	https://collections.library.yale.edu/iiif/2/1006249/full/full/0/default.jpg	DISCOVERY	NEW_CALL
CGR16536F0D9906		f100v	f100	f100v.2	F100V_L1	2	1006249	7486	3715	https://collections.library.yale.edu/iiif/2/1006249/full/full/0/default.jpg	DISCOVERY	NEW_CALL
CGR70B13031E8A6		f100v	f100	f100v.3	F100V_L1	3	1006249	7486	3715	https://collections.library.yale.edu/iiif/2/1006249/full/full/0/default.jpg	DISCOVERY	NEW_CALL
CGR799AF67D3D31		f100v	f100	f100v.4	F100V_L1	4	1006249	7486	3715	https://collections.library.yale.edu/iiif/2/1006249/full/full/0/default.jpg	DISCOVERY	NEW_CALL
CGR07537D8CADA9		f99v	f99	f99v.2	F99V_L1	1	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR13D3E8AF7C21		f99v	f99	f99v.3	F99V_L1	2	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGRE7E3ED75997E		f99v	f99	f99v.4	F99V_L1	3	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR7DB051C5BC05		f99v	f99	f99v.5	F99V_L1	4	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR684B4B8FBA9C		f99v	f99	f99v.6	F99V_L1	5	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGRD06627D52277		f99v	f99	f99v.7	F99V_L1	6	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR3D86FDEA6C8B		f99v	f99	f99v.8	F99V_L1	7	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR31965108004D		f99v	f99	f99v.9	F99V_L1	8	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGRE7B1149C8DB9	CGF1A0593EF78D	f99v	f99	f99v.15	F99V_L2	1	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	INHERITED_FROZEN_CALL
CGR3126F856F956		f99v	f99	f99v.16	F99V_L2	2	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGRF5FEB955DA6F	CG222DBE381C0D	f99v	f99	f99v.17	F99V_L2	3	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	INHERITED_FROZEN_CALL
CGR9E6EA4F61F9B	CGDB3398C41893	f99v	f99	f99v.18	F99V_L2	4	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	INHERITED_FROZEN_CALL
CGRE7FAEF8E3415		f99v	f99	f99v.19	F99V_L2	5	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	NEW_CALL
CGR13475F389574	CG47132E3DBB2B	f99v	f99	f99v.20	F99V_L2	6	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	TRANSFER	INHERITED_FROZEN_CALL
