edition	depth	model	held_folio	pseudo_gain_bits	counterexample
ZL3b	BODY_LINE_1	COMPILER12	f115	-0.435067957847	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_1	COMPILER12	f107	0.886855494108	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f107	-0.482811783493	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f106	-0.440590137473	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_2	COMPILER12	f104	-0.823183937615	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_2	COMPILER12	f106	-0.247109408821	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f113	-1.982616539718	WEAKEST_HELD_FOLIO
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f107	-1.177511912513	WEAKEST_HELD_FOLIO
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f105	-0.061431608220	WEAKEST_HELD_FOLIO
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f115	0.025968952886	WEAKEST_HELD_FOLIO
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f105	-0.239121737762	WEAKEST_HELD_FOLIO
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	-0.181403341846	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_1	COMPILER12	f106	0.282058372889	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_1	COMPILER12	f115	0.328983636249	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f104	-0.424366542308	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f106	-0.340625435683	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_2	COMPILER12	f104	-1.089200244761	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_2	COMPILER12	f115	-0.606161027578	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f113	-1.785613750857	WEAKEST_HELD_FOLIO
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f104	-1.619772380057	WEAKEST_HELD_FOLIO
IT2a	BODY_TAIL_3PLUS	COMPILER12	f105	-0.248314173310	WEAKEST_HELD_FOLIO
IT2a	BODY_TAIL_3PLUS	COMPILER12	f115	0.002077914919	WEAKEST_HELD_FOLIO
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	-0.840444791198	WEAKEST_HELD_FOLIO
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f114	0.226483625582	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_1	COMPILER12	f115	0.490254610412	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_1	COMPILER12	f104	0.491648713516	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f107	-0.509751691796	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f115	-0.136839098095	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_2	COMPILER12	f115	-0.402728725323	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_2	COMPILER12	f104	-0.272272380244	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f107	-1.419924577610	WEAKEST_HELD_FOLIO
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f113	-0.672203061778	WEAKEST_HELD_FOLIO
RF1b	BODY_TAIL_3PLUS	COMPILER12	f115	-0.080244925240	WEAKEST_HELD_FOLIO
RF1b	BODY_TAIL_3PLUS	COMPILER12	f113	0.035265370350	WEAKEST_HELD_FOLIO
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f106	-0.075938461222	WEAKEST_HELD_FOLIO
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	0.075749316257	WEAKEST_HELD_FOLIO
