cell_id	pair_id	operation	page_host	source_surface_sha256	target_surface_sha256	domain_type	held_domain	source_train_events	target_train_events	source_held_events	target_held_events
G307C07B73472FF14	G307P977C32AE255E	wrapper:NONE>q	chey	1e0aed276576b685912638d05dc6d76e4db060a736cd2ed9fb4ae22481c8e2a3	2c3e3843acd1da6fc35226476761c475e64172879581fed476622a7c6b3a1671	currier	A	4	2	4	6
G307C33B1CA43C1C9	G307P8FFC6877CC38	wrapper:NONE>q	chy	36528d4ee8b44a3b506ef44fbf3e8f6f74b4abefe8010e2b27e52a3d7499fce2	10581f3eb7a53d5561448dbe644a8d1189e89717023660a1c7e5c05ee6d13f73	currier	A	2	4	10	18
G307C39BDD7CDFED0	G307PA9D8DA330595	wrapper:NONE>q	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	currier	A	6	7	8	4
G307C1E38F40B31A9	G307P7AEA7532A93B	wrapper:NONE>q	eey	f6b2ad9e27afc18d37708184ec4e49aee09cbbda9aee1f5a782bd6ce6ceacfda	989ef50533f0410d3185343f74f9fe238c0905bd5fb283a1e7b48c6043093844	currier	A	28	9	2	2
G307CF1F3082C4186	G307P161B227C90BA	wrapper:NONE>q	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	currier	A	3	8	4	2
G307C710264EE6469	G307P39F2DBBB9EAF	wrapper:NONE>q	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	currier	A	51	81	12	4
G307C0801B9AFF84A	G307P69677E1A6226	wrapper:NONE>q	ok	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133	b8ca74070339937805eadb986b17b6b7ee5b21c5fbed63dc28402f23eb112806	currier	A	18	41	5	5
G307CBDF755721830	G307P3C2FF8DDCFF6	wrapper:NONE>q	okchy	4bfaf07ab0d1f927ef7c6907fe9cad7d86b4f959d2aca600855dd238506442b6	61e2dd324b2b889a9f4282b3c1f883c2206813ef2f5e30bf4c62f4418c743aae	currier	A	2	3	5	18
G307C648923170E95	G307P0B893EBA6501	wrapper:NONE>q	okeey	99fa2a55212dbc317dce7bc555c47549f4de733f987ef499aa1977082ea99fa2	3657c5ddc1bf6597615f72c434bced259b44aa77a59ea8da9183be031ab0a92f	currier	A	19	81	3	9
G307CFB8C1F2E0333	G307PBB6920BE79CD	wrapper:NONE>q	okeol	afebe00901ad67dd05c44a6a9825192074916e34db931ebd2bb5ae9453a0eeb5	6d67340e43a484c27e5e6eb2598e46c3f3ea9dd056de2030b3f1006890e768ca	currier	A	4	2	4	3
G307C6B8E65562BA5	G307P99EBCEB35587	wrapper:NONE>q	okey	15d9332756935007ee35d46473a6e093a43ff4e8bee3cbe6b65408d1178d60e2	f573cfe43c40f1ffa717c1b1adf7e2d7fb4621ce3c4695b800b71ee0fe3dd910	currier	A	6	21	2	4
G307C10B4A29DC443	G307P89FE6FDF4ECB	wrapper:NONE>q	okol	2aed9df78446daa8cb7e394606a545d5922e108d06289151c643074b48eb31dd	ec4ab71920132a5e03a4579c202e1689914bb5e7bd68a34d22fdf85e9929cbd1	currier	A	6	15	8	14
G307CCFFB2EBFCE21	G307PA8605CCCC656	wrapper:NONE>q	oky	e3a041c293621f940a636fbb2be503ee2daee181d1ab80ee631a78863709bf67	c8677a1a92ed95abea607311d20c5dddf921f400d08411e15c14364aa5f4ce9b	currier	A	12	29	13	10
G307CBC863AC17774	G307P87A644F9DAB7	wrapper:NONE>q	ol	fd31e54ce733c6b94fcf2e0a884958423ccac5f202f36a9943c23eb02167d950	56ae7113914904e87850d969de24683ad04f608fc6c5af9fe17210223c45d8b3	currier	A	13	7	14	13
G307C1F9C061AC8B8	G307P3290D3E4B2A6	wrapper:NONE>q	or	f26c1efa610bd193ceb01c2345dd389af36f29240cd6c2b4b8110543f944ed4b	133326988d27d8e21fd4450e5b403dd5c243a8393a9786abecf76d09d0d12db4	currier	A	2	2	3	5
G307C8C94BC6A7884	G307P3CD4D389C23C	wrapper:NONE>q	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	560c987e35675251567b198de258ff00b8ff2420a4c48882b9ab72a0d6d5b0ae	currier	A	43	4	22	3
G307C88AB9E8A8FCD	G307PEC3D269F3AB5	wrapper:NONE>q	ot	f858814c2e3c4ec31576d2206d07a1ead2fd9ac2a179341ec9edf30a7e0d7943	af94e325250665492485e2c5c224ac0734bd7bd841184a37b09bb4cc71220750	currier	A	38	20	6	6
G307C291B35F6F16C	G307P49541D7A7A56	wrapper:NONE>q	y	bc64217e0168531a856d8d60de3e0bcf16c62e4719b06e5cdd948216b8182c96	b289d2f40f17bfe72d4613371c90a7ceecc4bee51644ec97aed6b6d815a600de	currier	A	15	14	12	11
G307CC3D000195A7F	G307P977C32AE255E	wrapper:NONE>q	chey	1e0aed276576b685912638d05dc6d76e4db060a736cd2ed9fb4ae22481c8e2a3	2c3e3843acd1da6fc35226476761c475e64172879581fed476622a7c6b3a1671	currier	B	4	6	4	2
