model	k	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_global_null_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_UNIT_NULL	8	_	0	596589.9387880331	3.070078522406049	0.0	3206.6451312152203	111.30169903639559	446684.024184437	149794.61290455973	f31c637b503aed5e1e0f3f1f9135bcb533920c51ba6af0b916936dedf60631ed	True
LEARNED_MULTIGRAPH_LANGUAGE	8	latin	14101	990028.6823988161	5.0947319034129395	393438.743610783	396645.38874199823	269.0011722357728	839965.0683220206	149794.61290455973	0acc90b5c91d1a41935f3fd72dd62f74e56995a8331a3cabed59c8882ddf1e62	True
LEARNED_MULTIGRAPH_LANGUAGE	8	middle_high_german	14101	950344.026085276	4.890512886134888	353754.08729724295	356960.73242845817	269.0011722357728	800280.4120084805	149794.61290455973	00eb5e17cfdb5563568b2cc105c8a40473e09503246ac0ae96407a33947b13af	True
LEARNED_MULTIGRAPH_LANGUAGE	8	middle_french	14101	992624.9049911902	5.108092181054271	396034.9662031571	399241.6113343723	269.0011722357728	842561.2909143947	149794.61290455973	fa3c79eaf3cc2ab67b0267b6d4f82949da0f38da6933fdee03412894a861111a	True
LEARNED_MULTIGRAPH_LANGUAGE	8	old_italian_tuscan	14101	1005436.9343822992	5.174023457639299	408846.9955942661	412053.6407254813	269.0011722357728	855373.3203055037	149794.61290455973	9c6a16b53cd167140c2805deebe25e556b61fade49c1d766e63a66e877750d4f	True
LEARNED_MULTIGRAPH_LANGUAGE	8	medieval_czech	14101	1004145.8224768905	5.167379337996802	407555.88368885743	410762.52882007265	269.0011722357728	854082.208400095	149794.61290455973	7652390e61b071692fc1bcf798063f5b6660c927b6fd758090e751fb7838eafd	True
LEARNED_MULTIGRAPH_LANGUAGE	8	old_hungarian	14101	987584.0024348282	5.082151470918817	390994.0636467951	394200.70877801033	269.0011722357728	837520.3883580327	149794.61290455973	57e772d04ce1cec1659c4a3f347692815985e263a70864e43b54e5c904e24863	True
MATCHED_UNIT_NULL	16	_	0	602661.1143187186	3.101321063372093	0.0	9277.820661900681	238.17882283189007	452628.32259132696	149794.61290455973	528ff7e62e1d979309635ac4c70a0bc8fbb24614e01db9f892b9becfb8ddebbd	True
LEARNED_MULTIGRAPH_LANGUAGE	16	latin	14101	937915.0218158766	4.826552673966554	335253.90749715804	344531.7281590587	433.481813776396	787686.9270975405	149794.61290455973	b221714b1f5bacd61115e2fb4f562c5bc9d92a9fc551e2b967164e34b108fafa	True
LEARNED_MULTIGRAPH_LANGUAGE	16	middle_high_german	14101	892127.7368125585	4.59092925635824	289466.62249383994	298744.4431557406	433.481813776396	741899.6420942224	149794.61290455973	afc86cd4ccfe82ed61923ba420450988d70950dcba5edb6fd6efabc53d0e7e66	True
LEARNED_MULTIGRAPH_LANGUAGE	16	middle_french	14101	934703.1648583851	4.810024314332687	332042.05053966655	341319.87120156724	433.481813776396	784475.070140049	149794.61290455973	ae8b0f7aecef9ec89f3684c36d116de19df785540044d236d615a738941adc5d	True
LEARNED_MULTIGRAPH_LANGUAGE	16	old_italian_tuscan	14101	904831.9571717329	4.656305742840478	302170.84285301436	311448.66351491504	433.481813776396	754603.8624533968	149794.61290455973	739f5b8f1ee27040211b28a2b0dbacab3ee991b11c99629c16d030b07f2ee428	True
LEARNED_MULTIGRAPH_LANGUAGE	16	medieval_czech	14101	930423.9925405069	4.788003502091903	327762.8782217883	337040.698883689	433.481813776396	780195.8978221708	149794.61290455973	8c32717d691fd698ca4228534e1dcb8364f0909c25fc2500c8f67e933b7ca243	True
LEARNED_MULTIGRAPH_LANGUAGE	16	old_hungarian	14101	909174.8778775636	4.678654607138406	306513.76355884504	315791.5842207457	433.481813776396	758946.7831592275	149794.61290455973	b7d5cbfd7825705f07ecd96edc33d76a7ccadba9c4ba2045b14010827b173a80	True
MATCHED_UNIT_NULL	32	_	0	621947.4028140804	3.200569167030734	0.0	28564.109157262486	481.28921423310436	471671.5006952875	149794.61290455973	b205542985c93d7933b841383ca68a11392126cb43142032e65277bbaae4a7b6	True
LEARNED_MULTIGRAPH_LANGUAGE	32	latin	14101	906986.2624523531	4.667391894219722	285038.8596382728	313602.9687955353	751.7992406678677	756439.8503071256	149794.61290455973	3d100ef46911cf431387d1f66a354171da4454cee0bdf82651bb8aa2bfc81187	True
LEARNED_MULTIGRAPH_LANGUAGE	32	middle_high_german	14101	844361.2939663144	4.3451210039229045	222413.89115223405	250978.00030949654	751.7992406678677	693814.8818210869	149794.61290455973	5953db7ecf7319331db1e3e72994640a11446f557f2c378fd1662ce3b86290be	True
LEARNED_MULTIGRAPH_LANGUAGE	32	middle_french	14101	891474.5599784816	4.587567979140413	269527.15716440126	298091.26632166374	751.7992406678677	740928.1478332541	149794.61290455973	f310f4e91c79f94ebdeca177265bed0806bc78336c3a20d1cdeb3995547ce16a	True
LEARNED_MULTIGRAPH_LANGUAGE	32	old_italian_tuscan	14101	840019.85022169	4.322779740133437	218072.44740760967	246636.55656487215	751.7992406678677	689473.4380764625	149794.61290455973	1716ec896d1e05c20492e98531467a17614c9d28736c9d8926315b0abb0ecbc5	True
LEARNED_MULTIGRAPH_LANGUAGE	32	medieval_czech	14101	879540.8943254154	4.526156801658135	257593.491511335	286157.6006685975	751.7992406678677	728994.4821801878	149794.61290455973	4b8a691633a838b69d531584e8c913f881550b9670ec3beb7c3e37575d71a4db	True
LEARNED_MULTIGRAPH_LANGUAGE	32	old_hungarian	14101	862959.4768758424	4.4408280854441164	241012.07406176208	269576.18321902456	751.7992406678677	712413.0647306149	149794.61290455973	a5d792f3a4a846316326323bb53293a41921ebea99df1e455f7e67a2575b351a	True
MATCHED_UNIT_NULL	64	_	0	654669.1427552844	3.368956705066201	0.0	61285.84909846657	1084.3871208310272	503790.1427298937	149794.61290455973	790879fc1581a79c6e9b0cc3cdc861062e700395659f9f3c183ee95045eec856	True
LEARNED_MULTIGRAPH_LANGUAGE	64	latin	14101	920278.5302519315	4.735794499145404	265609.3874966471	326895.23659511365	1505.3112182463055	768978.6061291255	149794.61290455973	3cd0a6cf281b8af4c4959ba5d74f2963d16bda04c975f08e6ac4e5b3258ad128	True
LEARNED_MULTIGRAPH_LANGUAGE	64	middle_high_german	14101	844165.0915967679	4.344111337749161	189495.94884148345	250781.79793995002	1505.3112182463055	692865.1674739618	149794.61290455973	0402de3343073b961ead8db6ad92b0009dc5154df94bef0853c6d7de652027ea	True
LEARNED_MULTIGRAPH_LANGUAGE	64	middle_french	14101	885511.6133221417	4.556882388804994	230842.47056685726	292128.3196653238	1505.3112182463055	734211.6891993356	149794.61290455973	907a8d5fa40af9965394a6efefe42cbbf1c2c333daa974150dde3522dd42c859	True
LEARNED_MULTIGRAPH_LANGUAGE	64	old_italian_tuscan	14101	843940.287381939	4.3429544851996615	189271.14462665457	250556.99372512114	1505.3112182463055	692640.363259133	149794.61290455973	1fbe6ad5befc15bc15dc21254bc8d3ec87f348407039ed4251bb95c23954773d	True
LEARNED_MULTIGRAPH_LANGUAGE	64	medieval_czech	14101	863919.9673620382	4.445770812468034	209250.82460675377	270536.67370522034	1505.3112182463055	712620.0432392322	149794.61290455973	d76bdaaf8bfefecd0680fb2cfa3bed60742d58823a769c392ace7c1eb6c70769	True
LEARNED_MULTIGRAPH_LANGUAGE	64	old_hungarian	14101	867718.980576143	4.465320704473678	213049.83782085858	274335.68691932515	1505.3112182463055	716419.056453337	149794.61290455973	1d70da7e908c69d2f8f44603a4732f28cc92c3a144763f47ef3be59c3dd9c0b5	True
LEARNED_MULTIGRAPH_LANGUAGE	32	old_italian_tuscan	14102	855139.3170790918	4.400585193177847	233191.91426501144	261756.02342227392	751.7992406678677	704592.9049338643	149794.61290455973	2a3777b779fecce35c4bac4896c84075983558954ae80a0240e2ad9952d49814	True
LEARNED_MULTIGRAPH_LANGUAGE	32	old_italian_tuscan	14103	846703.3618699756	4.3571733901626954	224755.95905589522	253320.0682131577	751.7992406678677	696156.949724748	149794.61290455973	431e94b9dc91c20081bd7b1d4aebbb14db67afbdca50c1d13f274fb5de26cef4	True
