core	feature	template	hb_count	sb_count	hb_folios	sb_folios	total_folios	classification
daiin	target_state	CARRIER_STATE	6	17	4	5	9	CROSS_SECTION_CROSS_FOLIO
daiin	wrapper	ch	4	7	2	3	5	CROSS_SECTION_CROSS_FOLIO
daiin	wrapper	che	1	10	1	5	6	CROSS_SECTION_CROSS_FOLIO
daiin	wrapper	sh	1	0	1	0	1	SINGLETON
daiin	field_position	FIELD_INTERNAL	3	8	3	4	7	CROSS_SECTION_CROSS_FOLIO
daiin	field_position	FIELD_START	2	3	2	3	5	CROSS_SECTION_CROSS_FOLIO
daiin	field_position	PRECLOSE	0	4	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	field_position	OPEN_FIELD_END	1	2	1	2	3	CROSS_SECTION_CROSS_FOLIO
daiin	field_role	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	1	4	1	3	4	CROSS_SECTION_CROSS_FOLIO
daiin	field_role	OPEN|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	1	3	1	2	3	CROSS_SECTION_CROSS_FOLIO
daiin	field_role	CLOSED|LEN_2|FIELD_START|CARRIER_STATE	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	field_role	CLOSED|LEN_3|PRECLOSE|CARRIER_STATE	0	2	0	1	1	SECTION_SPECIFIC_RECURRENT
daiin	field_role	CLOSED|LEN_4PLUS|PRECLOSE|CARRIER_STATE	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	field_role	OPEN|LEN_3|FIELD_INTERNAL|CARRIER_STATE	1	1	1	1	2	CROSS_SECTION_CROSS_FOLIO
daiin	field_role	OPEN|LEN_4PLUS|OPEN_FIELD_END|CARRIER_STATE	1	1	1	1	2	CROSS_SECTION_CROSS_FOLIO
daiin	field_role	CLOSED|LEN_4PLUS|FIELD_START|CARRIER_STATE	0	1	0	1	1	SINGLETON
daiin	field_role	OPEN|LEN_2|FIELD_START|CARRIER_STATE	1	0	1	0	1	SINGLETON
daiin	field_role	OPEN|LEN_3|OPEN_FIELD_END|CARRIER_STATE	0	1	0	1	1	SINGLETON
daiin	field_role	OPEN|LEN_4PLUS|FIELD_START|CARRIER_STATE	1	0	1	0	1	SINGLETON
daiin	previous_state	DY_RESOLUTION	2	3	2	3	5	CROSS_SECTION_CROSS_FOLIO
daiin	previous_state	OTHER	0	4	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	previous_state	CARRIER_STATE	2	1	2	1	3	CROSS_SECTION_CROSS_FOLIO
daiin	previous_state	OL_STATE	0	3	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	previous_state	AR_REFERENCE	1	1	1	1	2	CROSS_SECTION_CROSS_FOLIO
daiin	previous_state	ED_MEDIUM	0	2	0	1	1	SECTION_SPECIFIC_RECURRENT
daiin	previous_state	ENTRY_STATE	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	previous_state	Q_OUTER_STATE	1	1	1	1	2	CROSS_SECTION_CROSS_FOLIO
daiin	next_state	DY_RESOLUTION	0	6	0	3	3	SECTION_SPECIFIC_RECURRENT
daiin	next_state	AR_REFERENCE	3	2	3	2	5	CROSS_SECTION_CROSS_FOLIO
daiin	next_state	EOS	1	2	1	2	3	CROSS_SECTION_CROSS_FOLIO
daiin	next_state	AL_STATE	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	next_state	CARRIER_STATE	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	next_state	OTHER	1	1	1	1	2	CROSS_SECTION_CROSS_FOLIO
daiin	next_state	ENTRY_STATE	0	1	0	1	1	SINGLETON
daiin	next_state	OL_STATE	1	0	1	0	1	SINGLETON
daiin	next_state	Q_OUTER_STATE	0	1	0	1	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	2	7	2	3	5	CROSS_SECTION_CROSS_FOLIO
daiin	previous_field_shape	BOL	0	7	0	4	4	SECTION_SPECIFIC_RECURRENT
daiin	previous_field_shape	CLOSED|LEN_2|CARRIER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_2|OTHER>DY_RESOLUTION	1	0	1	0	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_3|ENTRY_STATE>DY_RESOLUTION	1	0	1	0	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_3|OL_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_3|OTHER>DY_RESOLUTION	1	0	1	0	1	SINGLETON
daiin	previous_field_shape	CLOSED|LEN_3|Q_OUTER_STATE>DY_RESOLUTION	1	0	1	0	1	SINGLETON
daiin	next_field_shape	EOL	5	7	4	3	7	CROSS_SECTION_CROSS_FOLIO
daiin	next_field_shape	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	0	3	0	3	3	SECTION_SPECIFIC_RECURRENT
daiin	next_field_shape	CLOSED|LEN_2|CARRIER_STATE>DY_RESOLUTION	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	next_field_shape	CLOSED|LEN_2|OTHER>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	next_field_shape	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	next_field_shape	CLOSED|LEN_4PLUS|ED_MEDIUM>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	next_field_shape	OPEN|LEN_2|CARRIER_STATE>CARRIER_STATE	1	0	1	0	1	SINGLETON
daiin	next_field_shape	OPEN|LEN_3|OTHER>OL_STATE	0	1	0	1	1	SINGLETON
daiin	next_field_shape	OPEN|LEN_4PLUS|Q_OUTER_STATE>AR_REFERENCE	0	1	0	1	1	SINGLETON
daiin	micro_context	CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE	2	0	2	0	2	SECTION_SPECIFIC_RECURRENT
daiin	micro_context	DY_RESOLUTION>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	micro_context	AR_REFERENCE>TARGET[CARRIER_STATE]>AL_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	AR_REFERENCE>TARGET[CARRIER_STATE]>AR_REFERENCE	1	0	1	0	1	SINGLETON
daiin	micro_context	CARRIER_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	micro_context	DY_RESOLUTION>TARGET[CARRIER_STATE]>AR_REFERENCE	0	1	0	1	1	SINGLETON
daiin	micro_context	DY_RESOLUTION>TARGET[CARRIER_STATE]>OL_STATE	1	0	1	0	1	SINGLETON
daiin	micro_context	DY_RESOLUTION>TARGET[CARRIER_STATE]>OTHER	1	0	1	0	1	SINGLETON
daiin	micro_context	ED_MEDIUM>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	micro_context	ED_MEDIUM>TARGET[CARRIER_STATE]>EOS	0	1	0	1	1	SINGLETON
daiin	micro_context	ENTRY_STATE>TARGET[CARRIER_STATE]>CARRIER_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	ENTRY_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	micro_context	OL_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE	0	1	0	1	1	SINGLETON
daiin	micro_context	OL_STATE>TARGET[CARRIER_STATE]>EOS	0	1	0	1	1	SINGLETON
daiin	micro_context	OL_STATE>TARGET[CARRIER_STATE]>Q_OUTER_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	OTHER>TARGET[CARRIER_STATE]>AL_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	OTHER>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	micro_context	OTHER>TARGET[CARRIER_STATE]>OTHER	0	1	0	1	1	SINGLETON
daiin	micro_context	Q_OUTER_STATE>TARGET[CARRIER_STATE]>ENTRY_STATE	0	1	0	1	1	SINGLETON
daiin	micro_context	Q_OUTER_STATE>TARGET[CARRIER_STATE]>EOS	1	0	1	0	1	SINGLETON
daiin	masked_field_template	TARGET[CARRIER_STATE]>DY_RESOLUTION	0	2	0	2	2	SECTION_SPECIFIC_RECURRENT
daiin	masked_field_template	AR_REFERENCE>TARGET[CARRIER_STATE]>AR_REFERENCE>AR_REFERENCE>CARRIER_STATE>ENTRY_STATE>OTHER>OPEN	1	0	1	0	1	SINGLETON
daiin	masked_field_template	CARRIER_STATE>AR_REFERENCE>CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>DY_RESOLUTION	1	0	1	0	1	SINGLETON
daiin	masked_field_template	CARRIER_STATE>AR_REFERENCE>OL_STATE>OL_STATE>TARGET[CARRIER_STATE]>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	CARRIER_STATE>ED_MEDIUM>TARGET[CARRIER_STATE]>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	CARRIER_STATE>ENTRY_STATE>CARRIER_STATE>Q_OUTER_STATE>ENTRY_STATE>OTHER>OTHER>TARGET[CARRIER_STATE]>AL_STATE>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>OPEN	1	0	1	0	1	SINGLETON
daiin	masked_field_template	ED_MEDIUM>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	ENTRY_STATE>AL_STATE>CARRIER_STATE>OTHER>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	ENTRY_STATE>CARRIER_STATE>CARRIER_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	ENTRY_STATE>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	ENTRY_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	OL_STATE>AL_STATE>Q_OUTER_STATE>TARGET[CARRIER_STATE]>OPEN	1	0	1	0	1	SINGLETON
daiin	masked_field_template	OL_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>AR_REFERENCE>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	OL_STATE>TARGET[CARRIER_STATE]>Q_OUTER_STATE>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	OTHER>TARGET[CARRIER_STATE]>OTHER>AL_STATE>OL_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	O_OL_LOCAL>CARRIER_STATE>OL_STATE>OTHER>AR_REFERENCE>TARGET[CARRIER_STATE]>AL_STATE>Q_OUTER_STATE>CARRIER_STATE>OL_STATE>ENTRY_STATE>OPEN	0	1	0	1	1	SINGLETON
daiin	masked_field_template	Q_OUTER_STATE>TARGET[CARRIER_STATE]>ENTRY_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	TARGET[CARRIER_STATE]>AR_REFERENCE>OT_OL_LOCAL>ED_MEDIUM>OL_STATE>CARRIER_STATE>OL_STATE>CARRIER_STATE>Q_OUTER_STATE>DY_RESOLUTION	0	1	0	1	1	SINGLETON
daiin	masked_field_template	TARGET[CARRIER_STATE]>OL_STATE>OPEN	1	0	1	0	1	SINGLETON
daiin	masked_field_template	TARGET[CARRIER_STATE]>OTHER>OTHER>AR_REFERENCE>OTHER>OL_STATE>OPEN	1	0	1	0	1	SINGLETON
daiin	neighbor_field_context	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION||EOL	1	4	1	2	3	CROSS_SECTION_CROSS_FOLIO
