scope	endpoint_panel	representation	descriptor_token	eligible_loci	positive_loci	gain_bits
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	base	31	0	1.30106488583
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	bulb	31	1	1.51104862926
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	coloured	31	1	-2.46321691018
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	dark	31	21	-0.919881799754
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	edge	31	1	-1.40449290937
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	finger	31	0	-2.41205509756
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	flower	31	7	-9.6640949142
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	ground	31	0	1.47302266317
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	large	31	3	-0.584039667661
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	leaf	31	18	-3.53392799486
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	level	31	0	2.86305531113
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	light	31	19	2.15409863582
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	many	31	0	0.867721882777
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	root	31	18	-0.439350693183
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	round	31	1	-2.23313054545
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	serrated	31	2	-4.80977385156
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	shaped	31	1	-5.38905946713
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	stalk	31	0	-1.36295365254
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	stem	31	13	-8.27550553232
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	base	31	0	1.22222437384
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	bulb	31	1	-1.49062892487
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	coloured	31	1	-0.842467483764
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	dark	31	21	-9.70628343022
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	edge	31	1	0.386352138064
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	finger	31	0	-2.7625933663
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	flower	31	7	-7.42754533281
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	ground	31	0	2.70828114573
