window	representation	feature	positive_pages	gain_bits	positive_gain_folios	local_permutation_p	max_feature_combo_p
FIRST_LINE	PAGE_HOST_IDENTITY	DAISY_CUP	11	2.46243222921	57	0.0760923907609	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	BROAD_CALYX	10	0.432086169089	52	0.0917908209179	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	GRASS	8	-0.852562190155	49	0.862713728627	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	FUSED_PARALLEL_LEAVES	13	-0.532909716363	51	0.623637636236	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	BULB_OR_TUBER_ROOT	13	4.58730453973	42	0.33396660334	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	MULTIPLE_PLANTS	8	-3.01452948659	39	0.881811818818	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	BLUE_FLOWERS_OR_BUDS	36	13.4721183643	37	0.155684431557	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	MULTIPLE_STEMS_OR_STALKS	12	-0.519936593575	36	0.644135586441	0.643335666433
FIRST_LINE	PAGE_HOST_IDENTITY	LARGE_OR_EXTENSIVE_ROOT	7	-2.54941005121	48	0.621437856214	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	DAISY_CUP	11	1.45792447759	55	0.133186681332	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	BROAD_CALYX	10	-0.51943813697	49	0.563443655634	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	GRASS	8	0.283831869716	54	0.578442155784	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	FUSED_PARALLEL_LEAVES	13	0.0360484286411	51	0.490650934907	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	BULB_OR_TUBER_ROOT	13	-1.81915889466	39	0.784921507849	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	MULTIPLE_PLANTS	8	-3.27839359321	50	0.894110588941	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	BLUE_FLOWERS_OR_BUDS	36	12.1477204942	39	0.261673832617	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	MULTIPLE_STEMS_OR_STALKS	12	1.85193479782	39	0.296870312969	0.643335666433
FIRST_LINE	PAGE_HOST_CHAR3	LARGE_OR_EXTENSIVE_ROOT	7	-2.76184298612	43	0.680631936806	0.643335666433
FIRST_LINE	RAW_CHAR3	DAISY_CUP	11	0.41568853191	53	0.48895110489	0.643335666433
FIRST_LINE	RAW_CHAR3	BROAD_CALYX	10	0.196245496816	50	0.345165483452	0.643335666433
FIRST_LINE	RAW_CHAR3	GRASS	8	0.973318917974	58	0.425657434257	0.643335666433
FIRST_LINE	RAW_CHAR3	FUSED_PARALLEL_LEAVES	13	-1.10119739872	50	0.901109889011	0.643335666433
FIRST_LINE	RAW_CHAR3	BULB_OR_TUBER_ROOT	13	-0.0669391876669	34	0.675632436756	0.643335666433
FIRST_LINE	RAW_CHAR3	MULTIPLE_PLANTS	8	1.20682100723	46	0.266273372663	0.643335666433
FIRST_LINE	RAW_CHAR3	BLUE_FLOWERS_OR_BUDS	36	6.76769521736	35	0.593440655934	0.643335666433
FIRST_LINE	RAW_CHAR3	MULTIPLE_STEMS_OR_STALKS	12	-1.05934219512	43	0.71802819718	0.643335666433
FIRST_LINE	RAW_CHAR3	LARGE_OR_EXTENSIVE_ROOT	7	-2.78762517491	42	0.735626437356	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	DAISY_CUP	11	0.617948605982	52	0.298670132987	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	BROAD_CALYX	10	1.83816508183	57	0.0776922307769	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	GRASS	8	0.953664653291	57	0.231276872313	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	FUSED_PARALLEL_LEAVES	13	-0.736431593597	51	0.513248675132	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	BULB_OR_TUBER_ROOT	13	-2.29592513841	48	0.771922807719	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	MULTIPLE_PLANTS	8	3.50393730067	55	0.0886911308869	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	BLUE_FLOWERS_OR_BUDS	36	2.3947967046	37	0.780321967803	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	MULTIPLE_STEMS_OR_STALKS	12	-2.82282281255	34	0.914708529147	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	LARGE_OR_EXTENSIVE_ROOT	7	-3.99109565008	40	0.80201979802	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	DAISY_CUP	11	1.27040239662	54	0.120087991201	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	BROAD_CALYX	10	0.722255759184	54	0.210778922108	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	GRASS	8	-0.0785178674914	55	0.491850814919	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	FUSED_PARALLEL_LEAVES	13	-0.793379377716	50	0.472652734727	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	BULB_OR_TUBER_ROOT	13	0.510422405853	46	0.534246575342	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	MULTIPLE_PLANTS	8	-0.860910810315	50	0.438756124388	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	BLUE_FLOWERS_OR_BUDS	36	5.14980344495	39	0.593440655934	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	MULTIPLE_STEMS_OR_STALKS	12	-2.28267058297	42	0.813418658134	0.643335666433
BODY_AFTER_FIRST	PAGE_HOST_CHAR3	LARGE_OR_EXTENSIVE_ROOT	7	0.790839751047	46	0.222277772223	0.643335666433
BODY_AFTER_FIRST	RAW_CHAR3	DAISY_CUP	11	0.179794651147	53	0.363363663634	0.643335666433
BODY_AFTER_FIRST	RAW_CHAR3	BROAD_CALYX	10	1.79695068926	54	0.018298170183	0.643335666433
BODY_AFTER_FIRST	RAW_CHAR3	GRASS	8	0.306023460534	56	0.365863413659	0.643335666433
BODY_AFTER_FIRST	RAW_CHAR3	FUSED_PARALLEL_LEAVES	13	-1.59411497732	50	0.779422057794	0.643335666433
