evaluation	baseline	n	positives	unique_correct_targets	precision	precision_ci_low	precision_ci_high	recall	coverage_of_held_novel_types	target_denominator	auc	average_precision	mean_positive_score	mean_negative_score	top1_hits	top5_hits	comparison_scope
HOST_CELL_HOLDOUT	PARADIGM_COMPLETION_RATE	72	37	30	0.5138888888888888	0.40069754605192803	0.6256732547092813	0.006827492034592627	0.006827492034592627	4394	0.6826254826254826	0.7273199413139723	-0.7931427693837889	-1.2834491947607898	31	37	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
HOST_CELL_HOLDOUT	CHARACTER_ORDER4_KT	72	37	30	0.5138888888888888	0.40069754605192803	0.6256732547092813	0.006827492034592627	0.006827492034592627	4394	0.677992277992278	0.7780305695464848	-2.243283107951265	-2.63727151988307	29	37	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
HOST_CELL_HOLDOUT	VISIBLE_WHOLE_GROUP_FREQUENCY	72	37	30	0.5138888888888888	0.40069754605192803	0.6256732547092813	0.006827492034592627	0.006827492034592627	4394	0.7027027027027027	0.689567754967339	9.908993959515698	7.316417256310246	31	37	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
HOST_CELL_HOLDOUT	NEAREST_EDIT_DISTANCE	72	37	30	0.5138888888888888	0.40069754605192803	0.6256732547092813	0.006827492034592627	0.006827492034592627	4394	0.6629343629343629	0.5808368129958954	-1.9549549549549547	-2.2	30	37	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
FOLIO_HELD_NOVEL_FORM	PARADIGM_COMPLETION_RATE	3527	9	9	0.0025517436915225406	0.001343081950868671	0.00484282559423793	0.0030560271646859084	0.0030560271646859084	2945	0.5435379950729581	0.11380308086960501	-0.7623121309454706	-1.1108139678554898	1	2	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
FOLIO_HELD_NOVEL_FORM	CHARACTER_ORDER4_KT	3527	9	9	0.0025517436915225406	0.001343081950868671	0.00484282559423793	0.0030560271646859084	0.0030560271646859084	2945	0.5600088434085023	0.1148231085568549	-2.5548703503418633	-2.636785623508173	1	2	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
FOLIO_HELD_NOVEL_FORM	VISIBLE_WHOLE_GROUP_FREQUENCY	3527	9	9	0.0025517436915225406	0.001343081950868671	0.00484282559423793	0.0030560271646859084	0.0030560271646859084	2945	0.7526688143515886	0.11907853947850519	11.250857835894431	7.302603297085685	1	4	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
FOLIO_HELD_NOVEL_FORM	NEAREST_EDIT_DISTANCE	3527	9	9	0.0025517436915225406	0.001343081950868671	0.00484282559423793	0.0030560271646859084	0.0030560271646859084	2945	0.6260027793569579	0.0035456791477010774	-2.0370370370370368	-2.200776956604131	0	1	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
SECTION_HELD_NOVEL_FORM	PARADIGM_COMPLETION_RATE	240	8	8	0.03333333333333333	0.01698546425790705	0.06438486102088117	0.0024867889337892445	0.0024867889337892445	3217	0.6223060344827587	0.1650432646319111	-0.7213715670543263	-1.0813193535884098	1	1	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
SECTION_HELD_NOVEL_FORM	CHARACTER_ORDER4_KT	240	8	8	0.03333333333333333	0.01698546425790705	0.06438486102088117	0.0024867889337892445	0.0024867889337892445	3217	0.42887931034482757	0.03640773256540016	-2.85297321466198	-2.621321637005893	0	1	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
SECTION_HELD_NOVEL_FORM	VISIBLE_WHOLE_GROUP_FREQUENCY	240	8	8	0.03333333333333333	0.01698546425790705	0.06438486102088117	0.0024867889337892445	0.0024867889337892445	3217	0.8399784482758621	0.11509376397895221	11.948233651632515	7.147356948424556	1	4	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
SECTION_HELD_NOVEL_FORM	NEAREST_EDIT_DISTANCE	240	8	8	0.03333333333333333	0.01698546425790705	0.06438486102088117	0.0024867889337892445	0.0024867889337892445	3217	0.6282327586206896	0.07372802626269688	-2.0416666666666665	-2.206896551724138	0	1	RANKING/EXISTENCE OF EXACT FORMAL FOURTH CELL
WHOLE_MANUSCRIPT_RECTANGLES	MATCHED_RANDOMIZED_TRANSFORMATION_GRAPHS	36	13														256 edge-count/source-set/target-multiset-preserving nulls per operation pair; see interactions
ISOLATED_MISSING_GROUP	GDT001_CONTEXT_MIXER	0	0														NOT_DIRECTLY_COMPARABLE: decoder requires full canonical-locus serialization and context, not an isolated group API
