stratum	context_mode	axis	focal_occurrences	folds	gain_bits	gain_per_focal	positive_folds	source_seen_fraction	null_mean_gain_per_focal	alignment_excess_per_focal	local_p	max10_p	null_swappable	null_variable	claim_state
HERBAL_A	WINDOW_PM2	HELD_FOLIO	3909	47	-1830.099047868445	-0.468175760519	0	0.867741110258	-0.473681475929	0.005505715410	0.179512195122	0.866341463415	2923	2832	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
HERBAL_A	WHOLE_LINE	HELD_FOLIO	3909	47	-1639.910198753767	-0.419521667627	0	0.867741110258	-0.428834923267	0.009313255640	0.019512195122	0.498536585366	2923	2832	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
HERBAL_B	WINDOW_PM2	HELD_FOLIO	1323	16	-401.411102899864	-0.303409752759	0	0.819349962207	-0.315173670126	0.011763917368	0.055609756098	0.310243902439	1103	1052	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
HERBAL_B	WINDOW_PM2	HELD_HAND	1323	3	-341.820327534672	-0.258367594508	0	0.764928193500							REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
HERBAL_B	WHOLE_LINE	HELD_FOLIO	1323	16	-344.228130336308	-0.260187551275	0	0.819349962207	-0.274055423776	0.013867872501	0.000975609756	0.189268292683	1103	1052	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
HERBAL_B	WHOLE_LINE	HELD_HAND	1323	3	-268.750348303802	-0.203137073548	0	0.764928193500							REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
STARS_RECIPE_B	WINDOW_PM2	HELD_FOLIO	4854	12	-2026.586905243404	-0.417508633136	0	0.869592088999	-0.481583141145	0.064074508009	0.000975609756	0.000975609756	4694	4684	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
STARS_RECIPE_B	WHOLE_LINE	HELD_FOLIO	4854	12	-1784.427857328049	-0.367620077735	0	0.869592088999	-0.395308376918	0.027688299183	0.000975609756	0.003902439024	4694	4684	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
PHARMA_A	WINDOW_PM2	HELD_FOLIO	650	6	-135.132357781057	-0.207895935048	0	0.724615384615	-0.220418086641	0.012522151594	0.105365853659	0.254634146341	583	579	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
PHARMA_A	WHOLE_LINE	HELD_FOLIO	650	6	-135.715454489032	-0.208793006906	0	0.724615384615	-0.209998938078	0.001205931172	0.430243902439	0.998048780488	583	579	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
BIOLOGICAL_B	WINDOW_PM2	HELD_FOLIO	3153	9	-1255.605619526054	-0.398225696012	0	0.910244211862	-0.417717358334	0.019491662322	0.002926829268	0.035121951220	3047	3041	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
BIOLOGICAL_B	WHOLE_LINE	HELD_FOLIO	3153	9	-1001.245696699656	-0.317553344973	0	0.910244211862	-0.331146751912	0.013593406939	0.003902439024	0.204878048780	3047	3041	REGISTER_OPAQUE_CODEBOOK_NO_LEXEME_OR_MEANING
