corpus_id	side	fold_a	fold_b	common_operations	coassignment_jaccard
VOYNICH_MATCHED	LEFT	F01	F02	199	0.5416666666666666
VOYNICH_MATCHED	LEFT	F01	F03	199	0.49238095238095236
VOYNICH_MATCHED	LEFT	F01	F04	200	0.5956607495069034
VOYNICH_MATCHED	LEFT	F01	F05	199	0.4582159624413146
VOYNICH_MATCHED	LEFT	F01	F06	197	0.04314720812182741
VOYNICH_MATCHED	LEFT	F01	F07	196	0.40381125226860254
VOYNICH_MATCHED	LEFT	F01	F08	197	0.49023255813953487
VOYNICH_MATCHED	LEFT	F01	F09	193	0.5062923523717329
VOYNICH_MATCHED	LEFT	F01	F10	198	0.6102204408817635
VOYNICH_MATCHED	LEFT	F01	F11	199	0.45724572457245727
VOYNICH_MATCHED	LEFT	F01	F12	197	0.5863770977295163
VOYNICH_MATCHED	LEFT	F02	F03	198	0.616557734204793
VOYNICH_MATCHED	LEFT	F02	F04	199	0.4904397705544933
VOYNICH_MATCHED	LEFT	F02	F05	196	0.501004016064257
VOYNICH_MATCHED	LEFT	F02	F06	196	0.04123495552066981
VOYNICH_MATCHED	LEFT	F02	F07	196	0.5433884297520661
VOYNICH_MATCHED	LEFT	F02	F08	196	0.5053554040895814
VOYNICH_MATCHED	LEFT	F02	F09	193	0.5778947368421052
VOYNICH_MATCHED	LEFT	F02	F10	198	0.6086508753861998
VOYNICH_MATCHED	LEFT	F02	F11	197	0.5088757396449705
VOYNICH_MATCHED	LEFT	F02	F12	196	0.6209761163032191
VOYNICH_MATCHED	LEFT	F03	F04	196	0.4978947368421053
VOYNICH_MATCHED	LEFT	F03	F05	196	0.5562987736900781
VOYNICH_MATCHED	LEFT	F03	F06	196	0.0358451072736787
VOYNICH_MATCHED	LEFT	F03	F07	196	0.5279299014238773
VOYNICH_MATCHED	LEFT	F03	F08	196	0.46279306829765543
VOYNICH_MATCHED	LEFT	F03	F09	192	0.6077097505668935
VOYNICH_MATCHED	LEFT	F03	F10	196	0.5180467091295117
VOYNICH_MATCHED	LEFT	F03	F11	197	0.5701849836779108
VOYNICH_MATCHED	LEFT	F03	F12	197	0.6587570621468927
VOYNICH_MATCHED	LEFT	F04	F05	197	0.5159235668789809
VOYNICH_MATCHED	LEFT	F04	F06	197	0.037967471252460375
VOYNICH_MATCHED	LEFT	F04	F07	196	0.44188376753507014
VOYNICH_MATCHED	LEFT	F04	F08	198	0.5916666666666667
VOYNICH_MATCHED	LEFT	F04	F09	192	0.6395881006864989
VOYNICH_MATCHED	LEFT	F04	F10	199	0.672566371681416
VOYNICH_MATCHED	LEFT	F04	F11	198	0.529835390946502
VOYNICH_MATCHED	LEFT	F04	F12	198	0.6370530877573131
VOYNICH_MATCHED	LEFT	F05	F06	197	0.03750129493421734
