book	query_record	representation	candidate_pool	blind_rank	candidate_record	set_jaccard
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	1	NB_B2_R000020	0.0996563573883
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	2	NB_B2_R000075	0.0860927152318
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	3	NB_B2_R000051	0.0830670926518
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	4	NB_B2_R000006	0.0801526717557
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	5	NB_B2_R000173	0.0798611111111
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	6	NB_B2_R000009	0.0766773162939
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	7	NB_B2_R000068	0.0696202531646
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	8	NB_B2_R000407	0.0681114551084
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	9	NB_B2_R000229	0.0681003584229
Band2	NB_B2_R000001	RAW_GROUP_IDENTITY	463	10	NB_B2_R000463	0.0679347826087
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	1	NB_B2_R000200	0.0810810810811
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	2	NB_B2_R000462	0.0625
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	3	NB_B2_R000238	0.0487804878049
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	4	NB_B2_R000310	0.0471698113208
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	5	NB_B2_R000058	0.0454545454545
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	6	NB_B2_R000094	0.0454545454545
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	7	NB_B2_R000320	0.0454545454545
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	8	NB_B2_R000432	0.043956043956
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	9	NB_B2_R000189	0.0431034482759
Band2	NB_B2_R000002	RAW_GROUP_IDENTITY	463	10	NB_B2_R000243	0.0416666666667
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	1	NB_B2_R000067	0.25
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	2	NB_B2_R000439	0.25
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	3	NB_B2_R000120	0.222222222222
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	4	NB_B2_R000308	0.214285714286
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	5	NB_B2_R000376	0.214285714286
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	6	NB_B2_R000263	0.205882352941
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	7	NB_B2_R000464	0.172413793103
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	8	NB_B2_R000163	0.166666666667
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	9	NB_B2_R000204	0.166666666667
Band2	NB_B2_R000003	RAW_GROUP_IDENTITY	461	10	NB_B2_R000147	0.137931034483
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	1	NB_B2_R000224	0.214285714286
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	2	NB_B2_R000233	0.2
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	3	NB_B2_R000244	0.194690265487
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	4	NB_B2_R000103	0.193548387097
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	5	NB_B2_R000141	0.191489361702
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	6	NB_B2_R000455	0.186046511628
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	7	NB_B2_R000104	0.178082191781
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	8	NB_B2_R000011	0.175675675676
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	9	NB_B2_R000243	0.174757281553
Band2	NB_B2_R000004	RAW_GROUP_IDENTITY	461	10	NB_B2_R000137	0.172727272727
