system	instrument_level	witness_renderer	rows	exact_true_host_rate	exact_left_edge_rate	exact_right_edge_rate	exact_full_decomposition_rate
SYSTEM_A	SURFACE_ONLY	R1_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R1_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R2_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R2_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R3_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R3_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R4_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R4_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R5_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	SURFACE_ONLY	R5_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R1_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R1_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R2_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R2_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R3_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R3_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R4_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R4_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R5_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	R5_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R1_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R1_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R2_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R2_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R3_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R3_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R4_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R4_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R5_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	SURFACE_ONLY	R5_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R1_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R1_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R2_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R2_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R3_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R3_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R4_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R4_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R5_S1	12000	0.0	0.0	0.0	0.0
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	R5_S2	12000	0.0	0.0	0.0	0.0
SYSTEM_A	ORACLE_CEILING	ALL_RENDERERS	120000	1.0	1.0	1.0	1.0
SYSTEM_B	ORACLE_CEILING	ALL_RENDERERS	120000	1.0	1.0	1.0	1.0
