relation_id	source_page	source_physical_folio	target_page	relation_class	scoring_status	source_url	raw_human_illustration_description	provenance	semantic_role
GDT151_HP001	f10v	f10	f89v2	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q02/index.html#f10v	Flower with two rows of unusual leaves. Both flowers and leaves are hanging down, as if the plant is about to die. || This plant shows some similarity with plant fragment #50 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: typical α calyx shape	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP002	f13v	f13	f100v	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q02/index.html#f13v	Plant with root, leaves and flowers. || This plant shows some similarity with plant fragment #133 on f100v . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: stalk connects to leaf centre α: two or more leaf clusters/clumps α: everything is at the top of the stem	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP003	f17v	f17	f99r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q03/index.html#f17v	Plant with berries or currants. Root with hairy bulbs. || This plant illustration is somewhat similar to the plant on f96v and the bottom plant on f99r . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles α: unnatural connections	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP004	f18v	f18	f102r2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q03/index.html#f18v	A single plant with a large root, and an unusual flower. || This appears to be the same plant as shown in fragment 212 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: two distinct leaf shapes	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP005	f19r	f19	f102v1	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q03/index.html#f19r	A plant with several different types of components, e.g. a dark blue flower in the style of a lily, || The flower is similar (yet dark instead of light) to that of f2v || This appears to be the same plant as shown in fragment 240 on f102v1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: veined leaves α: two distinct leaf shapes α: two or more leaf clusters/clumps α: flat-topped root	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP006	f1v	f1	f102r1	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q01/index.html#f1v	One plant centered on the page. Root: a knobby, warped, pancanke-like tuber with short roots attached like claws or fangs all around the rim. Light colour. Stem: thick, well drawn. Light colour. Branches: one straight up, two oblique with drooping tips. Leaves: broad lance-shape, with two short tails. Stalk: short. Flowers: one, growing at the tip of the center branch. Calyx: conical, continuous with petals. Petals: short rounded, light-colored. Core: hemispherical, dark-coloured. || This appears to be the same plant as shown in fragment 204 on f102r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP007	f23r	f23	f102r2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q03/index.html#f23r	A single root system with two plants, which are again connected by a common branch. Small blue flowers. || This appears to be the same plant as shown in fragment 213 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flat-topped root α: unnatural connections	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP008	f24r	f24	f89v2	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q03/index.html#f24r	Two identical tall flowers next two each other. || This plant shows some similarity with plant fragment #56 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP009	f30r	f30	f89r1	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q04/index.html#f30r	Plant with long green leaves and small blue flowers. The green painting was done very inaccurately. || This plant shows some similarity with plant fragment #28 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: veined leaves	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP010	f30v	f30	f101r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q04/index.html#f30v	Plant with a conspicuous root, brown leaves and tendrils. || This plant shows some similarity with plant fragment #150 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: berries that have no added circles	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP011	f32v	f32	f102r2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q04/index.html#f32v	A very tall plant drawing. Large root, small starry leaves and three blue flowers with four smaller buds. || This appears to be the same plant as shown in fragment 206 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flower(s) seen from the side α: typical α calyx shape	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP012	f33r	f33	f89r1	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q05/index.html#f33r	Plant with green flowers and faces drawn in the roots. || This plant shows some similarity with plant fragment #31 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP013	f34v	f34	f99v	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
