operation	model	hosts	licensed_hosts	brier	brier_gain_vs_frequency	roc_auc	average_precision	null_mean_gain	null_sd_gain	standardized_gain	local_p	max12_p
wrapper:ch>s	COMPILER	58	7	0.073028981696	0.002861598607	0.929971988796	0.611965811966	-0.008909075434	0.014370990168	0.819057970427	0.254607591847	0.875015256927
wrapper:ch>s	FREQUENCY	58	7	0.075890580303	0.000000000000	0.935574229692	0.576221397650	NA	NA	NA	NA	NA
wrapper:ch>s	FULL	58	7	0.080018014910	-0.004127434607	0.913165266106	0.524634096063	-0.016145024629	0.015042313985	0.798918971740	0.248016599536	0.880751861345
wrapper:ch>s	LAYOUT	58	7	0.077545059922	-0.001654479619	0.927170868347	0.520779220779	-0.003448542302	0.004056733104	0.442243213168	0.255706090565	0.964481874771
wrapper:ch>s	REGISTER	58	7	0.074575443682	0.001315136621	0.943977591036	0.739826839827	-0.003589862484	0.002893737305	1.695039524530	0.057488099597	0.377883559136
wrapper:d>s	COMPILER	58	8	0.086323937111	0.004376156350	0.890000000000	0.593510536398	-0.010190075636	0.014627503042	0.995811242970	0.192603441963	0.798730623703
wrapper:d>s	FREQUENCY	58	8	0.090700093460	0.000000000000	0.887500000000	0.537527056277	NA	NA	NA	NA	NA
wrapper:d>s	FULL	58	8	0.088800254540	0.001899838920	0.885000000000	0.530384199134	-0.019170985776	0.016235195327	1.297848548899	0.100085438789	0.624191382888
wrapper:d>s	LAYOUT	58	8	0.090579439107	0.000120654354	0.877500000000	0.457870370370	-0.004238795567	0.004832495517	0.902111529191	0.160258757476	0.838642743806
wrapper:d>s	REGISTER	58	8	0.086970890303	0.003729203157	0.905000000000	0.585680708181	-0.005273484220	0.004391654643	2.049953402429	0.034175515684	0.226290735994
wrapper:NONE>q	COMPILER	58	31	0.220864648625	0.029863084561	0.689366786141	0.787372635327	-0.020475070178	0.020661151661	2.436367321884	0.015501037471	0.125472964726
wrapper:NONE>q	FREQUENCY	58	31	0.250727733186	0.000000000000	0.463560334528	0.593378363059	NA	NA	NA	NA	NA
wrapper:NONE>q	FULL	58	31	0.179791787643	0.070935945543	0.806451612903	0.827632099644	-0.056547111048	0.040081844205	3.180568637015	0.000610277066	0.040522397168
wrapper:NONE>q	LAYOUT	58	31	0.185454683528	0.065273049657	0.787335722820	0.807306346160	-0.017711096171	0.017728978858	4.680706457627	0.000610277066	0.005492493592
wrapper:NONE>q	REGISTER	58	31	0.254000142112	-0.003272408926	0.603345280765	0.670767638041	-0.031274820891	0.026910362326	1.040581008360	0.152325155621	0.774929818137
