page_host	held_folio	events	host_bits	position_bits	position_gain_bits	host_top1	host_top3	position_top1	position_top3
a	f103	1	2.914667946200	2.443112123637	0.471555822563	0	1	0	1
a	f104	2	5.732628747607	4.251990859915	1.480637887692	1	2	1	2
a	f105	2	5.732628747607	3.585028139463	2.147600608144	1	2	2	2
a	f106	1	4.954196310387	3.718568061894	1.235628248493	0	0	0	0
a	f107	1	2.914667946200	2.443112123637	0.471555822563	0	1	0	1
a	f108	4	18.942537528347	19.108309173822	-0.165771645475	0	2	1	2
a	f111	3	14.345522557444	12.647775603324	1.697746954120	0	1	0	1
a	f112	7	33.804087672010	30.314740264845	3.489347407165	0	3	1	4
a	f113	1	5.802193216942	6.430224439555	-0.628031222613	0	0	0	0
a	f114	2	5.732628747607	4.251990859915	1.480637887692	1	2	1	2
a	f115	1	8.124121311829	8.752152534442	-0.628031222613	0	0	0	0
a	f116	1	4.423681593688	3.711045328884	0.712636264804	0	1	0	1
a	f14	1	2.838719092967	1.875368693965	0.963350399002	0	1	1	1
a	f22	2	5.732628747607	4.251990859915	1.480637887692	1	2	1	2
a	f23	2	5.808577600840	4.677394631799	1.131182969041	0	2	1	2
a	f24	3	17.439498705653	19.898364916491	-2.458866210838	0	1	0	1
a	f3	4	20.166763107543	20.225130901598	-0.058367794056	0	1	0	1
a	f33	3	10.114568122604	7.968042563841	2.146525558763	1	3	2	3
a	f34	2	5.732628747607	4.998425212464	0.734203535143	1	2	1	2
a	f39	1	4.954196310387	3.718568061894	1.235628248493	0	0	0	0
a	f42	3	13.739058987512	11.519567887978	2.219491099534	0	2	1	1
a	f43	1	2.914667946200	1.712541986890	1.202125959310	0	1	1	1
a	f46	3	13.409751362259	10.741960309314	2.667791052945	0	1	1	1
a	f47	1	2.838719092967	1.875368693965	0.963350399002	0	1	1	1
a	f48	1	2.914667946200	2.443112123637	0.471555822563	0	1	0	1
a	f52	1	5.802193216942	3.647307614964	2.154885601978	0	0	0	1
a	f58	1	2.838719092967	1.875368693965	0.963350399002	0	1	1	1
a	f77	1	4.423681593688	5.051712816301	-0.628031222613	0	1	0	0
a	f78	2	9.357119612515	11.330590636776	-1.973471024261	0	1	0	1
a	f79	1	2.838719092967	1.875368693965	0.963350399002	0	1	1	1
a	f86	5	19.992160629832	17.899924059761	2.092236570070	1	4	4	4
a	f88	1	2.914667946200	1.712541986890	1.202125959310	0	1	1	1
a	f89	1	2.838719092967	2.743978602997	0.094740489970	0	1	0	1
a	f93	1	2.838719092967	2.772255932788	0.066463160179	0	1	0	1
a	f94	1	4.954196310387	4.287933707564	0.666262602823	0	0	0	0
a	f95	1	4.954196310387	4.287933707564	0.666262602823	0	0	0	0
aiiin	f1	1	3.815260120143	2.431068587817	1.384191532326	0	1	1	1
aiiin	f105	1	3.123382415505	1.225680991351	1.897701424154	1	1	1	1
aiiin	f112	1	3.123382415505	1.225680991351	1.897701424154	1	1	1	1
aiiin	f114	1	7.515699838284	7.963158815255	-0.447458976971	0	0	0	0
aiiin	f15	1	7.515699838284	8.641230720368	-1.125530882084	0	0	0	0
aiiin	f17	1	3.815260120143	2.431068587817	1.384191532326	0	1	1	1
aiiin	f28	1	3.815260120143	2.431068587817	1.384191532326	0	1	1	1
aiiin	f34	1	3.123382415505	1.225680991351	1.897701424154	1	1	1	1
aiiin	f38	1	3.815260120143	3.109140492930	0.706119627213	0	1	0	1
aiiin	f50	1	3.815260120143	3.109140492930	0.706119627213	0	1	0	1
aiiin	f76	1	3.123382415505	1.225680991351	1.897701424154	1	1	1	1
aiiin	f77	3	14.358690190873	12.488912768281	1.869777422591	1	2	1	2
aiiin	f83	2	6.906934633247	4.205589202646	2.701345430601	1	2	1	2
aiiin	f86	4	14.242859817898	8.423303776693	5.819556041205	4	4	3	4
aiiin	f99	1	3.123382415505	1.225680991351	1.897701424154	1	1	1	1
aiin	f1	1	1.027316417239	0.722395543781	0.304920873458	1	1	1	1
aiin	f10	7	11.249719728971	10.287265816098	0.962453912873	6	6	6	6
aiin	f100	2	2.060565133872	1.674691691746	0.385873442126	2	2	2	2
aiin	f102	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f103	6	12.732233603304	8.298774080444	4.433459522860	2	6	2	6
aiin	f104	8	20.071117673652	15.798206670294	4.272911003357	1	7	1	7
aiin	f105	10	27.033178973456	27.630013404845	-0.596834431389	4	9	4	8
aiin	f106	11	34.396426293216	27.844507267467	6.551919025749	0	9	0	9
aiin	f107	13	33.354316985352	25.324562947399	8.029754037953	3	11	3	12
aiin	f108	13	37.080733909557	32.210013844858	4.870720064699	4	12	4	12
aiin	f11	1	1.027316417239	0.528104050580	0.499212366658	1	1	1	1
aiin	f111	8	21.519501277044	19.163633512181	2.355867764863	3	7	3	6
aiin	f112	17	41.478334094025	28.198554234292	13.279779859733	5	16	5	17
aiin	f113	5	10.303590124053	7.316990133503	2.986599990551	1	5	1	5
aiin	f114	13	28.528076317111	22.165150226883	6.362926090228	5	11	5	13
aiin	f115	5	11.969348303889	10.503808839035	1.465539464854	2	5	2	4
aiin	f13	1	1.027316417239	0.528104050580	0.499212366658	1	1	1	1
aiin	f14	6	6.253967571179	5.581355113528	0.672612457651	6	6	6	6
aiin	f15	8	9.568353425319	8.257762720474	1.310590704844	7	8	7	8
aiin	f16	5	10.729073182188	8.912130935174	1.816942247015	3	5	3	4
aiin	f17	2	3.312545564744	3.399018896930	-0.086473332185	1	2	1	2
aiin	f18	3	8.333122229244	8.017864004819	0.315258224425	2	2	2	2
aiin	f19	6	6.253967571179	5.120092664480	1.133874906699	6	6	6	6
aiin	f2	8	28.780743589197	31.812269693851	-3.031526104654	4	5	4	4
aiin	f20	7	8.510429081859	6.517639582229	1.992789499629	6	7	6	7
aiin	f21	8	11.072015823938	7.489364085025	3.582651738913	7	8	7	8
aiin	f22	8	11.072015823938	11.364127612639	-0.292111788701	7	8	7	7
aiin	f23	5	10.406142354932	9.949595371210	0.456546983721	4	4	4	4
aiin	f24	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f25	6	9.866779850050	8.582034118380	1.284745731669	5	5	5	6
aiin	f26	2	3.312545564744	2.338607154245	0.973938410500	1	2	1	2
aiin	f28	6	6.253967571179	5.581355113528	0.672612457651	6	6	6	6
aiin	f29	4	17.006251583075	16.195334756801	0.810916826274	1	1	1	2
aiin	f3	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f30	5	5.196445655570	3.960841638294	1.235604017277	5	5	5	5
aiin	f32	6	6.253967571179	4.526015596999	1.727951974180	6	6	6	6
aiin	f33	2	4.604174364795	3.254390891365	1.349783473430	0	2	0	2
aiin	f34	4	6.641862243082	4.908027269997	1.733834973086	2	4	2	4
aiin	f35	14	40.678548313559	38.598295626271	2.080252687289	6	8	6	11
aiin	f36	5	8.821179854210	7.805041133960	1.016138720250	4	4	4	5
aiin	f37	9	12.136187660018	10.381664985875	1.754522674142	8	9	8	8
aiin	f38	8	9.568353425319	7.943385782413	1.624967642906	7	8	7	8
aiin	f39	4	5.373573405394	4.232396103618	1.141177301776	3	4	3	4
aiin	f4	7	18.624417903758	17.205987518713	1.418430385045	4	4	4	6
aiin	f40	4	10.856801572826	8.064785701035	2.792015871791	2	3	2	4
aiin	f42	7	10.014091480478	9.645875768136	0.368215712342	6	7	6	6
aiin	f43	3	4.340074989886	3.080611613257	1.259463376628	2	3	2	3
aiin	f44	2	5.720630303381	5.169604937917	0.551025365464	1	1	1	2
aiin	f45	3	6.748159728523	6.120880783169	0.627278945354	2	2	2	3
aiin	f46	3	4.340074989886	3.509572478026	0.830502511860	2	3	2	3
aiin	f47	6	13.815590099298	13.022589276206	0.793000823092	3	5	3	5
aiin	f48	1	5.030222148414	4.498137518824	0.532084629591	0	0	0	1
aiin	f49	5	5.196445655570	3.960841638294	1.235604017277	5	5	5	5
aiin	f5	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f51	4	6.877235804013	7.653907640827	-0.776671836814	3	4	3	3
aiin	f52	2	3.312545564744	3.631057577478	-0.318512012734	1	2	1	2
aiin	f53	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f55	5	10.049678244836	12.248323074106	-2.198644829270	3	4	3	4
aiin	f56	6	7.458695111413	5.148508568394	2.310186543018	5	6	5	6
aiin	f58	9	28.900549675308	23.341955451702	5.558594223607	1	6	1	9
aiin	f6	6	10.197985758525	8.840214829857	1.357770928668	5	5	5	5
aiin	f66	3	4.340074989886	3.080611613257	1.259463376628	2	3	2	3
aiin	f7	4	4.145075014768	3.865839048498	0.279235966270	4	4	4	4
aiin	f75	1	2.290931501302	2.909547194984	-0.618615693682	0	1	0	1
aiin	f76	12	29.790601663542	22.085389818557	7.705211844985	4	11	4	11
aiin	f77	4	6.877235804013	4.866966043687	2.010269760327	3	4	3	4
aiin	f78	3	4.340074989886	3.086440107958	1.253634881928	2	3	2	3
aiin	f79	3	8.387346619428	5.236937861736	3.150408757693	0	3	0	3
aiin	f8	1	1.027316417239	0.528104050580	0.499212366658	1	1	1	1
aiin	f80	2	2.060565133872	1.480430456827	0.580134677045	2	2	2	2
aiin	f81	4	8.112864052507	7.805927919798	0.306936132709	3	3	3	3
aiin	f82	3	4.340074989886	3.280730485000	1.059344504886	2	3	2	3
aiin	f83	8	20.920551713875	16.147515062982	4.773036650893	3	8	3	7
aiin	f85	6	10.179006970035	9.568709264707	0.610297705328	4	6	4	5
aiin	f86	15	35.926355448640	32.079909277028	3.846446171611	2	14	2	14
aiin	f87	2	4.816207963364	2.675317647661	2.140890315703	1	2	1	2
aiin	f88	1	3.794593899921	1.982866648357	1.811727251564	0	1	0	1
aiin	f89	4	4.145075014768	3.414022159835	0.731052854934	4	4	4	4
aiin	f9	7	10.918513820496	9.594878301177	1.323635519319	6	6	6	6
aiin	f93	1	1.027316417239	0.951919849461	0.075396567778	1	1	1	1
aiin	f94	2	3.312545564744	2.338607154245	0.973938410500	1	2	1	2
aiin	f95	4	9.021933265732	8.068209849688	0.953723416044	2	3	2	3
aiin	f96	2	3.312545564744	2.338607154245	0.973938410500	1	2	1	2
aiin	f99	4	5.373573405394	4.470547064387	0.903026341007	3	4	3	4
ain	f1	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f10	2	4.796015241821	4.320784913337	0.475230328484	1	2	1	2
ain	f102	1	1.697072867043	1.207488414399	0.489584452644	1	1	1	1
ain	f103	2	4.796015241821	3.000342480309	1.795672761512	1	2	1	2
ain	f105	1	4.625989768981	3.680549881811	0.945439887170	0	0	0	0
ain	f107	3	7.818300810435	5.402508905539	2.415791904897	2	2	2	3
ain	f108	3	10.966011338387	7.942227368539	3.023783969848	0	2	0	2
ain	f111	6	24.922079509360	20.663619680700	4.258459828660	2	2	2	3
ain	f112	4	13.380046832002	9.923671945572	3.456374886429	0	4	0	4
ain	f114	3	7.818300810435	7.625047588015	0.193253222421	2	2	2	2
ain	f115	1	4.419538891514	3.129342154697	1.290196736816	0	0	0	1
ain	f116	2	3.434999543155	2.278325495343	1.156674047812	2	2	2	2
ain	f14	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f15	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f23	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f24	1	3.116976121493	3.403597347645	-0.286621226151	0	1	0	1
ain	f27	2	3.434999543155	2.100896196562	1.334103346594	2	2	2	2
ain	f28	2	6.098578011842	4.081928882966	2.016649128876	1	1	1	2
ain	f29	1	4.419538891514	3.129342154697	1.290196736816	0	0	0	1
ain	f30	1	4.419538891514	3.129342154697	1.290196736816	0	0	0	1
ain	f32	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f33	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f35	2	3.434999543155	2.222001230963	1.212998312192	2	2	2	2
ain	f37	2	3.434999543155	2.598787819661	0.836211723494	2	2	2	2
ain	f38	2	3.434999543155	2.222001230963	1.212998312192	2	2	2	2
ain	f4	1	6.004501392235	7.130032274319	-1.125530882084	0	0	0	0
ain	f40	2	6.305028889309	4.632944051764	1.672084837545	1	1	1	1
ain	f42	3	7.818300810435	5.090477472861	2.727823337575	2	2	2	3
ain	f45	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f47	2	3.434999543155	2.068317722962	1.366681820193	2	2	2	2
ain	f48	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f49	1	4.419538891514	3.129342154697	1.290196736816	0	0	0	1
ain	f55	1	4.625989768981	4.053410992716	0.572578776265	0	0	0	0
ain	f7	2	3.434999543155	2.222001230963	1.212998312192	2	2	2	2
ain	f75	1	3.116976121493	2.971348909303	0.145627212191	0	1	0	1
ain	f76	2	9.103443767013	10.715278086454	-1.611834319441	0	1	0	1
ain	f77	2	6.376259193640	6.346965641711	0.029293551929	0	2	0	2
ain	f78	3	8.037094436449	8.224475996592	-0.187381560143	1	3	1	3
ain	f79	6	15.996607915835	12.035130357431	3.961477558404	4	5	4	5
ain	f8	3	5.215450265425	3.328255600858	1.887194664567	3	3	3	3
ain	f80	1	6.004501392235	5.604730649609	0.399770742626	0	0	0	0
ain	f81	2	4.796015241821	3.000342480309	1.795672761512	1	2	1	2
ain	f83	3	5.215450265425	3.297200981425	1.918249284000	3	3	3	3
ain	f85	2	7.724932143760	6.046598071270	1.678334072490	0	1	0	1
ain	f86	1	3.116976121493	1.997208899669	1.119767221825	0	1	0	1
ain	f89	1	1.697072867043	1.005450846064	0.691622020979	1	1	1	1
ain	f95	1	1.697072867043	1.089058011971	0.608014855072	1	1	1	1
