mode	external_tag	predictions	weighted_page_mass	nuisance_bits	held_bits	gain_bits
CROSS_FRAME	SOURCE_BIOLOGICAL_OR_BATH_PAGE	1024	187.920615599	30.5471042891	48.0216257131	-17.474521424
CROSS_FRAME	SOURCE_HERBAL_PAGE	1024	187.920615599	3.80387691444	72.8772088847	-69.0733319702
CROSS_FRAME	SOURCE_PHARMACEUTICAL_PAGE	1024	187.920615599	18.2137891113	38.715869619	-20.5020805077
CROSS_FRAME	TEXT_BETWEEN_GRAPHICS	1024	187.920615599	57.7073708501	63.8373485058	-6.12997765565
CROSS_FRAME	TEXT_LABELS	1024	187.920615599	65.4900144214	90.6466379313	-25.1566235099
SAME_FRAME	SOURCE_BIOLOGICAL_OR_BATH_PAGE	1006	185.59332355	30.2096643055	65.0424873512	-34.8328230457
SAME_FRAME	SOURCE_HERBAL_PAGE	1006	185.59332355	3.75766007895	129.837213349	-126.07955327
SAME_FRAME	SOURCE_PHARMACEUTICAL_PAGE	1006	185.59332355	18.1096709524	51.4383225716	-33.3286516192
SAME_FRAME	TEXT_BETWEEN_GRAPHICS	1006	185.59332355	56.5797267474	67.1246694315	-10.5449426841
SAME_FRAME	TEXT_LABELS	1006	185.59332355	65.0291769187	106.045708768	-41.0165318493
ANY_FRAME	SOURCE_BIOLOGICAL_OR_BATH_PAGE	1032	188.5	30.5661586522	68.7926602355	-38.2265015832
ANY_FRAME	SOURCE_HERBAL_PAGE	1032	188.5	3.82293127758	138.730725278	-134.907794
ANY_FRAME	SOURCE_PHARMACEUTICAL_PAGE	1032	188.5	18.2328434745	59.857578035	-41.6247345605
ANY_FRAME	TEXT_BETWEEN_GRAPHICS	1032	188.5	57.8508911821	67.3954070749	-9.54451589271
ANY_FRAME	TEXT_LABELS	1032	188.5	65.5090687846	112.669846728	-47.1607779433
