control_id	model	scored_events	bits	bits_per_event	top1	top1_rate
AUGSBURG_ACCOUNTS_1402_1424	POSITION_CONTEXT	3966	1135.087431431398	0.286204596932	3754	0.946545637922
AUGSBURG_ACCOUNTS_1402_1424	OTHER_POSITION_HOST_BAG	3966	1191.163176291608	0.300343715656	3754	0.946545637922
AUGSBURG_ACCOUNTS_1402_1424	CROSS_HOST_POSITION_TRANSFER	3966	1373.985541741341	0.346441135084	3754	0.946545637922
ARBITRARY_LOCAL_CODEBOOK	POSITION_CONTEXT	2976	2784.168142380953	0.935540370424	2461	0.826948924731
ARBITRARY_LOCAL_CODEBOOK	OTHER_POSITION_HOST_BAG	2976	2709.853153777635	0.910568936081	2461	0.826948924731
ARBITRARY_LOCAL_CODEBOOK	CROSS_HOST_POSITION_TRANSFER	2976	2720.363310531160	0.914100574775	2461	0.826948924731
COMPOSITIONAL_TECHNICAL_NOTATION	POSITION_CONTEXT	3289	6630.267704749559	2.015891670644	1742	0.529644268775
COMPOSITIONAL_TECHNICAL_NOTATION	OTHER_POSITION_HOST_BAG	3289	7017.701791519809	2.133688595780	1676	0.509577379143
COMPOSITIONAL_TECHNICAL_NOTATION	CROSS_HOST_POSITION_TRANSFER	3289	6723.592155513420	2.044266389636	1759	0.534813013074
HYBRID_SHORTHAND	POSITION_CONTEXT	3186	5698.338089862918	1.788555583761	1979	0.621155053358
HYBRID_SHORTHAND	OTHER_POSITION_HOST_BAG	3186	6472.468335449129	2.031534317467	1977	0.620527306968
HYBRID_SHORTHAND	CROSS_HOST_POSITION_TRANSFER	3186	5851.767416481141	1.836712936749	2027	0.636220966729
LATIN_SCHOLASTIC_GRAPHEMATIC	POSITION_CONTEXT	1143	1786.472813522629	1.562968340790	813	0.711286089239
LATIN_SCHOLASTIC_GRAPHEMATIC	OTHER_POSITION_HOST_BAG	1143	1790.360733385105	1.566369845481	813	0.711286089239
LATIN_SCHOLASTIC_GRAPHEMATIC	CROSS_HOST_POSITION_TRANSFER	1143	1793.669529696228	1.569264680399	813	0.711286089239
LATIN_MEDICAL_GRAPHEMATIC	POSITION_CONTEXT	930	2127.217348275155	2.287330482016	460	0.494623655914
LATIN_MEDICAL_GRAPHEMATIC	OTHER_POSITION_HOST_BAG	930	2118.811649835801	2.278292096598	457	0.491397849462
LATIN_MEDICAL_GRAPHEMATIC	CROSS_HOST_POSITION_TRANSFER	930	2104.556785477906	2.262964285460	461	0.495698924731
LATIN_15C_GRAPHEMATIC	POSITION_CONTEXT	1231	2050.082551856407	1.665379814668	777	0.631194151097
LATIN_15C_GRAPHEMATIC	OTHER_POSITION_HOST_BAG	1231	2056.804811783132	1.670840626956	782	0.635255889521
LATIN_15C_GRAPHEMATIC	CROSS_HOST_POSITION_TRANSFER	1231	2036.929708891376	1.654695133137	777	0.631194151097
VOYNICH_REFERENCE	POSITION_CONTEXT	7347	14851.540099252816	2.021442779264	3773	0.513542942698
VOYNICH_REFERENCE	OTHER_POSITION_HOST_BAG	7347	14755.594431600946	2.008383616660	3748	0.510140193276
VOYNICH_REFERENCE	CROSS_HOST_POSITION_TRANSFER	7347	16070.976564980967	2.187420248398	2919	0.397305022458
