encoding	representation	axes	summed_gain_vs_nuisance_bits	summed_increment_vs_page_host_bits	axes_increment_positive_vs_host	selector_cost_bits	selector_paid_increment_vs_host_bits	semantic_role
ACTIVE_ONLY	RAW_CHAR3	8	0.719233036608	-26.7427401352	4	0	-26.7427401352	UNASSIGNED
ACTIVE_ONLY	PAGE_HOST_CHAR3	8	27.4619731718	0	0	2.58496250072	0	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_WRAPPER	8	16.9005117919	-10.5614613798	3	2.58496250072	-13.1464238805	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_FRAME	8	16.7373911141	-10.7245820577	1	2.58496250072	-13.3095445584	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_RIGHT	8	30.6539111617	3.19193798997	2	2.58496250072	0.606975489247	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_DY	8	37.4728959841	10.0109228123	5	2.58496250072	7.42596031159	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_B3	8	27.1239787125	-0.337994459309	3	2.58496250072	-2.92295696003	UNASSIGNED
ACTIVE_ONLY	HOST_PLUS_ALL	8	11.9845549046	-15.4774182672	2	0	-15.4774182672	UNASSIGNED
ACTIVE_ONLY	COMPILER_ONLY	8	-121.298195359	-148.760168531	1	0	-148.760168531	UNASSIGNED
CATEGORICAL_LEVEL	RAW_CHAR3	8	0.719233036608	-26.7427401352	4	0	-26.7427401352	UNASSIGNED
CATEGORICAL_LEVEL	PAGE_HOST_CHAR3	8	27.4619731718	0	0	2.58496250072	0	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_WRAPPER	8	35.7263405597	8.26436738794	3	2.58496250072	5.67940488722	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_FRAME	8	28.6002453238	1.138272152	3	2.58496250072	-1.44669034872	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_RIGHT	8	28.5844465268	1.12247335499	4	2.58496250072	-1.46248914573	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_DY	8	46.4991798071	19.0372066354	6	2.58496250072	16.4522441347	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_B3	8	54.8800246477	27.418051476	6	2.58496250072	24.8330889753	UNASSIGNED
CATEGORICAL_LEVEL	HOST_PLUS_ALL	8	11.8363052526	-15.6256679192	4	0	-15.6256679192	UNASSIGNED
CATEGORICAL_LEVEL	COMPILER_ONLY	8	-121.298195359	-148.760168531	1	0	-148.760168531	UNASSIGNED
