section	model	events	gain_bits	gain_bits_per_event
B	ROBUST_TWO_RULE	1387	93.754070419977	0.067594859712
B	FULL_GDT318_ANCHOR	1387	107.038686349943	0.077172809192
C	ROBUST_TWO_RULE	77	2.555566768534	0.033189178812
C	FULL_GDT318_ANCHOR	77	3.482947592037	0.045233085611
H	ROBUST_TWO_RULE	2111	-8.639384007817	-0.004092555191
H	FULL_GDT318_ANCHOR	2111	25.224115214156	0.011948893991
P	ROBUST_TWO_RULE	156	2.813786693911	0.018037094192
P	FULL_GDT318_ANCHOR	156	5.855589091882	0.037535827512
S	ROBUST_TWO_RULE	1622	42.305436487184	0.026082266638
S	FULL_GDT318_ANCHOR	1622	49.627839167544	0.030596694925
T	ROBUST_TWO_RULE	254	1.707253131146	0.006721469020
T	FULL_GDT318_ANCHOR	254	2.756935170984	0.010854075476
