scope_a	scope_b	js_divergence	includes_q13
HERBAL_A	HERBAL_B	0.158400935935	0
HERBAL_A	OTHER_A	0.0201019603764	0
HERBAL_A	OTHER_B	0.133651425108	0
HERBAL_A	Q13	0.233055971553	1
HERBAL_A	STARS_B	0.133415408697	0
HERBAL_B	OTHER_A	0.105743053438	0
HERBAL_B	OTHER_B	0.0121825413556	0
HERBAL_B	Q13	0.0363262276821	1
HERBAL_B	STARS_B	0.0160510821694	0
OTHER_A	OTHER_B	0.0780096568575	0
OTHER_A	Q13	0.157104127149	1
OTHER_A	STARS_B	0.0785961630684	0
OTHER_B	Q13	0.018753904985	1
OTHER_B	STARS_B	0.000362382674374	0
Q13	STARS_B	0.0172730099539	1
