control_id	architecture_category	mode	capacity_status	euclidean_distance_to_voynich	exact_sign_match	component_rank_match	rank_among_scored_controls
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	UNSCORED_NO_CONTEXT_REUSE	0.185962819599	0	0	NA
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	UNSCORED_NO_CONTEXT_REUSE	0.260586905547	0	0	NA
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	UNSCORED_NO_CONTEXT_REUSE	0.185962819599	0	0	NA
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	UNSCORED_NO_CONTEXT_REUSE	0.260586905547	0	0	NA
LEARNED_ABBREVIATION_MAP	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	STANDARD_HELD_FOLIO	UNSCORED_NO_WRAPPER_CAPACITY	0.185962819599	0	0	NA
LEARNED_ABBREVIATION_MAP	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	UNSCORED_NO_WRAPPER_CAPACITY	0.260586905547	0	0	NA
LEARNED_ABBREVIATION_SAMPLED	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	STANDARD_HELD_FOLIO	UNSCORED_NO_WRAPPER_CAPACITY	0.185962819599	0	0	NA
LEARNED_ABBREVIATION_SAMPLED	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	UNSCORED_NO_WRAPPER_CAPACITY	0.260586905547	0	0	NA
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	SCORED	0.159365965315	0	1	5
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.248120857170	1	0	4
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	STANDARD_HELD_FOLIO	SCORED	0.209946539866	0	0	7
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.295545900808	0	0	7
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	STANDARD_HELD_FOLIO	SCORED	0.208972424035	0	0	6
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.287875042541	0	0	6
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	STANDARD_HELD_FOLIO	SCORED	0.141790333102	0	0	4
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.223150611574	0	0	1
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	SCORED	0.093472418357	0	0	1
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.246745357563	1	0	3
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	SCORED	0.105504275105	0	0	2
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.272944664133	1	0	5
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	SCORED	0.133473855901	0	0	3
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.240465746451	1	0	2
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	STANDARD_HELD_FOLIO	SCORED	0.000000000000	1	1	NA
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	NESTED_UNSEEN_HOST_BUCKET	SCORED	0.000000000000	1	1	NA
