artifact	frozen_sha256	immutability
GDT277_GDT276_SIGNATURE_CALIBRATION_METHOD.md	94b34d68f7c08da28c9957f862b153b8ed535a9b59fea4a16642ce7ec5df76c0	MUST_REMAIN_BYTE_IDENTICAL
GDT277_GDT276_SIGNATURE_CALIBRATION_REPORT.md	2d9550ec0554c439c78004c14e81f7d2672f19943f447ac4ac83be734941f0e4	MUST_REMAIN_BYTE_IDENTICAL
freeze_gdt277_signature_calibration.py	bab23c18ae127d0f1c4d4b7ea98829ef6d4c51b33db9463aa8e4c671a8ba9a21	MUST_REMAIN_BYTE_IDENTICAL
validate_gdt277_design.py	61b4e6b3c78ad5d8cb2e142287351e65e5ea41ad0d47ab3d8aec29aa5e58c4d4	MUST_REMAIN_BYTE_IDENTICAL
run_gdt277_signature_calibration.py	1ec9ed63a978aa0cd8168c60df146b57f54bc2c29cd6ff8045ed1679969a44cb	MUST_REMAIN_BYTE_IDENTICAL
validate_gdt277_signature_calibration.py	ca7bc81bd5e77cdd2395d26932a6e02c20f68f627415079304416b94a41e51be	MUST_REMAIN_BYTE_IDENTICAL
gdt277_capacity_audit.tsv	085e0066372f293d3f9aa89f5147b37e69df1d08e993245ee167d8b23a14e6c9	MUST_REMAIN_BYTE_IDENTICAL
gdt277_control_manifest.tsv	2da2667ab1a99ebc4216127de3708545019b40bac31284e1753f95713db662c7	MUST_REMAIN_BYTE_IDENTICAL
gdt277_counterexamples.tsv	b2127754a441fb1f12068f8d9afe9cc11a30dc3143e2a47155aece885c74566f	MUST_REMAIN_BYTE_IDENTICAL
gdt277_design.json	abd6386d058dfea259a4357e69a915a935929a1fdd665d3fab137d52f831b182	MUST_REMAIN_BYTE_IDENTICAL
gdt277_design_validation.json	cfd653f67e3431b51692b89cd04d9b9d539d25cabcf6a54f825941b8f557f42d	MUST_REMAIN_BYTE_IDENTICAL
gdt277_folio_scores.tsv	55cf5f115c2a576437bc895e3e91e9693a934692a96197dcc5c713352af5ed95	MUST_REMAIN_BYTE_IDENTICAL
gdt277_gdt276_freeze_manifest.tsv	c1c8e920b43c96ffbebe3a6641fc528dddbb832beb66350a21a6120a8d4a2e5e	MUST_REMAIN_BYTE_IDENTICAL
gdt277_matched_event_inventory.tsv	a1f4930cd1a96411e9242353a30dc5b57056b22c75ea7901110d5a376e5fed18	MUST_REMAIN_BYTE_IDENTICAL
gdt277_null_results.tsv	32a00a2c94366dbdda2a3f68f73dda1538aa0b20fc5d7a13ec45481d9a7baee6	MUST_REMAIN_BYTE_IDENTICAL
gdt277_representation_fold_scores.tsv	e2f41259fd18292b7d0542b58cd044f957698c8285e484bf045704fac22f16b7	MUST_REMAIN_BYTE_IDENTICAL
gdt277_representation_leakage.tsv	40179795909c996333f5bca7729083b8beefc2e53e8d1567cbb9a4f68f053ad8	MUST_REMAIN_BYTE_IDENTICAL
gdt277_result.json	197af629938f92ce73a53d81383eaf703706c5550c7ab6d4261a07410a5034be	MUST_REMAIN_BYTE_IDENTICAL
gdt277_signature_summary.tsv	079e13221d52812512a4f16fc76bcc97e08ad2bee93c5600719a8150a7f4dfd2	MUST_REMAIN_BYTE_IDENTICAL
gdt277_validation.json	2cf94217869abc529bc59d378506434e502fed4739c06649273a959af50ff7e7	MUST_REMAIN_BYTE_IDENTICAL
gdt277_world_scores.tsv	0d45f7aa143b74c526a94d56d0e3e3e567f26a770809dd5bb264449d5d962299	MUST_REMAIN_BYTE_IDENTICAL
