cell_id	pair_id	operation	page_host	source_surface_sha256	target_surface_sha256	domain_type	held_domain	source_train_events	target_train_events	source_held_events	target_held_events	train_delta_first	train_delta_middle	train_delta_last	held_delta_first	held_delta_middle	held_delta_last	train_held_dot
G307C07B73472FF14	G307P977C32AE255E	wrapper:NONE>q	chey	1e0aed276576b685912638d05dc6d76e4db060a736cd2ed9fb4ae22481c8e2a3	2c3e3843acd1da6fc35226476761c475e64172879581fed476622a7c6b3a1671	currier	A	4	2	4	6	-0.250000000000	0.250000000000	0.000000000000	-0.166666666667	0.166666666667	0.000000000000	0.083333333333
G307C33B1CA43C1C9	G307P8FFC6877CC38	wrapper:NONE>q	chy	36528d4ee8b44a3b506ef44fbf3e8f6f74b4abefe8010e2b27e52a3d7499fce2	10581f3eb7a53d5561448dbe644a8d1189e89717023660a1c7e5c05ee6d13f73	currier	A	2	4	10	18	0.000000000000	0.000000000000	0.000000000000	0.288888888889	-0.288888888889	0.000000000000	0.000000000000
G307C39BDD7CDFED0	G307PA9D8DA330595	wrapper:NONE>q	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	currier	A	6	7	8	4	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.250000000000	-0.250000000000	0.000000000000
G307C1E38F40B31A9	G307P7AEA7532A93B	wrapper:NONE>q	eey	f6b2ad9e27afc18d37708184ec4e49aee09cbbda9aee1f5a782bd6ce6ceacfda	989ef50533f0410d3185343f74f9fe238c0905bd5fb283a1e7b48c6043093844	currier	A	28	9	2	2	-0.071428571429	0.142857142857	-0.071428571429	0.500000000000	-0.500000000000	0.000000000000	-0.107142857143
G307CF1F3082C4186	G307P161B227C90BA	wrapper:NONE>q	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	currier	A	3	8	4	2	0.125000000000	-0.125000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000
G307C710264EE6469	G307P39F2DBBB9EAF	wrapper:NONE>q	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	currier	A	51	81	12	4	0.084241103849	-0.099491648511	0.015250544662	0.083333333333	-0.166666666667	0.083333333333	0.024872912128
G307C0801B9AFF84A	G307P69677E1A6226	wrapper:NONE>q	ok	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133	b8ca74070339937805eadb986b17b6b7ee5b21c5fbed63dc28402f23eb112806	currier	A	18	41	5	5	0.000000000000	-0.048780487805	0.048780487805	-0.200000000000	0.200000000000	0.000000000000	-0.009756097561
G307CBDF755721830	G307P3C2FF8DDCFF6	wrapper:NONE>q	okchy	4bfaf07ab0d1f927ef7c6907fe9cad7d86b4f959d2aca600855dd238506442b6	61e2dd324b2b889a9f4282b3c1f883c2206813ef2f5e30bf4c62f4418c743aae	currier	A	2	3	5	18	0.000000000000	0.500000000000	-0.500000000000	-0.066666666667	0.066666666667	0.000000000000	0.033333333333
G307C648923170E95	G307P0B893EBA6501	wrapper:NONE>q	okeey	99fa2a55212dbc317dce7bc555c47549f4de733f987ef499aa1977082ea99fa2	3657c5ddc1bf6597615f72c434bced259b44aa77a59ea8da9183be031ab0a92f	currier	A	19	81	3	9	0.021442495127	-0.058479532164	0.037037037037	0.333333333333	-0.444444444444	0.111111111111	0.037253627897
G307CFB8C1F2E0333	G307PBB6920BE79CD	wrapper:NONE>q	okeol	afebe00901ad67dd05c44a6a9825192074916e34db931ebd2bb5ae9453a0eeb5	6d67340e43a484c27e5e6eb2598e46c3f3ea9dd056de2030b3f1006890e768ca	currier	A	4	2	4	3	0.000000000000	0.250000000000	-0.250000000000	0.333333333333	-0.166666666667	-0.166666666667	0.000000000000
