feature	value	wrapper	observed	host_conditioned_expected	residual	shrunk_log2_multiplier
record_state	AL_STATE	ch	29	29.655430410	-0.655430410	-0.027546690
record_state	AL_STATE	che	31	30.481500891	0.518499109	0.020929869
record_state	AL_STATE	sh	18	17.863068699	0.136931301	0.008614805
record_state	AR_REFERENCE	ch	35	34.933333333	0.066666667	0.002406498
record_state	AR_REFERENCE	che	34	33.853968254	0.146031746	0.005412172
record_state	AR_REFERENCE	sh	27	27.212698413	-0.212698413	-0.009557613
record_state	CARRIER_STATE	ch	682	683.624239433	-1.624239433	-0.003406865
record_state	CARRIER_STATE	che	790	793.486445066	-3.486445066	-0.006313057
record_state	CARRIER_STATE	sh	597	591.889315502	5.110684498	0.012300058
record_state	DY_RESOLUTION	ch	58	52.597902797	5.402097203	0.129335546
record_state	DY_RESOLUTION	che	69	68.424153569	0.575846431	0.011270541
record_state	DY_RESOLUTION	sh	300	305.977943633	-5.977943633	-0.028003017
record_state	OL_STATE	ch	202	200.153971003	1.846028997	0.012923688
record_state	OL_STATE	che	76	76.582562631	-0.582562631	-0.010338917
record_state	OL_STATE	sh	156	157.263466366	-1.263466366	-0.011277525
line_position	EARLY	ch	285	308.225067560	-23.225067560	-0.111146777
line_position	EARLY	che	320	301.660808737	18.339191263	0.083795916
line_position	EARLY	sh	384	379.114123704	4.885876296	0.018235143
line_position	FIRST	ch	40	66.498118730	-26.498118730	-0.667980281
line_position	FIRST	che	34	47.708874818	-13.708874818	-0.434571771
line_position	FIRST	sh	114	73.793006452	40.206993548	0.594822084
line_position	LAST	ch	145	123.898196706	21.101803294	0.218730420
line_position	LAST	che	116	123.166395736	-7.166395736	-0.083011000
line_position	LAST	sh	88	101.935407558	-13.935407558	-0.201437004
line_position	LATE	ch	118	127.552412008	-9.552412008	-0.107904607
line_position	LATE	che	169	148.429556068	20.570443932	0.181510881
line_position	LATE	sh	129	140.018031924	-11.018031924	-0.113999299
line_position	MIDDLE	ch	411	369.183632009	41.816367991	0.152837077
line_position	MIDDLE	che	356	377.357335069	-21.357335069	-0.082922714
line_position	MIDDLE	sh	379	399.459032922	-20.459032922	-0.074887271
line_position	SINGLE	ch	7	5.607449962	1.392550038	0.177956533
line_position	SINGLE	che	5	4.505659983	0.494340017	0.073141297
line_position	SINGLE	sh	4	5.886890054	-1.886890054	-0.274594987
field_position	CLOSE	ch	58	52.597902797	5.402097203	0.129335546
field_position	CLOSE	che	69	68.424153569	0.575846431	0.011270541
field_position	CLOSE	sh	300	305.977943633	-5.977943633	-0.028003017
field_position	FIELD_INTERNAL	ch	711	690.646476690	20.353523310	0.041605264
field_position	FIELD_INTERNAL	che	673	673.962370894	-0.962370894	-0.002046347
field_position	FIELD_INTERNAL	sh	580	599.391152416	-19.391152416	-0.047045917
field_position	FIELD_START	ch	115	153.605276243	-38.605276243	-0.402406359
field_position	FIELD_START	che	160	156.235901186	3.764098814	0.033293011
field_position	FIELD_START	sh	158	123.158822571	34.841177429	0.346939166
field_position	OPEN_TAIL_END	ch	122	104.115221245	17.884778755	0.218976130
field_position	OPEN_TAIL_END	che	98	104.206204762	-6.206204762	-0.084410491
field_position	OPEN_TAIL_END	sh	60	71.678573993	-11.678573993	-0.238383789
previous_state	AL_STATE	ch	52	58.147335074	-6.147335074	-0.147759932
previous_state	AL_STATE	che	68	68.203727397	-0.203727397	-0.004020646
previous_state	AL_STATE	sh	80	73.648937529	6.351062471	0.112035565
previous_state	AR_REFERENCE	ch	48	50.437532598	-2.437532598	-0.064870688
previous_state	AR_REFERENCE	che	60	64.851993309	-4.851993309	-0.103861567
previous_state	AR_REFERENCE	sh	81	73.710474094	7.289525906	0.127781030
previous_state	BOS	ch	47	72.105568692	-25.105568692	-0.568323434
previous_state	BOS	che	39	52.214534801	-13.214534801	-0.378878173
previous_state	BOS	sh	118	79.679896506	38.320103494	0.538566904
previous_state	CARRIER_STATE	ch	165	146.399130936	18.600869064	0.167177822
previous_state	CARRIER_STATE	che	96	118.309518039	-22.309518039	-0.287928870
previous_state	CARRIER_STATE	sh	130	126.291351025	3.708648975	0.040187527
previous_state	DY_RESOLUTION	ch	82	92.337915125	-10.337915125	-0.161986473
previous_state	DY_RESOLUTION	che	130	117.473857325	12.526142675	0.140485576
previous_state	DY_RESOLUTION	sh	105	107.188227549	-2.188227549	-0.028417771
previous_state	ED_MEDIUM	ch	10	9.190286118	0.809713882	0.080058822
previous_state	ED_MEDIUM	che	13	13.051710142	-0.051710142	-0.004138612
previous_state	ED_MEDIUM	sh	8	8.758003740	-0.758003740	-0.081759530
previous_state	ENTRY_STATE	ch	106	107.453225509	-1.453225509	-0.018765366
previous_state	ENTRY_STATE	che	116	104.474089900	11.525910100	0.144417591
previous_state	ENTRY_STATE	sh	106	116.072684591	-10.072684591	-0.125313736
previous_state	OL_STATE	ch	158	149.836148694	8.163851306	0.074129636
previous_state	OL_STATE	che	154	149.079062237	4.920937763	0.045355938
previous_state	OL_STATE	sh	169	182.084789069	-13.084789069	-0.104604959
previous_state	OTHER	ch	206	191.261217078	14.738782922	0.104467887
previous_state	OTHER	che	184	179.411080788	4.588919212	0.035460888
previous_state	OTHER	sh	179	198.327702134	-19.327702134	-0.144101021
previous_state	OT_AL_LOCAL	ch	3	6.438632471	-3.438632471	-0.515842678
previous_state	OT_AL_LOCAL	che	11	10.562729437	0.437270563	0.039976799
previous_state	OT_AL_LOCAL	sh	12	8.998638092	3.001361908	0.280248270
previous_state	OT_AR_LOCAL	ch	7	5.267144646	1.732855354	0.224999390
previous_state	OT_AR_LOCAL	che	5	7.020349479	-2.020349479	-0.265478842
previous_state	OT_AR_LOCAL	sh	5	4.712505875	0.287494125	0.042084529
previous_state	OT_OL_LOCAL	ch	9	7.236088883	1.763911117	0.194284335
previous_state	OT_OL_LOCAL	che	5	5.736951978	-0.736951978	-0.102584497
previous_state	OT_OL_LOCAL	sh	8	9.026959139	-1.026959139	-0.109690662
previous_state	O_AL_LOCAL	ch	1	0.315789474	0.684210526	0.174678531
previous_state	O_AL_LOCAL	che	0	0.842105263	-0.842105263	-0.224560258
previous_state	O_AL_LOCAL	sh	1	0.842105263	0.157894737	0.038474148
previous_state	O_AR_LOCAL	ch	2	1.621830456	0.378169544	0.080124849
previous_state	O_AR_LOCAL	che	4	2.613263383	1.386736617	0.241410012
previous_state	O_AR_LOCAL	sh	1	2.764906161	-1.764906161	-0.372005989
previous_state	O_OL_LOCAL	ch	1	0.785008280	0.214991720	0.052643476
previous_state	O_OL_LOCAL	che	1	0.801703378	0.198296622	0.048485964
previous_state	O_OL_LOCAL	sh	0	0.413288342	-0.413288342	-0.114577141
previous_state	Q_OUTER_STATE	ch	109	102.132022941	6.867977059	0.089644042
previous_state	Q_OUTER_STATE	che	114	108.181953556	5.818046444	0.072317629
previous_state	Q_OUTER_STATE	sh	95	107.686023504	-12.686023504	-0.172308589
next_state	AL_STATE	ch	46	49.428583000	-3.428583000	-0.093867230
next_state	AL_STATE	che	65	59.952170807	5.047829193	0.107977178
next_state	AL_STATE	sh	50	51.619246194	-1.619246194	-0.041860923
next_state	AR_REFERENCE	ch	44	49.197362080	-5.197362080	-0.145440885
next_state	AR_REFERENCE	che	57	55.383812686	1.616187314	0.038106363
next_state	AR_REFERENCE	sh	55	51.418825234	3.581174766	0.088785875
next_state	CARRIER_STATE	ch	178	155.275801042	22.724198958	0.191287029
next_state	CARRIER_STATE	che	107	124.239297024	-17.239297024	-0.206546076
next_state	CARRIER_STATE	sh	131	136.484901933	-5.484901933	-0.057041458
next_state	DY_RESOLUTION	ch	98	112.874592601	-14.874592601	-0.194608447
next_state	DY_RESOLUTION	che	160	146.874768629	13.125231371	0.119583814
next_state	DY_RESOLUTION	sh	184	182.250638771	1.749361229	0.013415594
next_state	ED_MEDIUM	ch	2	4.050757546	-2.050757546	-0.370683628
next_state	ED_MEDIUM	che	13	9.656086466	3.343913534	0.296496987
next_state	ED_MEDIUM	sh	8	9.293155988	-1.293155988	-0.136812881
next_state	ENTRY_STATE	ch	87	80.994282886	6.005717114	0.097393112
next_state	ENTRY_STATE	che	65	67.621565341	-2.621565341	-0.053043105
next_state	ENTRY_STATE	sh	59	62.384151773	-3.384151773	-0.074337416
next_state	EOS	ch	152	129.505646669	22.494353331	0.223097819
next_state	EOS	che	121	127.672055719	-6.672055719	-0.074440799
next_state	EOS	sh	92	107.822297612	-15.822297612	-0.217995570
next_state	OL_STATE	ch	126	132.512589860	-6.512589860	-0.069996898
next_state	OL_STATE	che	111	110.417213782	0.582786218	0.007266396
next_state	OL_STATE	sh	147	141.070196358	5.929803642	0.057409478
next_state	OTHER	ch	195	185.186071985	9.813928015	0.072588404
next_state	OTHER	che	171	168.437392368	2.562607632	0.021160458
next_state	OTHER	sh	175	187.376535646	-12.376535646	-0.095935936
next_state	OT_AL_LOCAL	ch	3	6.434923858	-3.434923858	-0.515374854
next_state	OT_AL_LOCAL	che	9	6.067139406	2.932860594	0.339144459
next_state	OT_AL_LOCAL	sh	7	6.497936736	0.502063264	0.061659408
next_state	OT_AR_LOCAL	ch	4	4.340695705	-0.340695705	-0.053605006
next_state	OT_AR_LOCAL	che	3	3.957653914	-0.957653914	-0.163120928
next_state	OT_AR_LOCAL	sh	6	4.701650381	1.298349619	0.181201429
next_state	OT_OL_LOCAL	ch	9	7.660977972	1.339022028	0.145037980
next_state	OT_OL_LOCAL	che	1	4.398795181	-3.398795181	-0.647513331
next_state	OT_OL_LOCAL	sh	8	5.940226847	2.059773153	0.248868970
next_state	O_AR_LOCAL	ch	1	0.538255034	0.461744966	0.115531010
next_state	O_AR_LOCAL	che	0	0.183892617	-0.183892617	-0.052107739
next_state	O_AR_LOCAL	sh	0	0.277852349	-0.277852349	-0.078022896
next_state	O_OL_LOCAL	ch	0	0.960477256	-0.960477256	-0.253499757
next_state	O_OL_LOCAL	che	2	0.695003729	1.304996271	0.297658136
next_state	O_OL_LOCAL	sh	0	0.344519016	-0.344519016	-0.096132022
next_state	Q_OUTER_STATE	ch	61	82.003859484	-21.003859484	-0.398613376
next_state	Q_OUTER_STATE	che	115	117.271782742	-2.271782742	-0.027057099
next_state	Q_OUTER_STATE	sh	176	152.724357775	23.275642225	0.198584221
own_dy_closure	0	ch	948	948.366974178	-0.366974178	-0.000555435
own_dy_closure	0	che	931	934.404476842	-3.404476842	-0.005237939
own_dy_closure	0	sh	798	794.228548980	3.771451020	0.006791870
own_dy_closure	1	ch	58	52.597902797	5.402097203	0.129335546
own_dy_closure	1	che	69	68.424153569	0.575846431	0.011270541
own_dy_closure	1	sh	300	305.977943633	-5.977943633	-0.028003017
dy_adjacency	PREV0_NEXT0	ch	844	814.377560946	29.622439054	0.051236169
dy_adjacency	PREV0_NEXT0	che	739	766.546755950	-27.546755950	-0.052450966
dy_adjacency	PREV0_NEXT0	sh	838	840.075683104	-2.075683104	-0.003547921
dy_adjacency	PREV0_NEXT1	ch	80	94.249400904	-14.249400904	-0.223595553
dy_adjacency	PREV0_NEXT1	che	131	118.808017136	12.191982864	0.135501913
dy_adjacency	PREV0_NEXT1	sh	155	152.942581960	2.057418040	0.018671725
dy_adjacency	PREV1_NEXT0	ch	64	73.712723429	-9.712723429	-0.190000495
dy_adjacency	PREV1_NEXT0	che	101	89.407105832	11.592894168	0.167096907
dy_adjacency	PREV1_NEXT0	sh	76	77.880170739	-1.880170739	-0.033105067
dy_adjacency	PREV1_NEXT1	ch	18	18.625191696	-0.625191696	-0.038692174
dy_adjacency	PREV1_NEXT1	che	29	28.066751493	0.933248507	0.040153426
dy_adjacency	PREV1_NEXT1	sh	29	29.308056811	-0.308056811	-0.013012668
field_index	1	ch	741	722.450921327	18.549078673	0.036325713
field_index	1	che	578	625.321500129	-47.321500129	-0.112591990
field_index	1	sh	789	760.227578545	28.772421455	0.053250139
field_index	2	ch	166	159.321207329	6.678792671	0.057477638
field_index	2	che	227	207.324799301	19.675200699	0.127851919
field_index	2	sh	177	203.353993370	-26.353993370	-0.195098301
field_index	3	ch	99	119.192748320	-20.192748320	-0.255997408
field_index	3	che	195	170.182330981	24.817669019	0.191142729
field_index	3	sh	132	136.624920699	-4.624920699	-0.047899255
section	B	ch	83	136.643837383	-53.643837383	-0.686692406
section	B	che	272	228.847374361	43.152625639	0.244318746
section	B	sh	293	282.508788256	10.491211744	0.051706275
section	C	ch	13	9.842167520	3.157832480	0.278295111
section	C	che	6	11.203989072	-5.203989072	-0.558845493
section	C	sh	12	9.953843408	2.046156592	0.185018416
section	H	ch	585	478.738863725	106.261136275	0.286486505
section	H	che	195	330.668505975	-135.668505975	-0.747037183
section	H	sh	387	357.592630300	29.407369700	0.112504052
section	P	ch	44	48.968902919	-4.968902919	-0.139346611
section	P	che	58	41.703916895	16.296083105	0.431808280
section	P	sh	49	60.327180186	-11.327180186	-0.274723961
section	S	ch	237	274.195969662	-37.195969662	-0.206271068
section	S	che	420	326.741807147	93.258192853	0.357402005
section	S	sh	262	318.062223191	-56.062223191	-0.274972319
section	T	ch	44	52.575135767	-8.575135767	-0.232664159
section	T	che	49	63.663036962	-14.663036962	-0.346574262
section	T	sh	95	71.761827272	23.238172728	0.381539040
currier	A	ch	543	474.528624659	68.471375341	0.192558956
currier	A	che	192	282.238630125	-90.238630125	-0.544054158
currier	A	sh	391	369.232745217	21.767254783	0.081564631
currier	B	ch	463	526.436252317	-63.436252317	-0.183388116
currier	B	che	808	720.590000286	87.409999714	0.164100779
currier	B	sh	707	730.973747397	-23.973747397	-0.047777064
hand	1	ch	527	457.154524011	69.845475989	0.203050940
hand	1	che	178	269.557523411	-91.557523411	-0.585264796
hand	1	sh	378	356.287952578	21.712047422	0.084195244
hand	2	ch	201	239.290920832	-38.290920832	-0.245955909
hand	2	che	375	360.655450374	14.344549626	0.055514552
hand	2	sh	417	393.053628795	23.946371205	0.084280184
hand	3	ch	259	282.526126667	-23.526126667	-0.123155126
hand	3	che	409	342.652594940	66.347405060	0.251984410
hand	3	sh	274	316.821278392	-42.821278392	-0.205994596
hand	5	ch	11	12.924297720	-1.924297720	-0.163844690
hand	5	che	18	20.178077314	-2.178077314	-0.130534257
hand	5	sh	26	21.897624966	4.102375034	0.204789426
hand	@	ch	8	9.069007745	-1.069007745	-0.114008959
hand	@	che	20	9.784984372	10.215015628	0.757795376
hand	@	sh	3	12.146007882	-9.146007882	-1.099800807
register	B|B|2	ch	83	136.643837383	-53.643837383	-0.686692406
register	B|B|2	che	272	228.847374361	43.152625639	0.244318746
register	B|B|2	sh	293	282.508788256	10.491211744	0.051706275
register	C|B|2	ch	13	9.842167520	3.157832480	0.278295111
register	C|B|2	che	6	11.203989072	-5.203989072	-0.558845493
register	C|B|2	sh	12	9.953843408	2.046156592	0.185018416
register	H|A|1	ch	481	404.848127172	76.151872828	0.245866908
register	H|A|1	che	119	225.163321576	-106.163321576	-0.892317826
register	H|A|1	sh	322	291.988551252	30.011448748	0.138883319
register	H|B|2	ch	69	50.789156244	18.210843756	0.407540539
register	H|B|2	che	58	69.004756383	-11.004756383	-0.232266169
register	H|B|2	sh	39	46.206087373	-7.206087373	-0.218811804
register	H|B|3	ch	30	17.399164750	12.600835250	0.643909986
register	H|B|3	che	9	25.695772166	-16.695772166	-1.132613135
register	H|B|3	sh	15	10.905063084	4.094936916	0.330513906
register	H|B|5	ch	5	5.702415558	-0.702415558	-0.097936453
register	H|B|5	che	9	10.804655850	-1.804655850	-0.174922793
register	H|B|5	sh	11	8.492928592	2.507071408	0.245868391
register	P|A|1	ch	44	48.968902919	-4.968902919	-0.139346611
register	P|A|1	che	58	41.703916895	16.296083105	0.431808280
register	P|A|1	sh	49	60.327180186	-11.327180186	-0.274723961
register	S|A|3	ch	16	17.374100648	-1.374100648	-0.091440365
register	S|A|3	che	14	12.681106714	1.318893286	0.103790838
register	S|A|3	sh	13	12.944792638	0.055207362	0.004431654
register	S|B|3	ch	213	247.752861269	-34.752861269	-0.213399289
register	S|B|3	che	386	304.275716061	81.724283939	0.338275048
register	S|B|3	sh	246	292.971422670	-46.971422670	-0.247486610
register	S|B|@	ch	8	9.069007745	-1.069007745	-0.114008959
register	S|B|@	che	20	9.784984372	10.215015628	0.757795376
register	S|B|@	sh	3	12.146007882	-9.146007882	-1.099800807
register	T|A|1	ch	2	3.337493920	-1.337493920	-0.252258882
register	T|A|1	che	1	2.690284940	-1.690284940	-0.358074553
register	T|A|1	sh	7	3.972221140	3.027778860	0.419497321
register	T|B|2	ch	36	42.015759685	-6.015759685	-0.197520520
register	T|B|2	che	39	51.599330558	-12.599330558	-0.363281466
register	T|B|2	sh	73	54.384909757	18.615090243	0.393377748
register	T|B|5	ch	6	7.221882162	-1.221882162	-0.151962953
register	T|B|5	che	9	9.373421464	-0.373421464	-0.037976696
register	T|B|5	sh	15	13.404696374	1.595303626	0.119926051
