cell_id	events	folios	wrapper_classes	wrapper_counts_json	line_start_events	prev_dy_events	license_state
00d8ebe3c68294eeac39	11	9	ch|che	"{""NONE"":0,""ch"":4,""che"":7,""d"":0,""q"":0,""s"":0,""sh"":0,""t"":0}"	0	1	OBSERVED_COMPATIBILITY_CELL
026c3c1dad06695364cf	21	13	NONE|ch|d|sh	"{""NONE"":1,""ch"":5,""che"":0,""d"":11,""q"":0,""s"":0,""sh"":4,""t"":0}"	0	1	OBSERVED_COMPATIBILITY_CELL
0275fbf14e07935b0a45	115	29	NONE|ch|che|q	"{""NONE"":22,""ch"":2,""che"":1,""d"":0,""q"":90,""s"":0,""sh"":0,""t"":0}"	11	27	OBSERVED_COMPATIBILITY_CELL
03626ca94cb17800d767	37	21	NONE|d|q|sh|t	"{""NONE"":1,""ch"":0,""che"":0,""d"":1,""q"":1,""s"":0,""sh"":28,""t"":6}"	0	4	OBSERVED_COMPATIBILITY_CELL
0624a2d057f60b99ad1e	53	22	NONE|ch|q	"{""NONE"":31,""ch"":2,""che"":0,""d"":0,""q"":20,""s"":0,""sh"":0,""t"":0}"	3	8	OBSERVED_COMPATIBILITY_CELL
07913ef9b1fb773cd325	16	10	NONE|ch|q	"{""NONE"":5,""ch"":1,""che"":0,""d"":0,""q"":10,""s"":0,""sh"":0,""t"":0}"	2	4	OBSERVED_COMPATIBILITY_CELL
08bd5ca0c2ad137a056d	40	22	NONE|ch|che|q|sh	"{""NONE"":8,""ch"":3,""che"":2,""d"":0,""q"":25,""s"":0,""sh"":2,""t"":0}"	4	8	OBSERVED_COMPATIBILITY_CELL
090dc38bb2637c5ba3fe	22	16	NONE|ch|sh	"{""NONE"":19,""ch"":2,""che"":0,""d"":0,""q"":0,""s"":0,""sh"":1,""t"":0}"	0	1	OBSERVED_COMPATIBILITY_CELL
0aa37cd1b5e88dc8f9af	25	16	NONE|ch|che|s|sh	"{""NONE"":9,""ch"":9,""che"":3,""d"":0,""q"":0,""s"":2,""sh"":2,""t"":0}"	2	3	OBSERVED_COMPATIBILITY_CELL
0bdc8b6db811b4e67a63	15	13	NONE|ch|d|s	"{""NONE"":4,""ch"":2,""che"":0,""d"":6,""q"":0,""s"":3,""sh"":0,""t"":0}"	0	2	OBSERVED_COMPATIBILITY_CELL
0bf5b28b5649066313ca	20	16	NONE|ch|che|q|sh	"{""NONE"":3,""ch"":10,""che"":1,""d"":0,""q"":1,""s"":0,""sh"":5,""t"":0}"	2	1	OBSERVED_COMPATIBILITY_CELL
0f18de177ed7c878bf95	19	17	NONE|ch|d|sh	"{""NONE"":5,""ch"":6,""che"":0,""d"":6,""q"":0,""s"":0,""sh"":2,""t"":0}"	1	0	OBSERVED_COMPATIBILITY_CELL
10488b911aae52b3b334	10	9	NONE|q	"{""NONE"":5,""ch"":0,""che"":0,""d"":0,""q"":5,""s"":0,""sh"":0,""t"":0}"	5	0	OBSERVED_COMPATIBILITY_CELL
12286f9a28a5c841bc2d	12	12	NONE|ch|che	"{""NONE"":10,""ch"":1,""che"":1,""d"":0,""q"":0,""s"":0,""sh"":0,""t"":0}"	0	0	OBSERVED_COMPATIBILITY_CELL
12efe866f335461823a6	41	27	NONE|ch|d|s|t	"{""NONE"":9,""ch"":1,""che"":0,""d"":22,""q"":0,""s"":8,""sh"":0,""t"":1}"	13	2	OBSERVED_COMPATIBILITY_CELL
143765800c8b0c917d59	10	6	NONE|ch|che	"{""NONE"":4,""ch"":3,""che"":3,""d"":0,""q"":0,""s"":0,""sh"":0,""t"":0}"	0	1	OBSERVED_COMPATIBILITY_CELL
1645e612504fcef59ced	123	28	NONE|ch|che|q	"{""NONE"":33,""ch"":6,""che"":3,""d"":0,""q"":81,""s"":0,""sh"":0,""t"":0}"	12	26	OBSERVED_COMPATIBILITY_CELL
1673a830c8d7c1486a9a	10	7	NONE|ch	"{""NONE"":9,""ch"":1,""che"":0,""d"":0,""q"":0,""s"":0,""sh"":0,""t"":0}"	0	2	OBSERVED_COMPATIBILITY_CELL
17fc658861c19549eb04	23	18	NONE|ch|q	"{""NONE"":19,""ch"":1,""che"":0,""d"":0,""q"":3,""s"":0,""sh"":0,""t"":0}"	0	6	OBSERVED_COMPATIBILITY_CELL
1b1ffdd869fb1429ad03	13	9	NONE|ch|che|d|sh	"{""NONE"":5,""ch"":3,""che"":1,""d"":2,""q"":0,""s"":0,""sh"":2,""t"":0}"	0	4	OBSERVED_COMPATIBILITY_CELL
1bfd786e6b8b63734a59	16	12	NONE|ch|q|s	"{""NONE"":12,""ch"":1,""che"":0,""d"":0,""q"":2,""s"":1,""sh"":0,""t"":0}"	3	3	OBSERVED_COMPATIBILITY_CELL
1c285ab99c764045610f	15	13	che|sh	"{""NONE"":0,""ch"":0,""che"":4,""d"":0,""q"":0,""s"":0,""sh"":11,""t"":0}"	1	1	OBSERVED_COMPATIBILITY_CELL
212c6d9a992fd2aba6a2	14	13	NONE|ch|d|s	"{""NONE"":2,""ch"":1,""che"":0,""d"":9,""q"":0,""s"":2,""sh"":0,""t"":0}"	1	2	OBSERVED_COMPATIBILITY_CELL
