scope	page	physical_folio	record_id	record_ordinal	field_ordinal	record_field_count	relative_position	field_group_count	locus	line_field_end	predicted_role_like	supported_abstract_role_like	p_opener	p_operation	p_ingredient	p_tool	p_closer	claim_state
Q13	f75r	f75	Q13|f75r|R01	1	1	40	0.025	9	f75r.3	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.150591871	0.849104132	0.000279558	0.000023042	0.000001397	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	2	40	0.05	1	f75r.7	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.032935268	0.037986444	0.820112088	0.108965774	0.000000426	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	3	40	0.075	1	f75r.7	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.023780904	0.037528707	0.823514093	0.115175827	0.000000469	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	4	40	0.1	7	f75r.7	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.082550545	0.915826761	0.001470107	0.000149898	0.000002689	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	5	40	0.125	1	f75r.9	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.012394539	0.036371478	0.824086603	0.127146794	0.000000586	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	6	40	0.15	3	f75r.9	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.082951122	0.750698554	0.146601583	0.019742364	0.000006377	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	7	40	0.175	4	f75r.9	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.056341358	0.900093268	0.038449694	0.005108732	0.000006947	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	8	40	0.2	1	f75r.9	LINE_END	INGREDIENT	SHORT_ARGUMENT_LIKE	0.004700913	0.034391817	0.816527024	0.144379359	0.000000887	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	9	40	0.225	9	f75r.10	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.014873324	0.984709358	0.000368000	0.000044401	0.000004918	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	10	40	0.25	1	f75r.10	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.002485264	0.033055207	0.808951079	0.155507211	0.000001238	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	11	40	0.275	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.001812805	0.032400036	0.804823595	0.160962074	0.000001490	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	12	40	0.3	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.001325283	0.031757761	0.800578950	0.166336193	0.000001813	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	13	40	0.325	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000971125	0.031130320	0.796275224	0.171621096	0.000002234	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	14	40	0.35	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000713306	0.030519040	0.791957829	0.176807038	0.000002787	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	15	40	0.375	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000525206	0.029924814	0.787663034	0.181883428	0.000003518	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	16	40	0.4	1	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000387662	0.029348225	0.783420462	0.186839156	0.000004496	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	17	40	0.425	2	f75r.13	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.002031950	0.329357435	0.547559076	0.121009502	0.000042037	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	18	40	0.45	8	f75r.17	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.001269683	0.997655825	0.000876275	0.000149234	0.000048983	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	19	40	0.475	1	f75r.17	LINE_END	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000158262	0.027727104	0.771235926	0.200868612	0.000010097	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	20	40	0.5	2	f75r.18	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000851934	0.317409080	0.549580446	0.132058709	0.000099830	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	21	40	0.525	2	f75r.18	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000640588	0.313558522	0.550130638	0.135533815	0.000136437	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	22	40	0.55	5	f75r.18	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000673851	0.981148575	0.014796641	0.003108245	0.000272688	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	23	40	0.575	7	f75r.24	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000372542	0.996821875	0.002103455	0.000418688	0.000283441	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	24	40	0.6	1	f75r.31	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000037443	0.025387720	0.753727158	0.220797931	0.000049748	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	25	40	0.625	4	f75r.31	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000358610	0.935277853	0.051375425	0.012045580	0.000942532	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	26	40	0.65	3	f75r.31	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000289813	0.754210584	0.194764358	0.049297834	0.001437411	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	27	40	0.675	1	f75r.31	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000016277	0.024193471	0.745398040	0.230241949	0.000150263	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	28	40	0.7	1	f75r.38	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000012396	0.023828234	0.743020750	0.232915952	0.000222668	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	29	40	0.725	1	f75r.38	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000009466	0.023478511	0.740840823	0.235337117	0.000334082	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
Q13	f75r	f75	Q13|f75r|R01	1	30	40	0.75	1	f75r.38	DY	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000007248	0.023143500	0.738847664	0.237494090	0.000507498	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
