candidate_id	source_unit	latent_unit	probability	context	occurrences	reverse_ambiguity
scaffold_language_mhg_s1703	a	r	1.0	ALL	14703	1
scaffold_language_mhg_s1703	b	e	1.0	ALL	9	4
scaffold_language_mhg_s1703	c	s	1.0	ALL	13404	1
scaffold_language_mhg_s1703	d	e	1.0	ALL	9068	4
scaffold_language_mhg_s1703	e	n	1.0	ALL	20369	1
scaffold_language_mhg_s1703	f	v	1.0	ALL	389	1
scaffold_language_mhg_s1703	g	g	1.0	ALL	23	1
scaffold_language_mhg_s1703	h	i	1.0	ALL	18003	1
scaffold_language_mhg_s1703	i	t	1.0	ALL	11918	1
scaffold_language_mhg_s1703	j	f	1.0	ALL	2	1
scaffold_language_mhg_s1703	k	e	1.0	ALL	9983	4
scaffold_language_mhg_s1703	l	u	1.0	ALL	3609	1
scaffold_language_mhg_s1703	m	l	1.0	ALL	66	1
scaffold_language_mhg_s1703	n	c	1.0	ALL	93	1
scaffold_language_mhg_s1703	o	d	1.0	ALL	25794	1
scaffold_language_mhg_s1703	p	e	1.0	ALL	1149	4
scaffold_language_mhg_s1703	q	y	1.0	ALL	36	1
scaffold_language_mhg_s1703	r	o	1.0	ALL	1577	1
scaffold_language_mhg_s1703	s	m	1.0	ALL	2030	1
scaffold_language_mhg_s1703	t	a	1.0	ALL	6085	1
scaffold_language_mhg_s1703	u	p	1.0	ALL	2	1
scaffold_language_mhg_s1703	v	z	1.0	ALL	10	1
scaffold_language_mhg_s1703	x	w	1.0	ALL	44	1
scaffold_language_mhg_s1703	y	h	1.0	ALL	2799	1
scaffold_language_mhg_s1703	z	k	1.0	ALL	3	1
scaffold_language_mhg_s1703	<MANUAL_GROUP_BOUNDARY>	 	1.0	MANUAL_BOUNDARY_ONLY	32704	1
scaffold_language_mhg_s1702	a	r	1.0	ALL	14703	1
scaffold_language_mhg_s1702	b	e	1.0	ALL	9	5
scaffold_language_mhg_s1702	c	s	1.0	ALL	13404	1
scaffold_language_mhg_s1702	d	e	1.0	ALL	9068	5
scaffold_language_mhg_s1702	e	n	1.0	ALL	20369	1
scaffold_language_mhg_s1702	f	e	1.0	ALL	389	5
scaffold_language_mhg_s1702	g	g	1.0	ALL	23	1
scaffold_language_mhg_s1702	h	i	1.0	ALL	18003	1
scaffold_language_mhg_s1702	i	t	1.0	ALL	11918	1
scaffold_language_mhg_s1702	j	f	1.0	ALL	2	1
scaffold_language_mhg_s1702	k	e	1.0	ALL	9983	5
scaffold_language_mhg_s1702	l	u	1.0	ALL	3609	1
scaffold_language_mhg_s1702	m	m	1.0	ALL	66	1
scaffold_language_mhg_s1702	n	c	1.0	ALL	93	1
scaffold_language_mhg_s1702	o	d	1.0	ALL	25794	1
scaffold_language_mhg_s1702	p	e	1.0	ALL	1149	5
scaffold_language_mhg_s1702	q	y	1.0	ALL	36	1
scaffold_language_mhg_s1702	r	o	1.0	ALL	1577	1
scaffold_language_mhg_s1702	s	v	1.0	ALL	2030	1
scaffold_language_mhg_s1702	t	a	1.0	ALL	6085	1
scaffold_language_mhg_s1702	u	l	1.0	ALL	2	1
scaffold_language_mhg_s1702	v	z	1.0	ALL	10	1
scaffold_language_mhg_s1702	x	w	1.0	ALL	44	1
scaffold_language_mhg_s1702	y	h	1.0	ALL	2799	1
scaffold_language_mhg_s1702	z	k	1.0	ALL	3	1
scaffold_language_mhg_s1702	<MANUAL_GROUP_BOUNDARY>	 	1.0	MANUAL_BOUNDARY_ONLY	32704	1
scaffold_language_mhg_s1701	a	a	1.0	ALL	14703	1
scaffold_language_mhg_s1701	b	o	1.0	ALL	9	2
scaffold_language_mhg_s1701	c	g	1.0	ALL	13404	1
scaffold_language_mhg_s1701	d	t	1.0	ALL	9068	1
scaffold_language_mhg_s1701	e	n	1.0	ALL	20369	1
scaffold_language_mhg_s1701	f	v	1.0	ALL	389	1
scaffold_language_mhg_s1701	g	w	1.0	ALL	23	1
scaffold_language_mhg_s1701	h	e	1.0	ALL	18003	1
scaffold_language_mhg_s1701	i	l	1.0	ALL	11918	1
scaffold_language_mhg_s1701	j	b	1.0	ALL	2	1
scaffold_language_mhg_s1701	k	i	1.0	ALL	9983	2
scaffold_language_mhg_s1701	l	c	1.0	ALL	3609	1
scaffold_language_mhg_s1701	m	r	1.0	ALL	66	1
scaffold_language_mhg_s1701	n	o	1.0	ALL	93	2
scaffold_language_mhg_s1701	o	s	1.0	ALL	25794	1
scaffold_language_mhg_s1701	p	i	1.0	ALL	1149	2
scaffold_language_mhg_s1701	q	y	1.0	ALL	36	1
scaffold_language_mhg_s1701	r	m	1.0	ALL	1577	1
scaffold_language_mhg_s1701	s	h	1.0	ALL	2030	1
scaffold_language_mhg_s1701	t	u	1.0	ALL	6085	1
scaffold_language_mhg_s1701	u	x	1.0	ALL	2	1
scaffold_language_mhg_s1701	v	z	1.0	ALL	10	1
scaffold_language_mhg_s1701	x	p	1.0	ALL	44	1
scaffold_language_mhg_s1701	y	d	1.0	ALL	2799	1
scaffold_language_mhg_s1701	z	k	1.0	ALL	3	1
scaffold_language_mhg_s1701	<MANUAL_GROUP_BOUNDARY>	 	1.0	MANUAL_BOUNDARY_ONLY	32704	1
