world	signs	PAGE_HOST_PAGE_OTHER_COMPILER	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	PAGE_HOST_PAGE_OTHER_COMPILER_LOCAL_STRUCTURE	max_three
0	-------------	-1.431770304527	-0.765673232270	-0.896554802805	-0.765673232270
1	------------+	-1.558969490413	-1.097442051350	-1.047659544850	-1.047659544850
2	-----------+-	-1.148841274238	-0.765673232270	-0.821002431782	-0.765673232270
3	-----------++	-1.276040460124	-1.097442051350	-0.972107173828	-0.972107173828
4	----------+--	-0.277170217688	0.279304827828	0.372725030379	0.372725030379
5	----------+-+	-0.404369403574	-0.052463991253	0.221620288334	0.221620288334
6	----------++-	0.005758812600	0.279304827828	0.448277401402	0.448277401402
7	----------+++	-0.121440373286	-0.052463991253	0.297172659357	0.297172659357
8	---------+---	-2.087381061687	-1.339708265283	-1.312092843430	-1.312092843430
9	---------+--+	-2.214580247573	-1.671477084363	-1.463197585476	-1.463197585476
10	---------+-+-	-1.804452031398	-1.339708265283	-1.236540472408	-1.236540472408
11	---------+-++	-1.931651217284	-1.671477084363	-1.387645214453	-1.387645214453
12	---------++--	-0.932780974848	-0.294730205185	-0.042813010246	-0.042813010246
13	---------++-+	-1.059980160734	-0.626499024266	-0.193917752292	-0.193917752292
14	---------+++-	-0.649851944560	-0.294730205185	0.032739360777	0.032739360777
15	---------++++	-0.777051130445	-0.626499024266	-0.118365381269	-0.118365381269
16	--------+----	-1.644015424651	-1.211652657918	-1.138322390078	-1.138322390078
17	--------+---+	-1.771214610537	-1.543421476998	-1.289427132124	-1.289427132124
18	--------+--+-	-1.361086394362	-1.211652657918	-1.062770019055	-1.062770019055
19	--------+--++	-1.488285580248	-1.543421476998	-1.213874761101	-1.213874761101
20	--------+-+--	-0.489415337812	-0.166674597821	0.130957443106	0.130957443106
21	--------+-+-+	-0.616614523698	-0.498443416901	-0.020147298939	-0.020147298939
22	--------+-++-	-0.206486307524	-0.166674597821	0.206509814129	0.206509814129
23	--------+-+++	-0.333685493410	-0.498443416901	0.055405072083	0.055405072083
24	--------++---	-2.299626181811	-1.785687690931	-1.553860430704	-1.553860430704
25	--------++--+	-2.426825367697	-2.117456510011	-1.704965172749	-1.704965172749
26	--------++-+-	-2.016697151522	-1.785687690931	-1.478308059681	-1.478308059681
27	--------++-++	-2.143896337408	-2.117456510011	-1.629412801726	-1.629412801726
28	--------+++--	-1.145026094972	-0.740709630834	-0.284580597519	-0.284580597519
29	--------+++-+	-1.272225280858	-1.072478449914	-0.435685339565	-0.435685339565
30	--------++++-	-0.862097064684	-0.740709630834	-0.209028226497	-0.209028226497
31	--------+++++	-0.989296250570	-1.072478449914	-0.360132968542	-0.360132968542
32	-------+-----	-0.790285020456	-0.640429225067	-1.024993833544	-0.640429225067
33	-------+----+	-0.917484206342	-0.972198044147	-1.176098575589	-0.917484206342
34	-------+---+-	-0.507355990167	-0.640429225067	-0.949441462521	-0.507355990167
35	-------+---++	-0.634555176053	-0.972198044147	-1.100546204566	-0.634555176053
36	-------+--+--	0.364315066383	0.404548835031	0.244285999641	0.404548835031
37	-------+--+-+	0.237115880497	0.072780015950	0.093181257595	0.237115880497
38	-------+--++-	0.647244096671	0.404548835031	0.319838370663	0.647244096671
39	-------+--+++	0.520044910785	0.072780015950	0.168733628618	0.520044910785
40	-------+-+---	-1.445895777616	-1.214464258080	-1.440531874169	-1.214464258080
41	-------+-+--+	-1.573094963502	-1.546233077160	-1.591636616215	-1.546233077160
42	-------+-+-+-	-1.162966747327	-1.214464258080	-1.364979503146	-1.162966747327
43	-------+-+-++	-1.290165933213	-1.546233077160	-1.516084245192	-1.290165933213
44	-------+-++--	-0.291295690777	-0.169486197983	-0.171252040985	-0.169486197983
45	-------+-++-+	-0.418494876663	-0.501255017063	-0.322356783031	-0.322356783031
46	-------+-+++-	-0.008366660489	-0.169486197983	-0.095699669962	-0.008366660489
47	-------+-++++	-0.135565846375	-0.501255017063	-0.246804412008	-0.135565846375
48	-------++----	-1.002530140580	-1.086408650715	-1.266761420817	-1.002530140580
49	-------++---+	-1.129729326466	-1.418177469795	-1.417866162862	-1.129729326466
50	-------++--+-	-0.719601110292	-1.086408650715	-1.191209049794	-0.719601110292
51	-------++--++	-0.846800296178	-1.418177469795	-1.342313791840	-0.846800296178
52	-------++-+--	0.152069946259	-0.041430590618	0.002518412367	0.152069946259
53	-------++-+-+	0.024870760373	-0.373199409698	-0.148586329678	0.024870760373
54	-------++-++-	0.434998976547	-0.041430590618	0.078070783390	0.434998976547
55	-------++-+++	0.307799790661	-0.373199409698	-0.073033958655	0.307799790661
56	-------+++---	-1.658140897740	-1.660443683728	-1.682299461442	-1.658140897740
57	-------+++--+	-1.785340083626	-1.992212502809	-1.833404203488	-1.785340083626
58	-------+++-+-	-1.375211867451	-1.660443683728	-1.606747090420	-1.375211867451
59	-------+++-++	-1.502411053337	-1.992212502809	-1.757851832465	-1.502411053337
60	-------++++--	-0.503540810901	-0.615465623631	-0.413019628258	-0.413019628258
61	-------++++-+	-0.630739996787	-0.947234442711	-0.564124370304	-0.564124370304
62	-------+++++-	-0.220611780613	-0.615465623631	-0.337467257235	-0.220611780613
63	-------++++++	-0.347810966499	-0.947234442711	-0.488571999281	-0.347810966499
64	------+------	-0.950117312488	-0.518877218076	-0.984699235665	-0.518877218076
65	------+-----+	-1.077316498374	-0.850646037156	-1.135803977710	-0.850646037156
66	------+----+-	-0.667188282200	-0.518877218076	-0.909146864642	-0.518877218076
67	------+----++	-0.794387468086	-0.850646037156	-1.060251606688	-0.794387468086
68	------+---+--	0.204482774351	0.526100842021	0.284580597519	0.526100842021
69	------+---+-+	0.077283588465	0.194332022941	0.133475855474	0.194332022941
70	------+---++-	0.487411804639	0.526100842021	0.360132968542	0.526100842021
71	------+---+++	0.360212618753	0.194332022941	0.209028226497	0.360212618753
72	------+--+---	-1.605728069648	-1.092912251089	-1.400237276290	-1.092912251089
73	------+--+--+	-1.732927255534	-1.424681070170	-1.551342018336	-1.424681070170
74	------+--+-+-	-1.322799039360	-1.092912251089	-1.324684905268	-1.092912251089
75	------+--+-++	-1.449998225246	-1.424681070170	-1.475789647313	-1.424681070170
76	------+--++--	-0.451127982809	-0.047934190992	-0.130957443106	-0.047934190992
77	------+--++-+	-0.578327168695	-0.379703010072	-0.282062185152	-0.282062185152
78	------+--+++-	-0.168198952521	-0.047934190992	-0.055405072083	-0.047934190992
79	------+--++++	-0.295398138407	-0.379703010072	-0.206509814129	-0.206509814129
80	------+-+----	-1.162362432612	-0.964856643725	-1.226466822938	-0.964856643725
81	------+-+---+	-1.289561618498	-1.296625462805	-1.377571564984	-1.289561618498
82	------+-+--+-	-0.879433402324	-0.964856643725	-1.150914451915	-0.879433402324
83	------+-+--++	-1.006632588210	-1.296625462805	-1.302019193961	-1.006632588210
84	------+-+-+--	-0.007762345773	0.080121416373	0.042813010246	0.080121416373
85	------+-+-+-+	-0.134961531659	-0.251647402708	-0.108291731799	-0.108291731799
86	------+-+-++-	0.275166684515	0.080121416373	0.118365381269	0.275166684515
87	------+-+-+++	0.147967498629	-0.251647402708	-0.032739360777	0.147967498629
88	------+-++---	-1.817973189772	-1.538891676738	-1.642004863564	-1.538891676738
89	------+-++--+	-1.945172375658	-1.870660495818	-1.793109605609	-1.793109605609
90	------+-++-+-	-1.535044159484	-1.538891676738	-1.566452492541	-1.535044159484
91	------+-++-++	-1.662243345370	-1.870660495818	-1.717557234586	-1.662243345370
92	------+-+++--	-0.663373102933	-0.493913616641	-0.372725030379	-0.372725030379
93	------+-+++-+	-0.790572288819	-0.825682435721	-0.523829772425	-0.523829772425
94	------+-++++-	-0.380444072645	-0.493913616641	-0.297172659357	-0.297172659357
95	------+-+++++	-0.507643258531	-0.825682435721	-0.448277401402	-0.448277401402
96	------++-----	-0.308632028417	-0.393633210873	-1.113138266404	-0.308632028417
97	------++----+	-0.435831214303	-0.725402029954	-1.264243008449	-0.435831214303
98	------++---+-	-0.025702998129	-0.393633210873	-1.037585895381	-0.025702998129
99	------++---++	-0.152902184015	-0.725402029954	-1.188690637426	-0.152902184015
100	------++--+--	0.845968058422	0.651344849224	0.156141566781	0.845968058422
101	------++--+-+	0.718768872536	0.319576030144	0.005036824735	0.718768872536
102	------++--++-	1.128897088710	0.651344849224	0.231693937803	1.128897088710
103	------++--+++	1.001697902824	0.319576030144	0.080589195758	1.001697902824
104	------++-+---	-0.964242785577	-0.967668243886	-1.528676307029	-0.964242785577
105	------++-+--+	-1.091441971463	-1.299437062967	-1.679781049075	-1.091441971463
106	------++-+-+-	-0.681313755289	-0.967668243886	-1.453123936006	-0.681313755289
107	------++-+-++	-0.808512941175	-1.299437062967	-1.604228678052	-0.808512941175
108	------++-++--	0.190357301262	0.077309816211	-0.259396473845	0.190357301262
109	------++-++-+	0.063158115376	-0.254459002869	-0.410501215891	0.063158115376
110	------++-+++-	0.473286331550	0.077309816211	-0.183844102822	0.473286331550
111	------++-++++	0.346087145664	-0.254459002869	-0.334948844868	0.346087145664
112	------+++----	-0.520877148541	-0.839612636522	-1.354905853677	-0.520877148541
113	------+++---+	-0.648076334427	-1.171381455602	-1.506010595722	-0.648076334427
114	------+++--+-	-0.237948118253	-0.839612636522	-1.279353482654	-0.237948118253
115	------+++--++	-0.365147304139	-1.171381455602	-1.430458224700	-0.365147304139
116	------+++-+--	0.633722938297	0.205365423575	-0.085626020493	0.633722938297
117	------+++-+-+	0.506523752411	-0.126403395505	-0.236730762538	0.506523752411
118	------+++-++-	0.916651968586	0.205365423575	-0.010073649470	0.916651968586
119	------+++-+++	0.789452782700	-0.126403395505	-0.161178391515	0.789452782700
120	------++++---	-1.176487905701	-1.413647669535	-1.770443894302	-1.176487905701
121	------++++--+	-1.303687091587	-1.745416488615	-1.921548636348	-1.303687091587
122	------++++-+-	-0.893558875413	-1.413647669535	-1.694891523280	-0.893558875413
123	------++++-++	-1.020758061299	-1.745416488615	-1.845996265325	-1.020758061299
124	------+++++--	-0.021887818863	-0.368669609438	-0.501164061118	-0.021887818863
125	------+++++-+	-0.149087004748	-0.700438428518	-0.652268803164	-0.149087004748
126	------++++++-	0.261041211426	-0.368669609438	-0.425611690095	0.261041211426
127	------+++++++	0.133842025540	-0.700438428518	-0.576716432141	0.133842025540
128	-----+-------	-0.674735759915	-0.319235230124	-0.405464391156	-0.319235230124
129	-----+------+	-0.801934945801	-0.651004049204	-0.556569133202	-0.556569133202
130	-----+-----+-	-0.391806729626	-0.319235230124	-0.329912020133	-0.319235230124
131	-----+-----++	-0.519005915512	-0.651004049204	-0.481016762179	-0.481016762179
132	-----+----+--	0.479864326924	0.725742829973	0.863815442028	0.863815442028
133	-----+----+-+	0.352665141038	0.393974010893	0.712710699982	0.712710699982
134	-----+----++-	0.762793357212	0.725742829973	0.939367813051	0.939367813051
