operation	model	test_events	target_events	held_bits_per_event	gain_vs_pair_bits_per_event	brier	roc_auc	average_precision	null_mean_gain	null_centered_gain	standardized_gain	local_p	max12_p	pair_only_sensitivity_p
wrapper:ch>s	PAIR	150	48	0.817607147479	0.000000000000	0.191266716303	0.714460784314	0.515883426869	NA	NA	NA	NA	NA	NA
wrapper:ch>s	PAIR_BOUNDARY	150	48	0.621784775035	0.195822372444	0.135336961484	0.889195261438	0.799444474729	0.065785115542	0.130037256902	3.842892084880	0.000244110826	0.000488221653	0.000122055413
wrapper:ch>s	PAIR_FULL	150	48	0.522872666439	0.294734481040	0.111589608020	0.915441176471	0.850446385727	0.123667522101	0.171066958939	4.284591586105	0.000122055413	0.000122055413	0.000122055413
wrapper:ch>s	PAIR_POSITION	150	48	0.575436617803	0.242170529676	0.123497572841	0.891237745098	0.818168234335	0.070132099799	0.172038429877	4.428937038766	0.000122055413	0.000122055413	0.000122055413
wrapper:ch>s	PAIR_REGISTER	150	48	0.676036582772	0.141570564707	0.151186763885	0.849366830065	0.754375745591	0.137291567349	0.004278997358	1.587271989243	0.117539362871	0.382155498596	0.000122055413
wrapper:d>s	PAIR	262	51	0.686772577799	0.000000000000	0.151228849469	0.673311030573	0.358306387412	NA	NA	NA	NA	NA	NA
wrapper:d>s	PAIR_BOUNDARY	262	51	0.611120608497	0.075651969302	0.132758225972	0.773487594090	0.486473267311	0.006091470129	0.069560499173	4.243015948309	0.000122055413	0.000122055413	0.000122055413
wrapper:d>s	PAIR_FULL	262	51	0.599338058253	0.087434519547	0.130781735324	0.786915714153	0.461169128052	0.029869959556	0.057564559991	4.176340452586	0.000122055413	0.000122055413	0.000122055413
wrapper:d>s	PAIR_POSITION	262	51	0.617502064981	0.069270512818	0.134482926619	0.753415110120	0.456873274108	0.000073674229	0.069196838589	4.079394773976	0.000122055413	0.000122055413	0.000122055413
wrapper:d>s	PAIR_REGISTER	262	51	0.656366617857	0.030405959942	0.146740181836	0.712340860515	0.306635187957	0.031196073464	-0.000790113522	-0.982035175003	0.879531307213	1.000000000000	0.001586720371
wrapper:NONE>q	PAIR	694	394	0.903713725764	0.000000000000	0.217691084042	0.725152284264	0.749501387594	NA	NA	NA	NA	NA	NA
wrapper:NONE>q	PAIR_BOUNDARY	694	394	0.851967577762	0.051746148002	0.202457089688	0.753976311337	0.801603996379	-0.006931541745	0.058677689747	5.454272030880	0.000122055413	0.000122055413	0.000122055413
wrapper:NONE>q	PAIR_FULL	694	394	0.829585903371	0.074127822393	0.195999356417	0.761476311337	0.801637429876	0.014435183192	0.059692639201	4.873695526664	0.000122055413	0.000122055413	0.000122055413
wrapper:NONE>q	PAIR_POSITION	694	394	0.879529998421	0.024183727343	0.210239597798	0.732808798646	0.771830546640	-0.013544076510	0.037727803852	3.948819452974	0.000122055413	0.000366166239	0.000122055413
wrapper:NONE>q	PAIR_REGISTER	694	394	0.859359742458	0.044353983306	0.204470047343	0.743565989848	0.783655522268	0.040189830881	0.004164152424	1.547327544852	0.063957036495	0.393018430367	0.000122055413
