panel	representation	external_axes	descriptive_total_gain_bits	mean_gain_per_unit	axes_positive	axes_beating_raw_char3
EXACT_LOCAL_ALL	RAW_EXACT_BAG	8	-246.943526521	-0.0551213228842	1	0
EXACT_LOCAL_ALL	RAW_CHAR3	8	111.321201546	0.0248484824879	4	0
EXACT_LOCAL_ALL	ROOT_EXACT_BAG	8	-207.658794277	-0.0463524094368	2	1
EXACT_LOCAL_ALL	ROOT_CHAR3	8	81.4796216752	0.0181874155525	4	3
EXACT_LOCAL_ALL	PAGE_HOST_EXACT_BAG	8	-163.915596349	-0.0365883027564	3	2
EXACT_LOCAL_ALL	PAGE_HOST_CHAR3	8	109.063125752	0.0243444477126	5	2
EXACT_LOCAL_ALL	PAGE_HOST_PLUS_COMPILER_BAG	8	-246.943526521	-0.0551213228842	1	0
EXACT_LOCAL_ALL	COMPILER_ONLY_BAG	8	-14.5233449258	-0.00324181806379	4	1
EXACT_LOCAL_ALL	RIGHT_FAMILY_ONLY	8	-494.86747819	-0.110461490667	1	0
EXACT_LOCAL_ALL	B3_ONLY	8	-641.01431458	-0.143083552362	0	0
EXACT_LOCAL_UNHEDGED	RAW_EXACT_BAG	8	-211.199964826	-0.0835442898837	0	0
EXACT_LOCAL_UNHEDGED	RAW_CHAR3	8	72.4017438265	0.0286399303111	4	0
EXACT_LOCAL_UNHEDGED	ROOT_EXACT_BAG	8	-178.71506855	-0.0706942517997	0	1
EXACT_LOCAL_UNHEDGED	ROOT_CHAR3	8	38.1005267557	0.0150714109002	3	3
EXACT_LOCAL_UNHEDGED	PAGE_HOST_EXACT_BAG	8	-141.654652106	-0.0560342769405	1	2
EXACT_LOCAL_UNHEDGED	PAGE_HOST_CHAR3	8	66.9182497998	0.0264708266613	5	3
EXACT_LOCAL_UNHEDGED	PAGE_HOST_PLUS_COMPILER_BAG	8	-211.199964826	-0.0835442898837	0	0
EXACT_LOCAL_UNHEDGED	COMPILER_ONLY_BAG	8	-28.6691255415	-0.0113406351034	3	1
EXACT_LOCAL_UNHEDGED	RIGHT_FAMILY_ONLY	8	-442.49861228	-0.175039008022	1	1
EXACT_LOCAL_UNHEDGED	B3_ONLY	8	-505.067169273	-0.199789228352	0	0
PAGE_CATALOGUE	RAW_EXACT_BAG	5	16.5453715172	0.0170570840383	5	2
PAGE_CATALOGUE	RAW_CHAR3	5	17.2387967719	0.0177719554349	4	0
PAGE_CATALOGUE	ROOT_EXACT_BAG	5	18.1686503849	0.0187305674072	4	2
PAGE_CATALOGUE	ROOT_CHAR3	5	19.0801792428	0.0196702878792	4	2
PAGE_CATALOGUE	PAGE_HOST_EXACT_BAG	5	17.470290827	0.0180106091	4	2
PAGE_CATALOGUE	PAGE_HOST_CHAR3	5	17.87752274	0.0184304358144	3	1
PAGE_CATALOGUE	PAGE_HOST_PLUS_COMPILER_BAG	5	16.5453715172	0.0170570840383	5	2
PAGE_CATALOGUE	COMPILER_ONLY_BAG	5	18.4872187333	0.0190589883848	5	2
PAGE_CATALOGUE	RIGHT_FAMILY_ONLY	5	15.3354797795	0.0158097729686	3	3
PAGE_CATALOGUE	B3_ONLY	5	17.268407041	0.0178024814856	3	3
