edition	model	held_folio	pseudo_gain_bits	counterexample
ZL3b	OPEN_WRAPPER7	f112	-0.395225134554	WEAKEST_HELD_FOLIO
ZL3b	OPEN_WRAPPER7	f107	-0.273671855151	WEAKEST_HELD_FOLIO
ZL3b	OPEN_WRAPPER7	f105	-0.036677472753	WEAKEST_HELD_FOLIO
ZL3b	OPEN_COMPILER12	f112	-0.866387166496	WEAKEST_HELD_FOLIO
ZL3b	OPEN_COMPILER12	f114	-0.264337028511	WEAKEST_HELD_FOLIO
ZL3b	OPEN_COMPILER12	f107	-0.237408548017	WEAKEST_HELD_FOLIO
ZL3b	OPEN_EDGE29	f104	-1.051592503268	WEAKEST_HELD_FOLIO
ZL3b	OPEN_EDGE29	f115	-0.750197289337	WEAKEST_HELD_FOLIO
ZL3b	OPEN_EDGE29	f113	-0.490647149276	WEAKEST_HELD_FOLIO
ZL3b	RAW_OPEN_CHAR3_HASH32	f112	-2.212867532277	WEAKEST_HELD_FOLIO
ZL3b	RAW_OPEN_CHAR3_HASH32	f113	-1.995817793545	WEAKEST_HELD_FOLIO
ZL3b	RAW_OPEN_CHAR3_HASH32	f114	-1.845160793086	WEAKEST_HELD_FOLIO
ZL3b	HOST_OPEN_CHAR3_HASH32	f114	-2.679612840995	WEAKEST_HELD_FOLIO
ZL3b	HOST_OPEN_CHAR3_HASH32	f105	-2.666084299925	WEAKEST_HELD_FOLIO
ZL3b	HOST_OPEN_CHAR3_HASH32	f113	-2.038638983436	WEAKEST_HELD_FOLIO
IT2a	OPEN_WRAPPER7	f112	-0.356066817397	WEAKEST_HELD_FOLIO
IT2a	OPEN_WRAPPER7	f105	-0.318068919923	WEAKEST_HELD_FOLIO
IT2a	OPEN_WRAPPER7	f107	-0.128144352267	WEAKEST_HELD_FOLIO
IT2a	OPEN_COMPILER12	f112	-1.000864262636	WEAKEST_HELD_FOLIO
IT2a	OPEN_COMPILER12	f105	-0.136923340769	WEAKEST_HELD_FOLIO
IT2a	OPEN_COMPILER12	f107	-0.068174241709	WEAKEST_HELD_FOLIO
IT2a	OPEN_EDGE29	f115	-1.997376448073	WEAKEST_HELD_FOLIO
IT2a	OPEN_EDGE29	f106	-1.382793493751	WEAKEST_HELD_FOLIO
IT2a	OPEN_EDGE29	f104	-1.215657180091	WEAKEST_HELD_FOLIO
IT2a	RAW_OPEN_CHAR3_HASH32	f112	-2.524070175244	WEAKEST_HELD_FOLIO
IT2a	RAW_OPEN_CHAR3_HASH32	f107	-2.394923278669	WEAKEST_HELD_FOLIO
IT2a	RAW_OPEN_CHAR3_HASH32	f113	-1.964432117791	WEAKEST_HELD_FOLIO
IT2a	HOST_OPEN_CHAR3_HASH32	f113	-3.111002927675	WEAKEST_HELD_FOLIO
IT2a	HOST_OPEN_CHAR3_HASH32	f105	-3.081443091289	WEAKEST_HELD_FOLIO
IT2a	HOST_OPEN_CHAR3_HASH32	f112	-1.671185473453	WEAKEST_HELD_FOLIO
RF1b	OPEN_WRAPPER7	f112	-0.169316006751	WEAKEST_HELD_FOLIO
RF1b	OPEN_WRAPPER7	f107	-0.139546917814	WEAKEST_HELD_FOLIO
RF1b	OPEN_WRAPPER7	f105	-0.094213943435	WEAKEST_HELD_FOLIO
RF1b	OPEN_COMPILER12	f112	-0.907438823480	WEAKEST_HELD_FOLIO
RF1b	OPEN_COMPILER12	f114	-0.165916538999	WEAKEST_HELD_FOLIO
RF1b	OPEN_COMPILER12	f107	-0.110332302241	WEAKEST_HELD_FOLIO
RF1b	OPEN_EDGE29	f112	-0.788907003254	WEAKEST_HELD_FOLIO
RF1b	OPEN_EDGE29	f104	-0.674964413126	WEAKEST_HELD_FOLIO
RF1b	OPEN_EDGE29	f115	-0.454085761759	WEAKEST_HELD_FOLIO
RF1b	RAW_OPEN_CHAR3_HASH32	f112	-2.433228392696	WEAKEST_HELD_FOLIO
RF1b	RAW_OPEN_CHAR3_HASH32	f107	-2.008653931874	WEAKEST_HELD_FOLIO
RF1b	RAW_OPEN_CHAR3_HASH32	f114	-1.623495553182	WEAKEST_HELD_FOLIO
RF1b	HOST_OPEN_CHAR3_HASH32	f114	-2.404389294111	WEAKEST_HELD_FOLIO
RF1b	HOST_OPEN_CHAR3_HASH32	f105	-1.990478999487	WEAKEST_HELD_FOLIO
RF1b	HOST_OPEN_CHAR3_HASH32	f112	-1.614626422694	WEAKEST_HELD_FOLIO
