world_view	scope	parser_level	diagnostic	record_end_rows	right_marked_rows	right_marked_record_end_precision	record_end_right_mark_recall	line_end_right_mark_recall	nonend_right_mark_rate	left_operations	right_operations	compatible_pairs	compatible_pair_density	null_mean	inclusive_p	host_types	short_host_mass	recurrent_host_mass	hamming1_edges	hamming1_density	repeated_substitution_classes	delta_vector_pairs	mean_delta_cosine	endpoint	gain_bits	positive_content_folios	content_folios	event_rows	left_register	right_register	panel_hosts	greedy_matched_mean_cosine
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	RECORD_ARCHITECTURE	848	1646	0.3128797083839611	0.6073113207547169	0.5973432959734329	0.07872755116246694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	3	12	12	0.3333333333333333	14.33984375	0.9395121951219512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7695	0.31530169580649403	0.6513080057841462	6324	0.0002136294147841081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	342	55296	0.2108113286859766	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	342	55296	0.01202956367148514	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	24557.73039716678	88	176	12805	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	8890.329851149085	76	176	86899	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	RECORD_ARCHITECTURE	848	527	0.9943074003795066	0.6179245283018868	0.21876297218762972	0.00020882639565641096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	3	12	12	0.3333333333333333	14.306640625	0.9463414634146341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9130	0.30688839227027737	0.5423951623504667	11579	0.00027784786563575726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	854	84715	0.18433829801585475	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	854	84715	0.0047650033013595765	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	8637.679226220494	84	176	12805	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	1141.2114900145093	76	176	87323	NA	NA	NA	NA
