scheme	order	states	header_contexts	body_contexts	total_bits	bits_per_symbol	gap_vs_context_axis_bits	gap_vs_source_winner_bits	key_bits	side_channel_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
FIRST_CHAR	0	18	1	17	1027862.7407681597	5.289427660855889	446814.56860905956	435822.474898071	22.16741814583174	136.41642634605432	877909.5440191082	149794.61290455973	ce052d9b31a5b931003bf1ee63dbbed651b0bfe0e369c850489f5506e9c2bc50	True
FIRST_CHAR	1	18	1	348	647452.7694182447	3.3318209249410504	66404.59725914453	55412.503548156004	24.16741814583174	136.41642634605432	497497.57266919315	149794.61290455973	294356588b9f88703793ddd8f91b6176c1479c17aa6b39bf56cb93b94d683d12	True
FIRST_CHAR	2	18	1	2683	628173.3183196788	3.232608006832294	47125.14616057859	36133.05244959006	24.16741814583174	136.41642634605432	478218.1215706272	149794.61290455973	f93dfee44b67151458e26fe5d0fe56a071f0d5298a28eb291b2f4097e237ae38	True
FIRST_CHAR	3	18	1	10200	683604.0449281833	3.51785700648496	102555.87276908313	91563.7790580946	26.16741814583174	136.41642634605432	533646.8481791317	149794.61290455973	daecf3a7f68b031e62727f3c0cc792eefc0886ef1d8e8025f84a058b378c601f	True
FIRST_TWO	0	133	1	117	1029292.6964994548	5.29678627703966	448244.5243403546	437252.4306293661	22.16741814583174	136.41642634605432	879339.4997504031	149794.61290455973	7b74d6239ed1dcc8ed067c54310ca1143ad23e5dbadc61afc68ff01b10c8619f	True
FIRST_TWO	1	133	18	2010	677369.2662179489	3.485772556235714	96321.09405884868	85329.00034786016	24.16741814583174	136.41642634605432	527414.0694688972	149794.61290455973	5b5c8efda7b1b4a89747c38eb002cad0b5b7cc6b9d2a1ff2b5c31f0a1fc4836a	True
FIRST_TWO	2	133	18	9921	696008.6314039615	3.5816915635946227	114960.45924486127	103968.36553387274	24.16741814583174	136.41642634605432	546053.4346549099	149794.61290455973	ea16fd572d712c258c74aaf4e38f691c604a8bfe0b2522164b2d687c8f98e80e	True
FIRST_TWO	3	133	18	26751	779663.1556187272	4.012181488744196	198614.98345962702	187622.8897486385	26.16741814583174	136.41642634605432	629705.9588696755	149794.61290455973	27f53db0ea11a24af240bfa0582d441ebcd84769e774b162d573956ac9462771	True
FIRST_GROUP_LENGTH	0	13	1	12	1044447.0779279389	5.374771402029285	463398.9057688387	452406.8120578502	22.16741814583174	15725.859063294967	878904.4385419383	149794.61290455973	188f90f7c9d2479e69dbc222612b1a10892ddaf6e1406ce576cf99ded1b36c06	True
FIRST_GROUP_LENGTH	1	13	1	265	667719.6977732864	3.436115445201243	86671.52561418619	75679.43190319766	24.16741814583174	15725.859063294967	502175.0583872859	149794.61290455973	61dcc4073624291aa6abcf1b96166410f64df64f0a1ed6b3dce877dd515866a8	True
FIRST_GROUP_LENGTH	2	13	1	2327	645384.4746322916	3.3211773874163333	64336.302473191405	53344.20876220288	24.16741814583174	15725.859063294967	479839.8352462911	149794.61290455973	c367ed61b93860d72a34d152bd6b1850995864bea068b4491183de8bc90cca32	True
FIRST_GROUP_LENGTH	3	13	1	9431	695381.6367248588	3.578465020917945	114333.4645657586	103341.37085477007	26.16741814583174	15725.859063294967	529834.9973388583	149794.61290455973	711d81ede8f6a6a9bbf2734ccdf9d2b5763793f3a44b654c4a6f116eaf73353c	True
FIRST_CHAR_GROUP_LENGTH	0	144	1	136	1047660.4215520567	5.39130741211614	466612.2493929565	455620.15568196797	22.16741814583174	15725.859063294967	882117.7821660562	149794.61290455973	d271c34bc7d2349f31cc9ac33076e930b812dc08dd82b084635cce48dad030fb	True
FIRST_CHAR_GROUP_LENGTH	1	144	1	2441	705272.4325183653	3.6293634986844925	124224.26035926514	113232.16664827662	24.16741814583174	15725.859063294967	539727.7931323649	149794.61290455973	9cd6cb146b00766c4ab99cbd76028b828274e1472fd65d52cfad1ca1d86867ff	True
FIRST_CHAR_GROUP_LENGTH	2	144	1	12337	735850.3844047708	3.7867190074554395	154802.2122456706	143810.1185346821	24.16741814583174	15725.859063294967	570305.7450187703	149794.61290455973	c868fd99891de88f96ead446b04911fe29ef2574d5bee2e117069c0efa8d345d	True
FIRST_CHAR_GROUP_LENGTH	3	144	1	32763	828131.6617357081	4.261602590188078	247083.48957660794	236091.39586561942	26.16741814583174	15725.859063294967	662585.0223497077	149794.61290455973	bd10e63d93bffa94e5f3d8b0c5082e4ab41cdafdc48a6af77a16744bf66d08f2	True
