model	wrapper	feature	folds	mean_coefficient	positive_folds	negative_folds
CELL_BOTH	NONE	line_first	91	-0.338767667758	0	91
CELL_BOTH	NONE	prev_dy	91	-0.194419197883	0	91
CELL_BOTH	ch	line_first	91	-0.815504314268	0	91
CELL_BOTH	ch	prev_dy	91	-0.155888895183	0	91
CELL_BOTH	che	line_first	91	-0.702465484410	0	91
CELL_BOTH	che	prev_dy	91	0.037383252017	91	0
CELL_BOTH	d	line_first	91	0.210041087317	91	0
CELL_BOTH	d	prev_dy	91	0.192112816660	91	0
CELL_BOTH	q	line_first	91	0.050671726124	91	0
CELL_BOTH	q	prev_dy	91	0.741717624699	91	0
CELL_BOTH	s	line_first	91	0.959320205197	91	0
CELL_BOTH	s	prev_dy	91	-0.263711095214	0	91
CELL_BOTH	sh	line_first	91	0.099528661858	91	0
CELL_BOTH	sh	prev_dy	91	-0.252180818802	0	91
CELL_BOTH	t	line_first	91	0.537175785940	91	0
CELL_BOTH	t	prev_dy	91	-0.105013686295	0	91
CELL_LINE_START	NONE	line_first	91	-0.338767667758	0	91
CELL_LINE_START	ch	line_first	91	-0.815504314268	0	91
CELL_LINE_START	che	line_first	91	-0.702465484410	0	91
CELL_LINE_START	d	line_first	91	0.210041087317	91	0
CELL_LINE_START	q	line_first	91	0.050671726124	91	0
CELL_LINE_START	s	line_first	91	0.959320205197	91	0
CELL_LINE_START	sh	line_first	91	0.099528661858	91	0
CELL_LINE_START	t	line_first	91	0.537175785940	91	0
CELL_PREV_DY	NONE	prev_dy	91	-0.194419197883	0	91
CELL_PREV_DY	ch	prev_dy	91	-0.155888895183	0	91
CELL_PREV_DY	che	prev_dy	91	0.037383252017	91	0
CELL_PREV_DY	d	prev_dy	91	0.192112816660	91	0
CELL_PREV_DY	q	prev_dy	91	0.741717624699	91	0
CELL_PREV_DY	s	prev_dy	91	-0.263711095214	0	91
CELL_PREV_DY	sh	prev_dy	91	-0.252180818802	0	91
CELL_PREV_DY	t	prev_dy	91	-0.105013686295	0	91
