page_host	renderer_tuple	raw_token	events	folios
a	d|NONE|0|NONE|0|1	dam	20	19
a	NONE|OT|0|NONE|0|1	otam	19	15
a	ch|NONE|0|NONE|0|1	cham	7	6
a	NONE|NONE|0|NONE|0|1	am	5	5
a	ch|NONE|1|NONE|0|1	chdam	5	4
a	q|OT|0|NONE|0|1	qotam	3	3
a	che|NONE|0|NONE|0|1	cheam	2	2
a	sh|NONE|0|NONE|0|1	sham	2	2
a	NONE|O|0|NONE|0|1	oam	1	1
a	che|NONE|1|NONE|0|1	chedam	1	1
a	ch|OT|0|NONE|0|1	chotam	1	1
a	d|NONE|0|NONE|0|0	da	1	1
a	sh|NONE|0|NONE|0|0	sha	1	1
a	t|NONE|0|NONE|0|1	tam	1	1
aiiin	NONE|NONE|0|NONE|0|0	aiiin	11	8
aiiin	d|NONE|0|NONE|0|0	daiiin	7	7
aiiin	che|NONE|1|NONE|0|0	chedaiiin	1	1
aiiin	s|NONE|0|NONE|0|0	saiiin	1	1
aiiin	t|NONE|0|NONE|0|0	taiiin	1	1
aiin	d|NONE|0|NONE|0|0	daiin	249	78
aiin	NONE|NONE|0|NONE|0|0	aiin	104	40
aiin	s|NONE|0|NONE|0|0	saiin	37	24
aiin	ch|NONE|0|NONE|0|0	chaiin	20	15
aiin	t|NONE|0|NONE|0|0	taiin	16	12
aiin	sh|NONE|0|NONE|0|0	shaiin	7	6
aiin	che|NONE|0|NONE|0|0	cheaiin	1	1
aiin	d|NONE|0|NONE|1|0	daiindy	1	1
aiin	q|NONE|0|NONE|0|0	qaiin	1	1
ain	d|NONE|0|NONE|0|0	dain	50	32
ain	s|NONE|0|NONE|0|0	sain	19	13
ain	ch|NONE|0|NONE|0|0	chain	8	8
ain	NONE|NONE|0|NONE|0|0	ain	7	6
ain	sh|NONE|0|NONE|0|0	shain	3	3
ain	t|NONE|0|NONE|0|0	tain	3	3
air	d|NONE|0|NONE|0|0	dair	22	20
air	NONE|NONE|0|NONE|0|0	air	9	9
air	s|NONE|0|NONE|0|0	sair	8	8
air	NONE|NONE|0|al|1|0	airaldy	1	1
air	ch|NONE|0|NONE|0|0	chair	1	1
air	d|NONE|0|al|0|0	dairal	1	1
air	t|NONE|0|NONE|0|0	tair	1	1
al	d|NONE|0|NONE|0|0	dal	64	37
al	NONE|NONE|0|NONE|0|0	al	33	21
al	che|NONE|0|NONE|0|0	cheal	14	7
al	ch|NONE|0|NONE|0|0	chal	10	8
al	s|NONE|0|NONE|0|0	sal	10	8
al	d|NONE|0|NONE|1|0	daldy	6	6
al	NONE|NONE|0|NONE|1|0	aldy	4	4
al	t|NONE|0|NONE|0|0	tal	4	2
al	d|NONE|0|ar|0|0	dalar	2	1
al	sh|NONE|0|NONE|0|0	shal	2	2
al	NONE|NONE|0|ar|0|0	alar	1	1
al	NONE|OT|0|ain|0|0	otalain	1	1
al	ch|NONE|0|al|0|0	chalal	1	1
al	ch|NONE|1|al|0|0	chdalal	1	1
al	d|NONE|0|aiin|0|0	dalaiin	1	1
al	d|NONE|0|al|0|0	dalal	1	1
al	s|NONE|0|NONE|1|0	saldy	1	1
al	s|NONE|0|al|0|0	salal	1	1
an	d|NONE|0|NONE|0|0	dan	11	8
an	ch|NONE|0|NONE|0|0	chan	5	5
an	sh|NONE|0|NONE|0|0	shan	4	4
an	NONE|NONE|0|NONE|0|0	an	1	1
ar	NONE|NONE|0|NONE|0|0	ar	63	30
ar	d|NONE|0|NONE|0|0	dar	51	30
ar	ch|NONE|0|NONE|0|0	char	16	15
ar	sh|NONE|0|NONE|0|0	shar	13	12
ar	s|NONE|0|NONE|0|0	sar	13	11
ar	t|NONE|0|NONE|0|0	tar	11	9
ar	che|NONE|0|NONE|0|0	chear	8	8
ar	NONE|NONE|0|al|0|0	aral	4	4
ar	NONE|OT|0|al|0|0	otaral	2	2
ar	NONE|NONE|0|ar|0|0	arar	1	1
ar	ch|NONE|0|aiin|0|0	charaiin	1	1
ar	d|NONE|0|al|0|0	daral	1	1
ar	d|NONE|0|ar|0|0	darar	1	1
ar	s|NONE|0|al|0|0	saral	1	1
ar	t|NONE|0|al|0|0	taral	1	1
ar	t|NONE|0|ar|0|0	tarar	1	1
ch	NONE|OT|0|NONE|1|0	otchdy	6	6
ch	q|OT|0|NONE|1|0	qotchdy	4	3
ch	NONE|OT|0|ar|0|0	otchar	3	2
ch	t|NONE|0|NONE|1|0	tchdy	3	3
ch	NONE|OT|0|aiin|0|0	otchaiin	2	2
ch	d|NONE|0|NONE|1|0	dchdy	2	2
ch	d|NONE|0|aiin|0|0	dchaiin	2	2
ch	NONE|NONE|0|NONE|0|0	ch	1	1
ch	NONE|OT|0|al|0|0	otchal	1	1
ch	d|NONE|0|ain|0|0	dchain	1	1
ch	q|NONE|0|ar|0|0	qchar	1	1
ch	q|OT|0|aiin|0|0	qotchaiin	1	1
ch	q|OT|0|ain|0|0	qotchain	1	1
ch	q|OT|0|ar|0|0	qotchar	1	1
ch	q|O|0|aiin|0|0	qochaiin	1	1
ch	q|O|0|ar|0|0	qochar	1	1
ch	sh|NONE|1|NONE|1|0	shdchdy	1	1
ch	sh|OT|0|NONE|1|0	shotchdy	1	1
ch	s|NONE|0|aiin|0|0	schaiin	1	1
ch	s|NONE|0|ar|0|0	schar	1	1
ch	t|NONE|0|NONE|0|0	tch	1	1
ch	t|NONE|0|ain|0|0	tchain	1	1
ch	t|NONE|0|al|0|0	tchal	1	1
ch	t|NONE|0|ar|0|0	tchar	1	1
che	t|NONE|0|NONE|1|0	tchedy	15	12
che	d|NONE|0|NONE|1|0	dchedy	9	6
che	q|OT|0|NONE|1|0	qotchedy	9	5
che	NONE|OT|0|NONE|1|0	otchedy	7	6
che	s|NONE|0|NONE|1|0	schedy	4	4
che	NONE|O|0|NONE|1|0	ochedy	1	1
che	q|OT|0|aiin|0|0	qotcheaiin	1	1
che	q|O|0|NONE|1|0	qochedy	1	1
che	s|NONE|0|aiin|0|0	scheaiin	1	1
che	t|NONE|0|ain|0|0	tcheain	1	1
chey	NONE|OT|0|NONE|0|0	otchey	8	8
chey	q|OT|0|NONE|0|0	qotchey	8	8
chey	t|NONE|0|NONE|0|0	tchey	5	5
chey	NONE|O|0|NONE|0|0	ochey	3	3
chey	d|NONE|0|NONE|0|0	dchey	3	3
chey	ch|OT|0|NONE|0|0	chotchey	2	2
chey	q|O|0|NONE|0|0	qochey	2	2
chey	che|NONE|0|NONE|0|0	chechey	1	1
chey	che|NONE|1|NONE|0|0	chedchey	1	1
chey	che|OT|0|NONE|0|0	cheotchey	1	1
chol	NONE|OT|0|NONE|0|0	otchol	12	12
chol	d|NONE|0|NONE|0|0	dchol	11	10
chol	t|NONE|0|NONE|0|0	tchol	6	4
chol	q|OT|0|NONE|0|0	qotchol	4	4
chol	NONE|O|0|NONE|0|0	ochol	2	2
chol	d|NONE|0|NONE|1|0	dcholdy	1	1
chol	s|NONE|0|NONE|0|0	schol	1	1
chor	d|NONE|0|NONE|0|0	dchor	9	8
chor	t|NONE|0|NONE|0|0	tchor	7	5
chor	NONE|OT|0|NONE|0|0	otchor	5	5
chor	q|OT|0|NONE|0|0	qotchor	5	4
chor	NONE|O|0|NONE|0|0	ochor	3	3
chor	ch|O|0|NONE|0|0	chochor	2	2
chor	s|NONE|0|NONE|0|0	schor	1	1
chy	q|OT|0|NONE|0|0	qotchy	22	15
chy	NONE|OT|0|NONE|0|0	otchy	12	10
chy	t|NONE|0|NONE|0|0	tchy	7	7
chy	ch|OT|0|NONE|0|0	chotchy	6	4
chy	d|NONE|0|NONE|0|0	dchy	6	5
chy	ch|O|0|NONE|0|0	chochy	2	2
chy	NONE|O|0|NONE|0|0	ochy	1	1
chy	che|NONE|1|NONE|0|0	chedchy	1	1
chy	d|NONE|0|NONE|1|0	dchydy	1	1
chy	q|O|0|NONE|0|0	qochy	1	1
chy	sh|NONE|0|NONE|0|0	shchy	1	1
chy	sh|OT|0|NONE|0|0	shotchy	1	1
chy	s|OT|0|NONE|0|0	sotchy	1	1
ckhy	ch|NONE|0|NONE|0|0	chckhy	36	24
ckhy	NONE|NONE|0|NONE|0|0	ckhy	14	13
ckhy	che|NONE|0|NONE|0|0	checkhy	11	8
ckhy	sh|NONE|0|NONE|0|0	shckhy	10	9
ckhy	d|NONE|0|NONE|0|0	dckhy	1	1
cthey	NONE|NONE|0|NONE|0|0	cthey	13	10
cthey	sh|NONE|0|NONE|0|0	shcthey	4	4
cthey	che|NONE|0|NONE|0|0	checthey	2	2
cthey	ch|NONE|0|NONE|0|0	chcthey	1	1
cthey	q|NONE|0|NONE|0|0	qcthey	1	1
cthol	NONE|NONE|0|NONE|0|0	cthol	29	18
cthol	NONE|NONE|0|NONE|1|0	ctholdy	1	1
cthor	NONE|NONE|0|NONE|0|0	cthor	19	15
cthor	ch|NONE|0|NONE|0|0	chcthor	1	1
cthy	NONE|NONE|0|NONE|0|0	cthy	41	21
cthy	ch|NONE|0|NONE|0|0	chcthy	35	27
cthy	sh|NONE|0|NONE|0|0	shcthy	14	9
cthy	che|NONE|0|NONE|0|0	checthy	9	6
cthy	d|NONE|0|NONE|0|0	dcthy	1	1
d	ch|O|0|aiin|0|0	chodaiin	20	15
d	NONE|O|0|aiin|0|0	odaiin	14	14
d	che|NONE|0|aiin|0|0	chedaiin	11	7
d	q|O|0|aiin|0|0	qodaiin	11	8
d	ch|NONE|0|aiin|0|0	chdaiin	8	5
d	sh|O|0|aiin|0|0	shodaiin	8	6
d	NONE|O|0|ar|0|0	odar	7	7
d	che|NONE|0|al|0|0	chedal	7	6
d	NONE|O|0|al|0|0	odal	6	6
d	che|NONE|0|ar|0|0	chedar	6	5
d	che|NONE|0|ain|0|0	chedain	5	3
d	q|O|0|ain|0|0	qodain	5	4
d	ch|NONE|0|al|0|0	chdal	4	4
d	ch|NONE|0|ar|0|0	chdar	4	3
d	q|O|0|NONE|0|0	qod	4	4
d	sh|NONE|0|ar|0|0	shdar	4	3
d	sh|O|0|NONE|0|0	shod	4	4
d	NONE|O|0|ain|0|0	odain	3	3
d	che|NONE|0|NONE|0|0	ched	3	2
d	che|O|0|aiin|0|0	cheodaiin	3	3
d	che|O|0|ain|0|0	cheodain	3	3
d	che|O|0|al|0|0	cheodal	3	3
d	ch|O|0|NONE|0|0	chod	3	3
d	ch|O|0|ain|0|0	chodain	3	3
d	q|O|0|al|0|0	qodal	3	3
d	t|O|0|aiin|0|0	todaiin	3	3
d	NONE|NONE|0|NONE|0|0	d	2	2
d	che|O|0|NONE|0|0	cheod	2	2
d	ch|NONE|0|NONE|0|0	chd	2	2
d	ch|NONE|0|ain|0|0	chdain	2	2
d	ch|O|0|al|0|0	chodal	2	2
d	ch|O|0|ar|0|0	chodar	2	2
d	q|O|0|air|0|0	qodair	2	2
d	q|O|0|ar|0|0	qodar	2	1
d	sh|O|0|ain|0|0	shodain	2	2
d	s|O|0|aiin|0|0	sodaiin	2	2
d	NONE|OT|0|al|0|0	otdal	1	1
d	NONE|O|0|NONE|0|0	od	1	1
d	ch|NONE|0|al|1|0	chdaldy	1	1
d	ch|O|0|NONE|1|0	choddy	1	1
d	ch|O|0|air|0|0	chodair	1	1
d	sh|NONE|0|aiin|0|0	shdaiin	1	1
d	sh|O|0|al|0|0	shodal	1	1
d	s|O|0|air|0|0	sodair	1	1
d	s|O|0|al|0|0	sodal	1	1
d	s|O|0|ar|0|0	sodar	1	1
d	t|NONE|0|aiin|0|0	tdaiin	1	1
d	t|NONE|0|ain|0|0	tdain	1	1
d	t|O|0|ain|0|0	todain	1	1
d	t|O|0|ar|0|0	todar	1	1
e	sh|NONE|0|NONE|1|0	shedy	117	28
e	NONE|OT|0|NONE|1|0	otedy	39	20
e	q|OT|0|NONE|1|0	qotedy	23	14
e	che|NONE|0|NONE|1|0	cheedy	17	9
e	t|NONE|0|NONE|1|0	tedy	10	9
e	sh|NONE|0|NONE|0|0	she	6	6
e	sh|NONE|0|al|0|0	sheal	5	4
e	sh|NONE|0|ar|0|0	shear	4	4
e	che|NONE|0|al|0|0	cheeal	2	2
e	q|OT|0|al|0|0	qoteal	2	2
e	q|O|0|NONE|1|0	qoedy	2	2
e	NONE|OT|0|aiin|0|0	oteaiin	1	1
e	NONE|OT|0|ain|0|0	oteain	1	1
e	NONE|OT|0|al|0|0	oteal	1	1
e	ch|NONE|1|NONE|1|0	chdedy	1	1
e	d|NONE|0|aiin|0|0	deaiin	1	1
e	q|O|0|ar|0|0	qoear	1	1
e	sh|NONE|0|aiin|0|0	sheaiin	1	1
ed	sh|NONE|0|NONE|0|0	shed	6	6
ed	sh|NONE|0|al|0|0	shedal	4	2
ed	sh|NONE|0|ain|0|0	shedain	3	3
ed	t|NONE|0|ain|0|0	tedain	3	3
ed	NONE|OT|0|ar|0|0	otedar	2	1
ed	che|NONE|0|ar|0|0	cheedar	2	2
ed	q|OT|0|ar|0|0	qotedar	2	2
ed	sh|NONE|0|ar|0|0	shedar	2	2
ed	NONE|OT|0|aiin|0|0	otedaiin	1	1
ed	NONE|OT|0|al|0|0	otedal	1	1
ed	che|NONE|0|aiin|0|0	cheedaiin	1	1
ed	che|NONE|0|ain|0|0	cheedain	1	1
ed	q|OT|0|NONE|0|0	qoted	1	1
ed	q|OT|0|aiin|0|0	qotedaiin	1	1
ed	q|OT|0|al|0|0	qotedal	1	1
ed	q|O|0|aiin|0|0	qoedaiin	1	1
ed	sh|NONE|0|aiin|0|0	shedaiin	1	1
ed	sh|NONE|0|al|1|0	shedaldy	1	1
ed	t|NONE|0|NONE|0|0	ted	1	1
ed	t|NONE|0|aiin|0|0	tedaiin	1	1
ed	t|NONE|0|al|0|0	tedal	1	1
ee	NONE|OT|0|NONE|1|0	oteedy	29	15
ee	sh|NONE|0|NONE|1|0	sheedy	28	17
ee	q|OT|0|NONE|1|0	qoteedy	27	14
ee	t|NONE|0|NONE|1|0	teedy	6	6
ee	NONE|O|0|NONE|1|0	oeedy	3	3
ee	q|O|0|NONE|1|0	qoeedy	2	2
ee	NONE|NONE|0|NONE|1|0	eedy	1	1
ee	che|NONE|0|al|0|0	cheeeal	1	1
ee	d|NONE|0|NONE|1|0	deedy	1	1
ee	q|NONE|0|NONE|1|0	qeedy	1	1
ee	sh|NONE|0|NONE|0|0	shee	1	1
ee	sh|NONE|0|al|0|0	sheeal	1	1
ee	sh|NONE|0|ar|0|0	sheear	1	1
ee	t|NONE|0|ar|0|0	teear	1	1
eey	sh|NONE|0|NONE|0|0	sheey	36	25
eey	NONE|OT|0|NONE|0|0	oteey	30	18
eey	q|OT|0|NONE|0|0	qoteey	11	7
eey	t|NONE|0|NONE|0|0	teey	4	3
eey	q|O|0|NONE|0|0	qoeey	3	3
eey	NONE|O|0|NONE|0|0	oeey	1	1
