held_folio	language_id	source_sta_code	mapped_phoneme	train_occurrences	held_occurrences	global_occurrences	frequent_code	mapping_hash
f103	GEORGIAN	A1	m	2703	251	2954	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	A2	ɐ	1741	231	1972	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	A3	m	2018	161	2179	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	B1	m	1426	90	1516	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	B2	a	1209	116	1325	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	B3	a	123	10	133	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	B4	a	4	1	5	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	C1	a	699	62	761	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	C2	s	210	12	222	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	D1	s	795	89	884	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	E1	z	27	0	27	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	E2	ɐ	8	4	12	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	F1	a	290	39	329	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	F2	z	10	0	10	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	F3	a	106	2	108	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	G1	a	611	33	644	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	G2	kʼ	4	0	4	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	G3	a	19	0	19	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	H1	a	25	1	26	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	J1	ɐ	1213	118	1331	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	K1	x	1384	86	1470	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	K2	n	645	79	724	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	L1	x	359	81	440	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	M1	n	59	4	63	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	P1	ɐ	217	21	238	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	P2	ɐ	41	2	43	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	Q1	a	1274	131	1405	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	Q2	a	712	78	790	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	T1	s	12	0	12	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	T2	ɐ	5	0	5	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	U1	m	73	10	83	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	U2	v	49	4	53	1	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	V1	a	0	1	1	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	W1	v	2	0	2	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	W2	v	1	0	1	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	GEORGIAN	X1	n	3	0	3	0	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c
f103	MINGRELIAN	A1	m	2703	251	2954	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	A2	ɐ	1741	231	1972	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	A3	m	2018	161	2179	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	B1	m	1426	90	1516	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	B2	ɐ	1209	116	1325	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	B3	ɐ	123	10	133	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	B4	ɐ	4	1	5	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	C1	ɐ	699	62	761	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	C2	ɐ	210	12	222	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	D1	m	795	89	884	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	E1	m	27	0	27	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	E2	ɐ	8	4	12	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	F1	ɐ	290	39	329	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	F2	u	10	0	10	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	F3	ɐ	106	2	108	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	G1	ɐ	611	33	644	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	G2	ɐ	4	0	4	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	G3	ɐ	19	0	19	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	H1	ɐ	25	1	26	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	J1	u	1213	118	1331	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	K1	m	1384	86	1470	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	K2	l	645	79	724	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	L1	m	359	81	440	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	M1	l	59	4	63	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	P1	u	217	21	238	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	P2	u	41	2	43	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	Q1	u	1274	131	1405	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	Q2	u	712	78	790	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	T1	m	12	0	12	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	T2	u	5	0	5	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	U1	u	73	10	83	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	U2	u	49	4	53	1	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	V1	a	0	1	1	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	W1	u	2	0	2	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	W2	u	1	0	1	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	MINGRELIAN	X1	l	3	0	3	0	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826
f103	LAZ	A1	s	2703	251	2954	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	A2	i	1741	231	1972	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	A3	r	2018	161	2179	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	B1	r	1426	90	1516	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	B2	i	1209	116	1325	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	B3	i	123	10	133	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	B4	i	4	1	5	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	C1	i	699	62	761	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	C2	ɐ	210	12	222	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	D1	m	795	89	884	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	E1	kʼ	27	0	27	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	E2	i	8	4	12	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	F1	i	290	39	329	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	F2	kʼ	10	0	10	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	F3	i	106	2	108	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	G1	i	611	33	644	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	G2	i	4	0	4	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	G3	i	19	0	19	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	H1	i	25	1	26	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	J1	u	1213	118	1331	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	K1	m	1384	86	1470	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	K2	r	645	79	724	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	L1	m	359	81	440	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	M1	r	59	4	63	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	P1	m	217	21	238	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	P2	m	41	2	43	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	Q1	a	1274	131	1405	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	Q2	a	712	78	790	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	T1	m	12	0	12	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	T2	tʼ	5	0	5	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	U1	r	73	10	83	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	U2	tʼ	49	4	53	1	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	V1	a	0	1	1	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	W1	tʼ	2	0	2	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	W2	tʼ	1	0	1	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	LAZ	X1	r	3	0	3	0	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1
f103	SVAN	A1	a	2703	251	2954	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	A2	m	1741	231	1972	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	A3	a	2018	161	2179	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	B1	m	1426	90	1516	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	B2	m	1209	116	1325	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	B3	m	123	10	133	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	B4	m	4	1	5	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	C1	m	699	62	761	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	C2	m	210	12	222	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	D1	m	795	89	884	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	E1	s	27	0	27	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	E2	m	8	4	12	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	F1	m	290	39	329	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	F2	s	10	0	10	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	F3	m	106	2	108	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	G1	m	611	33	644	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	G2	s	4	0	4	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	G3	m	19	0	19	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	H1	m	25	1	26	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	J1	a	1213	118	1331	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	K1	gʷ	1384	86	1470	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	K2	a	645	79	724	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	L1	gʷ	359	81	440	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	M1	a	59	4	63	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	P1	m	217	21	238	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	P2	s	41	2	43	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
