edition	held_folio	representation	train_records	held_records	held_body_members	swappable_records_exact_open_length	selected_local_other_body_weight	selected_own_open_weight	training_local_bits	training_conditional_bits	held_string_baseline_bits	held_local_body_baseline_bits	held_true_open_conditional_bits	own_open_gain_bits	own_open_gain_bits_per_body_member	previous_compatible_open_gain_bits	positive_gain
ZL3b	f104	MEMBER	144	26	2605	21	0.00000000	0.00000000	38220.750375072	38220.750375072	7698.911385829	7698.911385829	7698.911385829	0.000000000	0.000000000	0.000000000	0
ZL3b	f104	FAMILY	144	26	2605	21	0.00000000	0.00000000	30456.084836287	30456.084836287	5988.062935809	5988.062935809	5988.062935809	0.000000000	0.000000000	0.000000000	0
ZL3b	f104	GROUP	144	26	2605	21	0.00000000	0.00000000	31429.458844814	31429.458844814	9626.163489867	9626.163489867	9626.163489867	0.000000000	0.000000000	0.000000000	0
ZL3b	f105	MEMBER	150	20	2174	15	0.00000000	0.00000000	38579.953821833	38579.953821833	7413.552477690	7413.552477690	7413.552477690	0.000000000	0.000000000	0.000000000	0
ZL3b	f105	FAMILY	150	20	2174	15	0.00000000	0.00000000	30878.783128355	30878.783128355	5653.581617635	5653.581617635	5653.581617635	0.000000000	0.000000000	0.000000000	0
ZL3b	f105	GROUP	150	20	2174	15	0.00000000	0.00000000	31949.702992507	31949.702992507	9676.514870973	9676.514870973	9676.514870973	0.000000000	0.000000000	0.000000000	0
ZL3b	f106	MEMBER	156	14	1024	9	0.00000000	0.00000000	42494.018353063	42494.018353063	2932.103717613	2932.103717613	2932.103717613	0.000000000	0.000000000	0.000000000	0
ZL3b	f106	FAMILY	156	14	1024	9	0.00000000	0.00000000	34014.737216123	34014.737216123	2302.571804244	2302.571804244	2302.571804244	0.000000000	0.000000000	0.000000000	0
ZL3b	f106	GROUP	156	14	1024	9	0.00000000	0.00000000	35312.342978182	35312.342978182	3691.099534156	3691.099534156	3691.099534156	0.000000000	0.000000000	0.000000000	0
ZL3b	f107	MEMBER	155	15	1221	10	0.00000000	0.00000000	42113.891140962	42113.891140962	3343.339116987	3343.339116987	3343.339116987	0.000000000	0.000000000	0.000000000	0
ZL3b	f107	FAMILY	155	15	1221	10	0.00000000	0.00000000	33627.632099865	33627.632099865	2697.729487152	2697.729487152	2697.729487152	0.000000000	0.000000000	0.000000000	0
ZL3b	f107	GROUP	155	15	1221	10	0.00000000	0.00000000	34829.804373366	34829.804373366	3978.690333748	3978.690333748	3978.690333748	0.000000000	0.000000000	0.000000000	0
ZL3b	f112	MEMBER	157	13	1190	8	0.00000000	0.00000000	42036.268557422	42036.268557422	3465.283006666	3465.283006666	3465.283006666	0.000000000	0.000000000	0.000000000	0
ZL3b	f112	FAMILY	157	13	1190	8	0.00000000	0.00000000	33611.714049549	33611.714049549	2731.210720340	2731.210720340	2731.210720340	0.000000000	0.000000000	0.000000000	0
ZL3b	f112	GROUP	157	13	1190	8	0.00000000	0.00000000	34823.649198711	34823.649198711	4151.982075199	4151.982075199	4151.982075199	0.000000000	0.000000000	0.000000000	0
ZL3b	f113	MEMBER	139	31	2644	24	0.00000000	0.00000000	37692.358660936	37692.358660936	8323.375673785	8323.375673785	8323.375673785	0.000000000	0.000000000	0.000000000	0
ZL3b	f113	FAMILY	139	31	2644	24	0.00000000	0.00000000	29993.781916571	29993.781916571	6493.971615629	6493.971615629	6493.971615629	0.000000000	0.000000000	0.000000000	0
ZL3b	f113	GROUP	139	31	2644	24	0.00000000	0.00000000	30869.503552461	30869.503552461	10385.864150289	10385.864150289	10385.864150289	0.000000000	0.000000000	0.000000000	0
ZL3b	f114	MEMBER	145	25	2386	21	0.00000000	0.00000000	38708.315652206	38708.315652206	7145.402054228	7145.402054228	7145.402054228	0.000000000	0.000000000	0.000000000	0
ZL3b	f114	FAMILY	145	25	2386	21	0.00000000	0.00000000	30795.058651554	30795.058651554	5635.148788427	5635.148788427	5635.148788427	0.000000000	0.000000000	0.000000000	0
ZL3b	f114	GROUP	145	25	2386	21	0.00000000	0.00000000	31827.351980819	31827.351980819	8953.393249241	8953.393249241	8953.393249241	0.000000000	0.000000000	0.000000000	0
ZL3b	f115	MEMBER	144	26	2516	16	0.00000000	0.00000000	38476.002380999	38476.002380999	7475.284049764	7475.284049764	7475.284049764	0.000000000	0.000000000	0.000000000	0
ZL3b	f115	FAMILY	144	26	2516	16	0.00000000	0.00000000	30606.957120787	30606.957120787	5843.065924038	5843.065924038	5843.065924038	0.000000000	0.000000000	0.000000000	0
ZL3b	f115	GROUP	144	26	2516	16	0.00000000	0.00000000	31501.972586763	31501.972586763	9284.581296581	9284.581296581	9284.581296581	0.000000000	0.000000000	0.000000000	0
IT2a	f104	MEMBER	144	26	2603	22	0.00000000	0.00000000	35962.623663409	35962.623663409	7189.461917556	7189.461917556	7189.461917556	0.000000000	0.000000000	0.000000000	0
IT2a	f104	FAMILY	144	26	2603	22	0.00000000	0.00000000	29972.560334806	29972.560334806	5859.221944992	5859.221944992	5859.221944992	0.000000000	0.000000000	0.000000000	0
IT2a	f104	GROUP	144	26	2603	22	0.00000000	0.00000000	30782.151097007	30782.151097007	9198.027587350	9198.027587350	9198.027587350	0.000000000	0.000000000	0.000000000	0
IT2a	f105	MEMBER	150	20	2175	15	0.00000000	0.00000000	36276.405932261	36276.405932261	6996.704578342	6996.704578342	6996.704578342	0.000000000	0.000000000	0.000000000	0
IT2a	f105	FAMILY	150	20	2175	15	0.00000000	0.00000000	30335.189562037	30335.189562037	5603.077750971	5603.077750971	5603.077750971	0.000000000	0.000000000	0.000000000	0
IT2a	f105	GROUP	150	20	2175	15	0.00000000	0.00000000	31295.359042239	31295.359042239	9452.649089169	9452.649089169	9452.649089169	0.000000000	0.000000000	0.000000000	0
